@relation bank8FM

@attribute a1cx numeric
@attribute a1cy numeric
@attribute b2x numeric
@attribute b2y numeric
@attribute a2pop numeric
@attribute a3pop numeric
@attribute temp numeric
@attribute mxql numeric
@attribute rej numeric

@data
0.484163701,0.006077328,0.420982625,0.409376423,0.137536176,0.210326622,0.965354651,0.666666667,0.345769405
0.467032297,0.777785,0.601487329,0.134556171,0.079079717,0.060119269,0.506983789,0.333333333,0.127258767
0.697937231,0.282137235,0.094666236,0.150129839,0.021696391,0.00572331,0.853539945,0,0.015817756
0.722383235,0.296439008,0.406144335,0.173493843,0.009629414,0.24285202,0.347117103,1,0.337273438
0.039299223,0.846033686,0.056606925,0.724726438,0.418329513,0.192043579,0.654572087,0,0.672966346
0.339277821,0.563934452,0.720948723,0.86499252,0.326677674,0.006953572,0.303892442,0,0.374106746
0.876514874,0.540095165,0.404978233,0.450778783,0.006884563,0.004247865,0.415478535,1,0.004047301
0.223585334,0.408990085,0.451328266,0.330237212,0.074621038,0.172378993,0.719456707,1,0.238816947
0.392378175,0.240757001,0.676247834,0.215797822,0.082574694,0.005806768,0.30503762,0.666666667,0.018206
0.350901774,0.752463633,0.407738473,0.615506622,0.093943989,0.035209205,0.239474573,0.333333333,0.068018842
0.336049556,0.316471089,0.669621257,0.765530388,0.084332079,0.05830211,0.81962171,0.666666667,0.077515727
0.513562112,0.494174685,0.640728743,0.350099818,0.064403844,0.206534453,0.370729792,0.333333333,0.373240446
0.077004314,0.031454699,0.001706148,0.48126967,0.015741702,0.109412641,0.496540651,0,0.096010909
0.894818375,0.279646101,0.769496946,0.384110115,0.152190743,0.235103127,0.899645545,0,0.396190526
0.445751552,0.793842868,0.537603772,0.571336365,0.193876025,0.077483742,0.686013689,1,0.315978675
0.057752736,0.311507821,0.983145534,0.432140016,0.05531374,0.331535076,0.518085245,0,0.542193769
0.362263706,0.183467907,0.90598082,0.406210254,0.400125305,0.014744919,0.808375254,0.666666667,0.553130333
0.162005284,0.190970312,0.325827347,0.448316097,0.307868619,0.070439704,0.667118247,0.333333333,0.401158972
0.22939381,0.413831347,0.698253748,0.259919045,0.055347131,0.127308182,0.708397586,1,0.093454391
0.837209651,0.350592932,0.098872602,0.986687881,0.159944556,0.101435715,0.442155264,0,0.321522992
0.571676878,0.656229436,0.219912132,0.305668383,0.114945794,0.068144915,0.510621476,1,0.127423301
0.7158487,0.061907343,0.271620631,0.565875625,0.020025447,0.10912578,0.390565085,0,0.150436951
0.381014243,0.593074026,0.406646378,0.876489395,0.091053253,0.010774144,0.844147789,0.333333333,0.037179828
0.343022128,0.439711744,0.385084502,0.254779524,0.002510574,0.413771234,0.578943748,0.666666667,0.600329318
0.063999248,0.354546145,0.446409838,0.223545128,0.056449717,0.007514121,0.170950149,1,0.006573904
0.015354259,0.463237015,0.806269145,0.679331342,0.000960706,0.115325171,0.598489042,0.666666667,0.030553572
0.361659656,0.724750137,0.988486998,0.79144514,0.052067144,0.028674772,0.648768933,0,0.024272589
0.883966485,0.12185258,0.141003267,0.28370734,0.065262087,0.127642887,0.772026955,1,0.154299775
0.479892351,0.031098679,0.608447935,0.792482851,0.177496253,0.067235612,0.441070414,1,0.177167587
0.498853906,0.121988587,0.934581309,0.54032112,0.039677227,0.007591345,0.812984544,0.333333333,0.008129504
0.533442742,0.777176968,0.916026694,0.868046612,0.075362816,0.101050908,0.656940765,0.333333333,0.183294007
0.417530237,0.498365912,0.177017401,0.3020439,0.003696334,0.096970868,0.435195289,0.666666667,0.109452885
0.69195674,0.082186438,0.701464027,0.777801794,0.008988988,0.209246192,0.366400975,0.333333333,0.258888918
0.547013855,0.130661056,0.905528781,0.209275354,0.035461847,0.010940958,0.415054121,1,0.00094732
0.325065655,0.641212625,0.361911486,0.084265722,0.093880068,0.064784757,0.377153163,0.666666667,0.093559095
0.66816679,0.823459467,0.97574589,0.388712268,0.020664021,0.051364576,0.228169906,0.333333333,0.035283941
0.018625527,0.220825925,0.186876258,0.230027569,0.32465804,0.69878711,0.869717442,0,0.918612724
0.487989015,0.266511392,0.582680693,0.977063288,0.021847931,0.154338876,0.558050064,0,0.178588568
0.006806558,0.88777394,0.430442448,0.974964851,0.570892878,0.083101762,0.792930164,0,0.632558151
0.176971512,0.26555934,0.938264629,0.461922417,0.469285488,0.069090001,0.830078607,0,0.530427054
0.072046908,0.048288608,0.26425499,0.742479599,0.111014509,0.061986327,0.931110431,0,0.159974971
0.512058989,0.399226558,0.866847416,0.423886362,0.011095096,0.003278015,0.285770683,0,0.002284787
0.973796851,0.493625656,0.469816874,0.470952603,0.261327127,0.201646659,0.55462723,1,0.541504469
0.827884887,0.282998282,0.220784208,0.826395081,0.064248736,0.092391263,0.651354581,1,0.131253716
0.657498915,0.440496787,0.267062234,0.473222157,0.000868342,0.051058678,0.907585589,0,0.018814279
0.04207745,0.10333458,0.895590916,0.600289198,0.11149259,0.594456738,0.712568703,0,0.812851895
0.634748049,0.368012873,0.101314814,0.568135173,0.069203572,0.109941148,0.342143727,0.333333333,0.219141354
0.139413432,0.200663836,0.296414788,0.663797701,0.002023034,0.038907438,0.73733927,0.666666667,0.012438564
0.620872912,0.546833529,0.850527996,0.218330556,0.078447101,0.108024595,0.732935308,0.333333333,0.171435053
0.282236143,0.486273259,0.744507772,0.708663434,0.159396966,0.265562039,0.723851144,0.666666667,0.538095363
0.666136623,0.32351947,0.754576648,0.970486783,0.033224766,0.084247085,0.790499042,0.666666667,0.03110202
0.678834664,0.144017777,0.930786978,0.307104366,0.162454119,0.064994967,0.550917572,1,0.226931817
0.591440498,0.215058613,0.677276923,0.577682713,0.07630989,0.121581738,0.732917315,1,0.126924712
0.606195708,0.754735756,0.201778555,0.536021175,0.178604595,0.177573055,0.310598403,0,0.445767784
0.965292154,0.650436124,0.747117999,0.181918614,0.167321976,0.124092095,0.684756322,1,0.284243446
0.374939745,0.863934652,0.990715192,0.6605845,0.138058925,0.106674454,0.847210771,1,0.241547971
0.830086067,0.700759841,0.796462292,0.89846745,0.132311315,0.009759752,0.269727602,0,0.184630227
0.378103004,0.470265394,0.823505645,0.419172133,0.231692025,0.105281017,0.743471584,0.666666667,0.376852728
0.034856858,0.279759107,0.576517157,0.968917709,0.002982697,0.043582866,0.729247876,0.666666667,0.008852459
0.293121036,0.025750391,0.636905411,0.60407279,0.466944328,0.110363825,0.60430278,0.333333333,0.630770707
0.125694307,0.353940113,0.92655561,0.711495374,0.077033592,0.32626288,0.739685722,0.666666667,0.416364708
0.611200118,0.358737372,0.395769432,0.766610128,0.042461327,0.080354646,0.939424087,1,0.014780689
0.428826164,0.022477214,0.69057608,0.890151754,0.038124364,0.075892258,0.723668042,0.333333333,0.070155298
0.263730626,0.008539461,0.731187613,0.09529928,0.014998914,0.057542201,0.877624676,0,0.013410814
0.275870621,0.875758291,0.964530914,0.108137074,0.197259249,0.017538362,0.286959255,0.666666667,0.168202946
0.599401151,0.418942623,0.244185244,0.414373846,0.091687082,0.052506596,0.615157631,0.666666667,0.134285141
0.554586476,0.753628696,0.842613307,0.4137224,0.06445144,0.146447529,0.818361167,0.333333333,0.137355206
0.580616611,0.915213422,0.520554288,0.997986621,0.048656117,0.055249197,0.938434493,0,0.030256911
0.772760366,0.751587586,0.088703717,0.245207967,0.177386823,0.00614875,0.272258213,0,0.21045343
0.535339898,0.929799209,0.921314154,0.59351756,0.187539995,0.065986582,0.670211921,0.666666667,0.227359357
0.645887963,0.396408406,0.947796458,0.978358175,0.065554598,0.146139037,0.396741851,1,0.250462753
0.764348677,0.587279713,0.857795628,0.014269775,0.003868744,0.033074356,0.562737675,0.333333333,0.015066132
0.137498275,0.72184398,0.033411907,0.429902483,0.001661452,0.070924848,0.6091555,0,0.048434242
0.01645735,0.002084113,0.777911678,0.954315706,0.002122299,0.038011679,0.853743156,0.666666667,0.009857117
0.765841799,0.623204653,0.343496884,0.876360307,0.029641699,0.006539925,0.217348923,0.333333333,0.014222269
0.004820395,0.516379885,0.176846386,0.029820427,0.051271644,0.10826587,0.48105005,0.333333333,0.154863181
0.495026592,0.824101501,0.59482475,0.716476787,0.237820369,0.010605713,0.341644167,0.333333333,0.216940081
0.407467412,0.444471001,0.205439873,0.185457038,0.02732252,0.060175738,0.792278196,0.333333333,0.030096116
0.029856448,0.39203717,0.032025786,0.00792643,0.036031552,0.25513072,0.748259742,0.333333333,0.346302896
0.184892161,0.23815186,0.356535019,0.552362368,0.024316193,3.12E-05,0.388574253,0.333333333,0.001089418
0.726892605,0.06369544,0.649439501,0.655275864,0.066789873,0.247092944,0.372819054,0.333333333,0.502204389
0.756102,0.962127955,0.047270112,0.737461161,0.004274488,0.008128443,0.76638891,0,0.002621335
0.104497569,0.103506589,0.647335318,0.474810245,0.06024471,0.183328509,0.287464107,0.666666667,0.314062845
0.069552703,0.077441182,0.809980468,0.145164438,0.031012896,0.043194757,0.806777085,0.666666667,0.004448666
0.275698607,0.431689311,0.131744462,0.832376178,0.143833396,0.069759243,0.90550056,0,0.223039078
0.736233371,0.096317201,0.784302234,0.168515433,0.040740195,0.378447238,0.761756335,0.666666667,0.493061502
0.234370218,0.29499993,0.089253765,0.952950771,0.097902068,0.010040111,0.106278266,0,0.156932328
0.879839147,0.85797033,0.639356624,0.95363524,0.032154763,0.341903288,0.568473092,0,0.519788399
0.776921708,0.932430351,0.225602627,0.435699454,0.179464623,0.027500171,0.482484169,0.666666667,0.216139844
0.752812731,0.831889922,0.969840376,0.83670014,0.262763928,0.021039896,0.92211623,0.333333333,0.245397083
0.210517262,0.978078816,0.472097072,0.26800058,0.034025887,0.124487818,0.482458768,0.333333333,0.146898212
0.078021398,0.078931262,0.98126237,0.079922747,0.194321287,0.029456784,0.277226298,0.666666667,0.199821006
0.260950398,0.814189966,0.327897527,0.037980016,0.008125156,0.042420865,0.619470572,0.666666667,0.005300008
0.221197138,0.973638576,0.024981173,0.820565087,0.082684562,0.085905044,0.842399329,0,0.153786227
0.363644819,0.219351845,0.295121676,0.695553454,0.097293182,0.021334035,0.789406783,1,0.032601528
0.79061583,0.3592534,0.93735155,0.829892476,0.062498319,0.066602152,0.315382328,0.666666667,0.100619124
0.47500095,0.833500009,0.5448244,0.763563041,0.088647599,0.101554078,0.864976911,0,0.175607002
0.511171916,0.734877683,0.770469031,0.046019523,0.070864384,0.001238348,0.300782891,0.333333333,0.015728009
0.9353717,0.545254444,0.9229843,0.824194573,0.078194007,0.180039476,0.774490888,0.333333333,0.24356352
0.875580798,0.322050391,0.215266728,0.109801214,0.044950122,0.038261579,0.911795866,0.333333333,0.02521617
0.737011435,0.276135911,0.211293383,0.633515958,0.133952134,0.195008654,0.591366075,1,0.37055928
0.024111977,0.079971318,0.554762264,0.457778578,0.027561442,0.050181012,0.070418943,0.666666667,0.007604738
0.313251687,0.372807132,0.534130469,0.72360567,0.097701249,0.104299678,0.672707606,0,0.114724224
0.022765867,0.023158251,0.578062291,0.83023371,0.011207185,0.25012271,0.785012346,1,0.328597978
0.142079651,0.836600176,0.645791184,1,0.042765383,0.304569241,0.852756736,0,0.325888144
0.737273456,0.979029868,0.729037426,0.884907161,0.125003404,0.083004895,0.860673496,0.666666667,0.145812533
0.015780294,0.667328036,0.785689355,0.508075031,0.029951309,0.051270775,0.901741158,0.333333333,0.037407932
0.117637646,0.572712926,0.700853974,0.891677799,0.070670028,0.03509721,0.583325484,0.333333333,0.024210265
0.98475075,0.992302584,0.780957943,0.575227031,0.090633236,0.079314951,0.346420683,0,0.120329618
0.390187995,0.065138517,0.048551224,0.547856282,0.018591708,0.09060025,0.36679258,1,0.054110684
0.981961521,0.604510644,0.180170675,0.110621776,0.104880947,0.019968024,0.921961705,0.333333333,0.077904627
0.115299455,0.371949085,0.493025893,0.721086945,0.154443846,0.068738281,0.819094632,0,0.192259895
0.810937497,0.902575739,0.333145984,0.043393725,0.227806417,0.023335359,0.534284967,0.666666667,0.327416321
0.60926396,0.00610933,0.657101168,0.8751825,0.214180821,0.019223378,0.840843495,1,0.170113791
0.187310359,0.724841141,0.762400329,0.714760611,0.1977514,0.03040534,0.547428059,0.666666667,0.210230311
0.128550541,0.208448256,0.479137685,0.587574489,0.300122683,0.037741698,0.66368377,1,0.263244098
0.472112713,0.831365894,0.901919467,0.276800608,0.008633566,0.007440401,0.662116294,0.666666667,0.002565244
0.127731474,0.831560904,0.972695625,0.126369563,0.151620566,0.039224421,0.891697034,1,0.136265788
0.241321788,0.685246003,0.902128485,0.400975668,0.409933759,0.231598493,0.372853981,1,0.71239232
0.604985609,0.098691329,0.299907092,0.396158368,0.010453795,0.027058962,0.556288902,0.333333333,0.005973104
0.808826324,0.383949733,0.722400849,0.229666321,0.08850232,0.06656792,0.670460643,0.666666667,0.050803789
0.0524423,0.365446734,0.556493415,0.792624948,0.106714977,0.052423947,0.604762121,0,0.096138049
0.714603597,0.171713273,0.621404062,0.846448817,0.043304558,0.030546143,0.674912233,0.666666667,0.013029393
0.853858016,0.046355503,0.80723723,0.043930092,0.022398719,0.221958149,0.63234589,1,0.1975786
0.021175736,0.220959932,0.722612867,0.134362038,0.156015728,0.032776242,0.48494281,0,0.12340093
0.59646591,0.6833259,0.53839284,0.223560139,0.051732289,0.102200813,0.290835081,1,0.123256339
0.711106311,0.393117228,0.549729826,0.885752741,0.021746209,0.002853956,0.225971629,0.333333333,0.001190383
0.425992931,0.188304168,0.466412578,0.470122034,0.056086452,0.089600683,0.812076445,0,0.091265582
0.648883208,0.261927144,0.554299224,0.740586302,0.114840403,0.356754778,0.662059141,0.666666667,0.504799548
0.994404541,0.935102496,0.510145383,0.114023106,0.01482297,0.085788837,0.852131228,0,0.055691213
0.472221722,0.136913393,0.680926241,0.730309262,0.081878156,0.096850348,0.546222552,1,0.111593081
0.53866317,0.862795591,0.595113775,0.625204265,0.21997983,0.036259278,0.379561001,0,0.345401695
0.295151202,0.611227006,0.480255782,0.643289653,0.16548596,0.127940766,0.93541173,0.666666667,0.270415063
0.466489252,0.183172891,0.795909244,0.205580823,0.006046313,0.169529248,0.713308518,0,0.168888507
0.5329267,0.002999162,0.915904684,0.183981027,0.050518792,0.040679516,0.710439221,0.666666667,0.017834551
0.604857598,0.034909885,0.709016684,0.575381136,0.06520951,0.039850637,0.638008279,1,0.028010765
0.920524483,0.972204499,0.81677906,0.699756333,0.026881398,0.119282266,0.538797944,0.333333333,0.106716875
0.376697889,0.776143912,0.419249475,0.42979541,0.004209456,0.03239942,0.259898331,0,0.020680251
0.035985951,0.214108562,0.173502095,0.212659672,0.258248935,0.120118321,0.57053272,1,0.441143366
0.992450381,0.287889546,0.023252023,0.502061912,0.105973671,0.039129878,0.864257206,0.666666667,0.078611378
0.779768941,0.492739608,0.614046422,0.335296678,0.158203833,0.029391993,0.854531657,0,0.142641503
0.803024848,0.692321385,0.141108276,0.052309832,0.018013083,0.290281636,0.203322076,1,0.549282467
0.128496537,0.157663514,0.704069254,0.446329736,0.003028812,0.180455752,0.484426315,0.333333333,0.198931024
0.87572781,0.195856576,0.75620179,0.981267168,0.009093335,0.083449574,0.678018609,1,0.027170641
0.528450333,0.814530985,0.702540121,0.140595308,0.028840073,0.064848167,0.335679079,0.333333333,0.040297259
0.772880376,0.261707132,0.786713444,0.225257301,0.044521959,0.049390779,0.519743743,1,0.020969433
0.532113633,0.41628848,0.905656792,0.388681247,0.04966038,0.08884576,0.550335457,0.333333333,0.111267751
0.488845085,0.510833585,0.931598049,0.691500678,0.083524966,0.024342439,0.691244254,1,0.016660372
0.803162859,0.171570265,0.239781861,0.875254549,0.016445073,0.045205178,0.703063299,0,0.026648368
0.758433192,0.112492075,0.342726817,0.572637257,0.292209992,0.103836064,0.720331996,0.666666667,0.493927802
0.434923664,0.116923314,0.288663114,0.703045586,0.020247741,0.190161561,0.958148071,0,0.217137024
0.836437588,0.150496127,0.965448994,0.228188309,0.234447412,0.052425362,0.579434841,0,0.250106262
0.369594307,0.980522948,0.256744337,0.059102485,0.154743728,0.140923782,0.830592984,1,0.3447635
0.362913759,0.166990017,0.905189752,0.310777883,0.003454046,0.296345817,0.707000511,0.333333333,0.42172704
0.091523505,0.584014537,0.96229872,0.318225985,0.035596624,0.073867114,0.407290828,0,0.10180452
0.250571547,0.783764323,0.688303882,0.994414174,0.128136126,0.048948391,0.55352862,1,0.093517961
0.386084659,0.358039334,0.975498868,0.634870887,0.208335899,0.100816776,0.461465595,0.333333333,0.289292913
0.279675933,0.666328982,0.434590809,0.875408655,0.166724602,0.009712279,0.59612354,0,0.161644
0.046439808,0.541949265,0.074689498,0.184680506,0.106284627,0.144432054,0.351285045,0.666666667,0.304598367
0.253281769,0.202812952,0.439239214,0.673867599,0.308017904,0.111577881,0.996184503,1,0.421368055
0.676162445,0.964377076,0.078062791,0.310388616,0.001410647,0.069298526,0.900709227,1,0.024440863
0.123869157,0.205646105,0.665264878,0.303789096,0.226998294,0.160922939,0.716408543,0.666666667,0.37938307
0.86389784,0.997116844,0.845664573,0.021103456,0.108926645,0.214092274,0.752681697,1,0.285456266
0.425585898,0.0444424,0.481864922,0.195799122,0.062466914,0.065494329,0.977687015,0.333333333,0.059481741
0.541735422,0.126330822,0.620298966,0.871047668,0.072380423,0.005157034,0.549561773,1,0.017126553
0.12975564,0.371437058,0.401160901,0.559834487,0.125399421,0.024263901,0.850430394,1,0.062867165
0.154546673,0.305313487,0.834990644,0.985373981,0.066535467,0.048662338,0.684956357,0.666666667,0.064266955
0.826246752,0.626278819,0.612653301,0.854349229,0.188291434,0.103022886,0.328937133,0.666666667,0.297778908
0.964043052,0.325387571,0.696429589,0.062381731,0.265753559,0.004342811,0.172537734,0,0.429791727
0.793824094,0.065581541,0.411135769,0.533599516,0.02715388,0.359745527,0.468408636,0.666666667,0.484934492
0.179595727,0.862649583,0.801386721,0.53805857,0.093021992,0.081474631,0.528763345,1,0.100915784
0.747309279,0.25852496,0.587485111,0.94708075,0.039917766,0.033214653,0.457610938,0.666666667,0.051488103
0.389666953,0.480013921,0.776941594,0.47169411,0.075107838,0.444280349,0.229289682,0.666666667,0.617508224
0.245193106,0.984615169,0.642000854,0.783505701,0.155752233,0.053457578,0.736095662,0,0.167977334
0.796441308,0.690776302,0.110206588,0.827492833,0.011693278,0.116211799,0.287716004,0.666666667,0.232115902
0.351316808,0.74296112,0.997675798,0.039881319,0.076851691,0.002191419,0.716461462,0,0.025684844
0.681610892,0.491084519,0.600007201,0.038794574,0.029391332,0.055058394,0.660992283,0.333333333,0.05107926
0.044577655,0.432721367,0.967537176,0.202351611,0.014089001,0.01487777,0.614255883,0.666666667,0.002272322
0.653134557,0.473305559,0.380051064,0.888552659,0.008988516,0.283927326,0.464287264,0.666666667,0.481805842
0.820396272,0.041443238,0.988915036,0.070317167,0.034832731,0.176066478,0.639943016,0.333333333,0.203601562
0.22841273,0.406498951,0.951132749,0.490878252,0.184371088,0.111621918,0.761217615,1,0.25620152
0.264724707,0.849482872,0.053388645,0.292719513,0.183052503,0.022783166,0.70525205,1,0.175253003
0.711766365,0.465511138,0.858268669,0.315740282,0.217189941,0.056470935,0.732432573,0,0.345181069
0.088468254,0.313427925,0.495319093,0.59127002,0.133269867,0.200680987,0.816881538,0,0.33143246
0.021570769,0.191718353,0.240562929,0.318304038,0.18412513,0.255536887,0.788989777,1,0.476655411
0.491644315,0.749867493,0.513592683,0.240997083,0.020049884,0.073041806,0.716030698,0,0.024314969
0.692358773,0.543672358,0.397482581,0.760546975,0.050864217,0.02612604,0.917518583,1,0.01188513
0.695708048,0.084577567,0.492396839,0.024086499,0.024591166,0.078550358,0.718250142,0,0.088406171
0.55914185,0.258977985,0.722154827,0.596128348,0.033961394,0.068222611,0.725530809,0.333333333,0.042093428
0.924129779,0.017663954,0.302237295,0.762646413,0.003720738,0.351909908,0.7109663,0.333333333,0.461570582
0.009365768,0.204476042,0.73528597,0.426477137,0.349009778,0.119273034,0.502719534,1,0.485835692
0.014420182,0.489835451,0.734788927,0.869870862,0.420151694,0.235272197,0.391266798,0.666666667,0.705316087
0.789788763,0.901258668,0.811248579,0.021544758,0.135575246,0.155306098,0.877925259,1,0.248424768
0.333554351,0.386985897,0.209067189,0.848463197,0.199932504,0.708526815,0.882003237,0.333333333,0.815418385
0.33402639,0.357827323,0.955210103,0.81983959,0.090034179,0.04542024,0.880399775,1,0.084933494
0.261030404,0.284464361,0.979409209,0.614008596,0.143084212,0.138157967,0.416626889,0.333333333,0.300400243
0.943362356,0.106991778,0.756848846,0.039920345,0.136519964,0.201311246,0.169167819,0.666666667,0.490155971
0.290473819,0.808632666,0.793732055,0.743421244,0.180852784,0.205605169,0.92969113,0.333333333,0.464230558
0.281852112,0.186791087,0.563782049,0.369117846,0.01555566,0.037596144,0.451979243,1,0.005384768
0.900650853,0.81814518,0.057469,0.044400414,0.078655594,0.040686995,0.903867464,0.333333333,0.120123949
0.288500657,0.790935711,0.209349213,0.599895929,0.042917629,0.162735515,0.764336691,0,0.218402195
0.938967995,0.810938791,0.58908525,0.728646123,0.330207086,0.162976655,0.619477981,0.666666667,0.581407843
0.488378047,0.843615555,0.717023381,0.997808499,0.082287166,0.144317734,0.340194172,1,0.200547701
0.531885615,0.265660346,0.611651214,0.638526391,0.095441581,0.122398218,0.229740557,1,0.230738548
0.250421535,0.443493949,0.078076793,0.127088055,0.242213982,0.055072108,0.89500027,0,0.398213553
0.212298408,0.524963348,0.847634744,0.311938678,0.10501771,0.103313824,0.585427447,0.666666667,0.139960337
0.9914653,0.35704428,0.313875307,0.721368137,0.008268853,0.147858824,0.680984218,0,0.163663287
0.66061117,0.373413164,0.608474937,0.146164122,0.138929589,0.052470444,0.347469547,0,0.221906033
0.600601249,0.259924036,0.326516407,0.71078789,0.008070222,0.025347498,0.621317463,1,0.004204357
0.121046926,0.035800933,0.958771413,0.968975748,0.088789647,0.029834751,0.575262666,0.666666667,0.05400972
0.061188017,0.455689607,0.791027819,0.146272196,0.143679499,0.012905017,0.808017518,1,0.041333079
0.958802622,0.870882028,0.637599471,0.298733633,0.024580967,0.010502411,0.540379179,0.333333333,0.005973104
0.639692455,0.667698056,0.813541778,0.993917834,0.194098757,0.061338884,0.428246956,0.333333333,0.30013973
0.87768397,0.247668374,0.35562694,0.527379255,0.156920557,0.409404265,0.84050481,0.666666667,0.573399247
0.790874852,0.797552068,0.811482599,0.909578061,0.025614717,0.004912524,0.629712615,0.666666667,0.005054452
0.736615402,0.150260114,0.498027328,0.913119487,0.024401826,0.115497712,0.514690987,0.666666667,0.129220717
0.693602875,0.247392359,0.634383191,0.680188929,0.132137896,0.265519147,0.840186234,0,0.530117929
0.95877862,0.388956004,0.59782101,0.741364835,0.040307825,0.070957665,0.264403899,0.666666667,0.06984368
0.698157249,0.20129087,0.453536458,0.445931463,0.046324988,0.214739919,0.908264018,1,0.332393492
0.832756286,0.263802245,0.914272542,0.053276494,0.017648607,0.31850863,0.719110613,1,0.453522099
0.29537122,0.759215998,0.18460206,0.84021855,0.070070803,0.054056806,0.929943027,0.666666667,0.053901277
0.925758912,0.03389283,0.280727423,0.70646693,0.035497931,0.085340655,0.870193717,1,0.054008474
0.590898454,0.778508039,0.526999849,0.676960718,0.118568951,0.051990556,0.622317642,1,0.078344633
0.568466614,0.146001884,0.095813336,0.095650521,0.092189667,0.052509831,0.710307981,0,0.107045944
0.875320776,0.445816074,0.574732002,0.363112732,0.052034864,0.001627973,0.835974899,0.333333333,0.015474975
0.00573447,0.665436934,0.392801174,0.321515238,0.02086999,0.319286363,0.958267669,1,0.394939066
0.991261283,0.601194465,0.525967759,0.10255425,0.142471792,0.131195499,0.792770347,1,0.330770583
0.242934921,0.253309679,0.780591911,0.920167315,0.000901565,0.205311907,0.260618036,1,0.127117915
0.366607062,0.876918354,0.273688811,0.608659932,0.028036999,0.158964876,0.458579365,0,0.166254707
0.412483824,0.948407214,0.353490754,0.01668643,0.002808874,0.028298692,0.241658032,1,0.00407971
0.03817113,0.080665356,0.115277029,0.937961504,0.032351139,0.041499196,0.490495126,0.666666667,0.033975143
0.796359301,0.400317617,0.653000811,0.175819436,0.121741627,0.030255272,0.814283189,0,0.055038061
0.837096642,0.269695564,0.327101458,0.239198851,0.035603491,0.013401516,0.780193495,0.333333333,0.01363144
0.608946934,0.687632132,0.525674734,0.442140866,0.194750257,0.070119083,0.774668697,0.666666667,0.332867152
0.770324167,0.919683663,0.81574797,0.783811911,0.183581209,0.043437481,0.944786951,0.333333333,0.184991705
0.98878208,0.417493545,0.400072806,0.222068117,0.094584381,0.223317994,0.420233883,1,0.395502472
0.85755832,0.526515432,0.309911962,0.486695386,0.019961424,0.116841149,0.3028023,0,0.196428104
0.10951798,0.582883476,0.167753595,0.782724166,0.005947957,0.112338498,0.472694059,1,0.061524712
0.395997472,0.417386539,0.945817286,0.081643926,0.05106682,0.081397845,0.247751185,1,0.098435301
0.633824974,0.108747872,0.207059014,0.590403426,0.024892664,0.037953761,0.954465931,0.333333333,0.019562164
0.248446373,0.640135567,0.959622487,0.355927811,0.002384212,0.13124833,0.050366679,0.666666667,0.163157219
0.669827926,0.157879525,0.166624496,0.246345747,0.009748606,0.077217164,0.525021935,0,0.142576686
0.741111771,0.876551334,0.02126885,0.037432641,0.104696319,0.172525523,0.72872609,0.333333333,0.343986947
0.497353783,0.54277031,0.887270193,0.124216088,0.098760278,0.026347773,0.631650528,0,0.064999882
0.737061439,0.038724091,0.608557945,0.557054582,0.039625289,0.048278913,0.472137345,0,0.046036026
0.401844951,0.605906719,0.216048796,0.246079565,0.063045909,0.139387926,0.502770337,0,0.279619028
0.947356683,0.243673158,0.53367643,0.304325463,0.027027855,0.031673204,0.543014571,0,0.024171625
0.724500409,0.174838441,0.589295269,0.361198421,0.086896274,0.022449674,0.703835924,0.333333333,0.064698235
0.319738219,0.754767757,0.33804341,0.332933059,0.079757978,0.051173941,0.772304253,0,0.057178257
0.393727286,0.34148544,0.455192602,0.234657741,0.04544399,0.100764519,0.316934986,0.333333333,0.089151563
0.144902882,0.503912211,0.550408886,0.703413838,0.061919862,0.077255945,0.721747064,1,0.107090817
0.620986921,0.923913891,0.963577831,0.300340733,0.094000606,0.228141131,0.441961578,0.333333333,0.41790535
0.261263424,0.920615713,0.013716193,0.421003387,0.06570772,0.010887487,0.898878212,0.333333333,0.005463296
0.907213391,0.062247361,0.976739976,0.176282754,0.224326688,0.151788425,0.576753938,1,0.379459105
0.269862129,0.843809566,0.055069791,0.135934115,0.131165577,0.064994091,0.617797257,0.666666667,0.173959163
0.45500031,0.970345399,0.48816047,0.610999535,0.102470447,0.233844798,0.566808244,0,0.384602057
0.798866507,0.614431179,0.136109842,0.94762012,0.14529965,0.030821447,0.256734802,0.333333333,0.230226248
0.03877718,1,0.885376028,0.337395116,0.147065012,0.042169954,0.49907973,0,0.143125135
0.389459936,0.751455579,0.050412386,0.16610278,0.201581905,0.116903514,0.655184895,0,0.323531062
0.642264666,0.542725307,0.733052776,0.947394966,0.038687102,0.171328954,0.2395095,0,0.239473838
0.599688174,0.175346469,0.009753849,0.802207512,0.030302557,0.004016631,0.633612784,1,0
0.044471647,0.936784586,0.98091534,0.044329366,0.138059699,0.038135466,0.911320649,0.333333333,0.15898901
0.326671787,0.002085113,0.36379765,0.540375157,0.08558607,0.100433452,0.663885922,0.333333333,0.179462346
0.786862523,0.227846304,0.56011873,0.213083963,0.034789814,0.127648581,0.704454024,0.333333333,0.141998322
0.904662182,0.70777522,0.093636146,0.073919635,0.206874087,0.000962033,0.870812876,1,0.176551829
0.056570639,0.520989133,0.224880565,0.98192662,0.121218374,0.19941555,0.851213603,1,0.247468723
0.030684516,0.713354521,0.97080646,0.238170147,0.04339295,0.01599287,0.527992837,0.333333333,0.013496821
0.326605782,0.757013879,0.376074719,0.186507758,0.019091332,0.038288129,0.551798152,0.666666667,0.018966349
