@relation dataset_2213_cpu_small-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute lread numeric
@attribute lwrite numeric
@attribute scall numeric
@attribute sread numeric
@attribute swrite numeric
@attribute fork numeric
@attribute exec numeric
@attribute rchar numeric
@attribute wchar numeric
@attribute runqsz numeric
@attribute freemem numeric
@attribute freeswap numeric
@attribute usr numeric

@data
0.012466,0.022609,0.102552,0.017508,0.015232,0.019881,0.006716,0.016409,0.04594,0.000496,0.013197,0.766455,0.969697
0.000542,0.001739,0.005572,0.00113,0.001101,0.00994,0.003358,0.002669,0.002058,0,0.612011,0.831645,0.989899
0.000542,0,0.05168,0.014119,0.024041,0.029821,0.010074,0.114631,0.01442,0.00078,0.085951,0.765267,0.959596
0.00271,0.001739,0.120074,0.033133,0.018352,0.00994,0.003358,0.323946,0.043317,0.001205,0.020715,0.592415,0.818182
0.000542,0.001739,0.099564,0.027673,0.013213,0.00994,0.003358,0.029679,0.010023,0.000425,0.030655,0.440603,0.939394
0.025474,0.076522,0.11103,0.013366,0.011745,0.029821,0.010074,0.010278,0.014641,0.000709,0.896592,0.616311,0.959596
0.014092,0.05913,0.234012,0.020143,0.033584,0.00994,0.003358,0.004949,0.016672,0.000425,0.014116,0.760228,0.939394
0.003794,0.012174,0.279635,0.044239,0.033401,0.039761,0.036938,0.177325,0.142949,0.001843,0.166138,0.731457,0.838384
0.000542,0,0.105136,0.057982,0.025326,0.00994,0.003358,0.002498,0.01413,0.000354,0.006682,0.4714,0.929293
0.001626,0,0.026486,0.006024,0.004037,0.099404,0.03358,0.023411,0.009814,0.000709,0.008102,0.795236,0.848485
0.00542,0.013913,0.12823,0.028803,0.021472,0.00994,0.003358,0.145246,0.048244,0.00085,0.388991,0.74503,0.929293
0.00271,0,0.039163,0.019014,0.011011,0.099404,0.03358,0.018358,0.008207,0.000354,0.100902,0.787849,0.888889
0.033604,0.133913,0.224725,0.029744,0.017067,0.168986,0.083949,0.062645,0.02464,0.000886,0.016956,0.454422,0.808081
0.007046,0.005217,0.162387,0.051017,0.037989,0.039761,0.036938,0.024522,0.016379,0.000425,0.254761,0.774631,0.89899
0.003252,0.005217,0.017038,0.002824,0.012846,0.029821,0.01679,0.009235,0.063729,0.000354,0.540094,0.760327,0.979798
0.000542,0,0.093911,0.02372,0.016333,0.029821,0.020148,0.104639,0.014657,0,0.09564,0.504566,0.919192
0,0,0.062823,0.02052,0.008075,0.00994,0.003358,0.052276,0.068677,0.000921,0.109756,0.782803,0.969697
0.034688,0.146087,0.539002,0.051393,0.043494,0.109344,0.03358,0.14252,0.151148,0.000354,0.007016,0.447083,0.757576
0.001626,0.001739,0.293605,0.02805,0.031749,0.00994,0.003358,0.006816,0.05596,0,0.052539,0.473064,0.919192
0.00271,0.001739,0.066134,0.024473,0.006423,0.079523,0.03358,0.134402,0.013112,0.000213,0.630805,0.837978,0.939394
0.001084,0.003478,0.174015,0.023532,0.017801,0.00994,0.003358,0.002192,0.010613,0.000425,0.25568,0.761275,0.959596
0.00271,0.003478,0.364018,0.085467,0.038539,0.059642,0.020148,0.048448,0.081401,0.000709,0.153608,0.446562,0.848485
0.003252,0.005217,0.194202,0.029179,0.024408,0.089463,0.050369,0.085699,0.102825,0.001347,0.126128,0.720184,0.888889
0.00542,0.010435,0.255168,0.039533,0.024959,0.129225,0.117529,0.023911,0.022899,0.000496,0.049449,0.68482,0.818182
0.050949,0.09913,0.228359,0.047628,0.037989,0.198807,0.104097,0.071518,0.050813,0.000496,0.040595,0.587593,0.828283
0.001626,0,0.074855,0.020896,0.003854,0.099404,0.047011,0.09147,0.00872,0.000142,0.079018,0.785831,0.89899
0.048238,0.092174,0.197755,0.038592,0.033401,0.029821,0.01679,0.08509,0.066397,0.350461,0.002422,0.000006,0
0.001084,0.001739,0.054587,0.007907,0.00679,0.019881,0.023506,0.015461,0.00669,0.000354,0.01871,0.442519,0.969697
0.003252,0.006957,0.241198,0.041416,0.020554,0.039761,0.023506,0.11876,0.042648,0.001984,0.00735,0.706933,0.919192
0.007046,0.010435,0.239018,0.031438,0.015966,0.069583,0.026864,0.051958,0.057636,0.001205,0.208319,0.702954,0.89899
0.02439,0.092174,0.041505,0.003389,0.008075,0.089463,0.030222,0.016457,0.117288,0.000354,0.418978,0.820933,0.888889
0.039024,0.081739,0.254441,0.060429,0.028262,0.477137,0.144392,0.072191,0.047126,0,0.008186,0.473517,0.707071
0.001626,0,0.072594,0.012425,0.00936,0.109344,0.060275,0.021125,0.007191,0.000425,0.01303,0.444633,0.949495
0.00542,0.001739,0.307494,0.091114,0.160763,0.416501,0.060275,0.113342,0.072594,0.000354,0.01587,0.803762,0.656566
0.02981,0.130435,0.234254,0.062312,0.02606,0.178926,0.067159,0.089414,0.072001,0.000354,0.008102,0.478367,0.818182
0.017344,0.08,0.153989,0.027673,0.02294,0.029821,0.026864,0.009126,0.009423,0,0.018126,0.457531,0.939394
0.010298,0.048696,0.030604,0.024849,0.004955,0.00994,0.003358,0.070488,0.088042,0.000425,0.453224,0.810427,0.989899
0,0,0.006541,0.002447,0.003854,0.00994,0.003358,0.000068,0.005534,0.000213,0.610842,0.83332,0.989899
0,0,0.203973,0.025414,0.027344,0.00994,0.003358,0.002187,0.009954,0.000354,0.018794,0.760459,0.959596
0.008672,0.01913,0.142119,0.032191,0.01982,0.079523,0.053727,0.013297,0.030976,0.000177,0.007016,0.440572,0.868687
0.000542,0.001739,0.00646,0.000753,0.001101,0.00994,0.003358,0.002662,0.003368,0,0.634397,0.833592,0.989899
0.006504,0.027826,0.024548,0.002447,0.000734,0.00994,0.003358,0.003186,0.000536,0.000142,0.380221,0.81505,0.989899
0.01084,0.024348,0.166667,0.085467,0.043861,0.069583,0.036938,0.247875,0.312318,0.263643,0.003007,0.000003,0
0.00813,0.038261,0.117248,0.014872,0.014682,0.00994,0.003358,0.011718,0.033554,0.000213,0.349232,0.793524,0.89899
0.000542,0,0.031734,0.007718,0.008442,0.00994,0.003358,0.001685,0.01405,0.000177,0.027063,0.486444,0.969697
0.000542,0,0.216651,0.076242,0.043678,0.029821,0.03358,0.072086,0.023565,0,0.052205,0.499699,0.838384
0.023306,0.104348,0.240229,0.048005,0.027161,0.069583,0.063801,0.008239,0.03377,0.000567,0.018293,0.68553,0.909091
0.003252,0.003478,0.087855,0.020143,0.023124,0.029821,0.010074,0.032746,0.046831,0.000425,0.082609,0.688654,0.959596
0.001084,0.001739,0.018007,0.009036,0.004221,0.00994,0.003358,0.034975,0.002603,0,0.044521,0.774069,0.989899
0.001084,0,0.199935,0.037086,0.025326,0.029821,0.010074,0.130355,0.069573,0,0.033077,0.471335,0.868687
0.02168,0.066087,0.207122,0.046122,0.019637,0.26839,0.271995,0.181441,0.009772,0.000354,0.006599,0.491664,0.727273
0.001084,0,0.230136,0.068901,0.044595,0.069583,0.023506,0.374721,0.088133,0,0.008102,0.461238,0.828283
0.015718,0.067826,0.010497,0.004895,0.00312,0.019881,0.013432,0.000371,0.002916,0.000071,0.583278,0.824236,0.959596
0.003794,0.010435,0.311773,0.067959,0.02973,0.069583,0.053727,0.229654,0.03754,0.00085,0.03007,0.488377,0.828283
0.004878,0.001739,0.130087,0.021461,0.022022,0.049702,0.046844,0.116765,0.046488,0.000354,0.043769,0.474491,0.919192
0.001626,0.005217,0.158349,0.032003,0.020371,0.029821,0.01679,0.007712,0.014122,0.000461,0.037087,0.498985,0.919192
0.000542,0,0.05927,0.014495,0.008992,0.019881,0.010074,0.029091,0.011203,0.001063,0.047611,0.460389,0.969697
0.031978,0.078261,0.112565,0.020143,0.012663,0.089463,0.030222,0.127454,0.014205,0.000283,0.037087,0.492576,0.868687
0.004336,0.001739,0.154716,0.05817,0.044412,0.318091,0.040296,0.163067,0.014513,0.000354,0.439526,0.829279,0.848485
0.064499,0,0.215116,0.053276,0.018719,0.656064,0.651444,0.041367,0.021315,0.000177,0.063983,0.484174,0.565657
0,0,0.023983,0.005648,0.007708,0.00994,0.003358,0.01146,0.021164,0.000071,0.149014,0.78942,0.888889
0.010298,0.029565,0.42458,0.069277,0.046063,0.059642,0.01679,0.142163,0.0536,0.000106,0.007518,0.447056,0.737374
0,0,0.163033,0.037651,0.023858,0.019881,0.006716,0.065133,0.022856,0.000106,0.021634,0.454131,0.89899
0.001084,0.001739,0.085594,0.028426,0.011195,0.049702,0.023506,0.052421,0.005837,0.000567,0.120782,0.765436,0.929293
0.001084,0.001739,0.061935,0.004518,0.004037,0.00994,0.003358,0.008248,0.021998,0,0.380388,0.815101,0.969697
0.000542,0.001739,0.168605,0.043486,0.023491,0.029821,0.010074,0.053231,0.058596,0.000354,0.177999,0.448528,0.878788
0.001084,0.001739,0.105862,0.018449,0.012846,0.00994,0.003358,0.003321,0.012263,0.000532,0.010274,0.483942,0.969697
0.003252,0.001739,0.315811,0.09262,0.02918,0.029821,0.010074,0.048466,0.101374,0,0.03291,0.450791,0.878788
0.003794,0.010435,0.1401,0.018261,0.012112,0.00994,0.003358,0.011442,0.013666,0.054571,0.003341,0.000001,0
0.005962,0.003478,0.190084,0.020143,0.023491,0.00994,0.006716,0.069324,0.066525,0.000461,0.022636,0.47486,0.939394
0.004336,0.001739,0.256621,0.065136,0.035052,0.328032,0.32908,0.016175,0.030283,0.000177,0.006432,0.49689,0.747475
0.020054,0.027826,0.287225,0.116905,0.045513,0.208748,0.073875,0.233995,0.047474,0.000177,0.013114,0.44065,0.727273
0.001084,0.001739,0.107154,0.016378,0.01358,0.00994,0.003358,0.113791,0.025762,0.052091,0.003091,0.000003,0
0.021138,0.097391,0.166021,0.031815,0.033217,0.00994,0.003358,0.0023,0.020686,0.000709,0.012362,0.455387,0.929293
0,0,0.125969,0.012048,0.009543,0.00994,0.003358,0.00065,0.002513,0.000425,0.238724,0.630052,0.969697
0.01084,0.027826,0.235788,0.073042,0.045146,0.029821,0.006716,0.08049,0.035489,0.000992,0.009439,0.622584,0.909091
0.022764,0,0.246851,0.032568,0.019637,0.586481,0.601075,0.042955,0.014968,0.000709,0.036669,0.49323,0.626263
0,0,0.06678,0.013931,0.006974,0.00994,0.003358,0.000691,0.007236,0,0.053458,0.774856,0.979798
0.006504,0.017391,0.204619,0.023532,0.028262,0.019881,0.030222,0.034037,0.031807,0.167257,0.002923,0.000004,0
0.003794,0,0.192426,0.029367,0.019637,0.089463,0.060443,0.037399,0.015452,0.000425,0.066321,0.474885,0.929293
0.001084,0,0.192345,0.059488,0.023491,0.079523,0.006716,0.445564,0.048731,0.000709,0.033411,0.781567,0.838384
0.00271,0,0.143492,0.027108,0.006607,0.139165,0.057085,0.083056,0.010618,0.000921,0.006933,0.471606,0.878788
0.003252,0.006957,0.50323,0.031815,0.027161,0.069583,0.030222,0.010625,0.003349,0.000425,0.049449,0.645468,0.858586
0.003794,0,0.212532,0.054593,0.043861,0.248012,0.036938,0.069981,0.008805,0.00163,0.020966,0.763409,0.828283
0.005962,0.027826,0.004199,0.000753,0.002019,0.00994,0.003358,0.003305,0.004951,0,0.605663,0.835094,0.979798
0.112737,0.387826,0.320898,0.057041,0.035052,0.27833,0.288784,0.310059,0.076675,0.00078,0.009773,0.488526,0.666667
0.068293,0.052174,0.12823,0.04744,0.040558,0.019881,0.006716,0.036404,0.069915,0,0.006265,0.435041,0.89899
0,0,0.001292,0.000565,0.000551,0.00994,0.003358,0.000061,0.001487,0,0.020297,0.782761,0.989899
0.000542,0,0.096253,0.019578,0.018536,0.019881,0.003358,0.002727,0.017909,0.000567,0.029151,0.469733,0.929293
0.000542,0.001739,0.242975,0.05177,0.103322,0.019881,0.030222,0.01357,0.060977,0.000567,0.130555,0.761542,0.888889
0.001626,0,0.094073,0.025038,0.013397,0.029821,0.010074,0.086322,0.014027,0.001559,0.012112,0.459988,0.919192
0.056911,0.102609,0.303214,0.05817,0.045146,0.666004,0.554063,0.1163,0.027332,0,0.016539,0.487611,0.585859
0.000542,0.001739,0.580588,0.056288,0.032667,0.00994,0.003358,0.034586,0.025789,0.001063,0.022887,0.445255,0.828283
0,0,0.033511,0.007342,0.024408,0.029821,0.013432,0.036474,0.091993,0.000071,0.020214,0.782977,0.959596
0.001626,0.001739,0.047238,0.018637,0.004037,0.119284,0.040296,0.18547,0.006642,0.000496,0.928834,0.834077,0.868687
0.02981,0.125217,0.195736,0.022402,0.0167,0.019881,0.006716,0.006901,0.006961,0.001063,0.05304,0.732097,0.939394
0.00271,0.001739,0.223676,0.057041,0.074693,0.129225,0.070517,0.044951,0.028084,0.001205,0.139242,0.757036,0.878788
0,0,0.156492,0.033133,0.016884,0.00994,0.003358,0.023683,0.022583,0,0.011193,0.502706,0.939394
0.00813,0.02087,0.210594,0.048381,0.031015,0.029821,0.006716,0.076573,0.045389,0.001772,0.051955,0.588686,0.909091
0.004878,0,0.196948,0.03012,0.017434,0.109344,0.077233,0.040548,0.014002,0.000992,0.010274,0.496087,0.888889
0.015718,0.033043,0.202842,0.05497,0.024041,0.069583,0.030222,0.173239,0.227986,0.001134,0.080772,0.599125,0.929293
0.001084,0,0.026567,0.007907,0.007891,0.079523,0.026864,0.028614,0.017573,0.000425,0.14158,0.790461,0.858586
0,0,0.008559,0.001506,0.001468,0.00994,0.003358,0.000581,0.00142,0,0.627297,0.835409,1
0.02439,0.106087,0.07001,0.016002,0.007157,0.049702,0.043653,0.014316,0.00965,0.000709,0.013197,0.432136,0.929293
0.001084,0.001739,0.044412,0.012613,0.005873,0.019881,0.006716,0.051443,0.015916,0,0.007267,0.455706,0.959596
0.00542,0,0.26397,0.063065,0.049734,0.408549,0.309604,0.104961,0.068547,0,0.023889,0.481196,0.707071
0.001084,0,0.03989,0.020331,0.010828,0.089463,0.023506,0.154177,0.152469,0.000496,0.293852,0.812149,0.909091
0,0,0.112807,0.020331,0.007891,0.00994,0.003358,0.001765,0.009379,0,0.043769,0.773365,0.969697
0,0,0.343831,0.031062,0.025326,0.019881,0.010074,0.007356,0.00835,0.000425,0.035416,0.615462,0.919192
0.014634,0.013913,0.312016,0.051958,0.026427,0.208748,0.077233,0.201142,0.106233,0.000283,0.018209,0.452039,0.747475
0.120325,0.368696,0.532703,0.107116,0.073041,0.208748,0.03358,0.133435,0.087641,0.001417,0.013281,0.593791,0.727273
0.000542,0.001739,0.053537,0.011295,0.007524,0.00994,0.003358,0.001267,0.011639,0,0.032242,0.455206,0.959596
0,0,0.052568,0.014307,0.007524,0.00994,0.003358,0.00061,0.004437,0.000354,0.049783,0.784808,0.919192
0.00271,0.001739,0.059835,0.00866,0.002753,0.079523,0.026864,0.058529,0.009031,0.000142,0.68869,0.829861,0.909091
0.000542,0.001739,0.006298,0.001318,0.002019,0.00994,0.003358,0.00266,0.001409,0,0.507601,0.827722,0.989899
0.015718,0.066087,0.030443,0.008283,0.007157,0.109344,0.036938,0.049379,0.033373,0.000567,0.897928,0.83399,0.868687
0.015176,0.017391,0.430959,0.038404,0.018903,0.198807,0.154466,0.068331,0.016444,0.001063,0.676495,0.626575,0.757576
0.000542,0,0.267442,0.046498,0.022206,0.039761,0.03358,0.033575,0.01235,0.000425,0.008269,0.490004,0.888889
0.010298,0,0.287548,0.091303,0.078363,0.427435,0.040296,0.11572,0.040932,0.000709,0.157033,0.681574,0.767677
0.001084,0.003478,0.012274,0.002636,0.003303,0.029821,0.010074,0.00344,0.00195,0,0.612763,0.831822,0.989899
0.000542,0,0.012597,0.013931,0.004588,0.019881,0.006716,0.042701,0.005742,0.000425,0.345139,0.820507,0.979798
0.009756,0.005217,0.181605,0.041039,0.027161,0.089463,0.030222,0.052222,0.012356,0.000177,0.154193,0.487174,0.868687
0.036314,0.003478,0.343911,0.044239,0.037255,0.606362,0.564137,0.050932,0.027951,0.000142,0.01871,0.488103,0.606061
0.005962,0.005217,0.466812,0.07756,0.052303,0.049702,0.057085,0.094553,0.052442,0.001559,0.09305,0.594448,0.848485
0.028184,0.06087,0.364826,0.056099,0.046981,0.139165,0.134318,0.105086,0.109206,0.00085,0.077765,0.624629,0.767677
0.00542,0.005217,0.122739,0.013366,0.009543,0.318588,0.31632,0.029933,0.008662,0.000354,0.010274,0.493923,0.777778
0.000542,0,0.028424,0.009036,0.002019,0.00994,0.003358,0.00691,0.00392,0,0.043769,0.781393,0.979798
0.000542,0,0.089713,0.006777,0.007891,0.049702,0.01679,0.003133,0.006517,0.00078,0.021634,0.763044,0.979798
0,0,0.076793,0.020143,0.008442,0.00994,0.003358,0.071469,0.009927,0,0.014116,0.450795,0.969697
0.014634,0.06087,0.065649,0.022214,0.013948,0.059642,0.01679,0.012518,0.021457,0,0.014701,0.487409,0.919192
0.093225,0.015652,0.225291,0.024285,0.015966,0.258449,0.080591,0.216385,0.049893,0.00085,0.105914,0.687912,0.848485
0.00271,0.006957,0.318314,0.038404,0.030464,0.029821,0.020148,0.00933,0.026438,0.000177,0.054711,0.441696,0.919192
0.009756,0.024348,0.169897,0.048758,0.032667,0.029821,0.010074,0.053363,0.06179,0.000354,0.011276,0.475134,0.888889
0.00271,0,0.036822,0.015625,0.004588,0.119284,0.050369,0.018282,0.004876,0.000071,0.640829,0.83801,0.929293
0.028184,0.109565,0.165536,0.027861,0.026427,0.119284,0.013432,0.03264,0.022863,0.002055,0.018209,0.677471,0.909091
0.000542,0.001739,0.032542,0.007718,0.00679,0.019881,0.006716,0.036438,0.012444,0,0.034247,0.43785,0.979798
0.00271,0,0.293524,0.03125,0.020187,0.029821,0.03358,0.069122,0.015001,0,0.008938,0.4521,0.838384
0.005962,0.003478,0.293524,0.035956,0.021839,0.129225,0.053727,0.148949,0.037825,0.001347,0.277982,0.691723,0.868687
0.000542,0,0.040778,0.022779,0.015416,0.00994,0.003358,0.01344,0.011476,0.000496,0.06699,0.759969,0.939394
0.000542,0,0.126292,0.013742,0.008625,0.039761,0.013432,0.028971,0.0184,0,0.006682,0.476186,0.939394
0,0,0.016796,0.014119,0.007524,0.00994,0.003358,0.103624,0.147233,0.000425,0.311059,0.807778,0.939394
0.001626,0.001739,0.345284,0.071348,0.035603,0.049702,0.01679,0.228675,0.073995,0.000071,0.0142,0.438225,0.838384
0.005962,0,0.253714,0.090173,0.072674,0.477137,0.067159,0.107826,0.011062,0.000283,0.535332,0.824287,0.717172
0.001626,0.005217,0.247901,0.044428,0.020921,0.039761,0.023506,0.160863,0.021444,0.000106,0.030989,0.448992,0.909091
0.000542,0.001739,0.008721,0.000941,0.001835,0.00994,0.003358,0.003543,0.029426,0,0.584948,0.826084,0.989899
0.034146,0.135652,0.128634,0.031815,0.013397,0.069583,0.050369,0.026735,0.01422,0.000106,0.066071,0.478705,0.919192
0.009756,0.036522,0.039163,0.007907,0.008442,0.049702,0.023506,0.047882,0.073059,0.000142,0.536502,0.823331,0.909091
0.026558,0,0.419977,0.050828,0.031015,0.667495,0.531565,0.095675,0.013929,0.000532,0.018126,0.494266,0.555556
0.001626,0,0.160045,0.019014,0.07873,0.109344,0.036938,0.063362,0.051989,0.000425,0.300869,0.811994,0.808081
0.003252,0.001739,0.193475,0.030873,0.027895,0.029821,0.010074,0.165097,0.062028,0.001559,0.24858,0.686845,0.888889
0.006504,0.001739,0.084302,0.013178,0.00679,0.427435,0.201478,0.035898,0.040553,0.000142,0.381473,0.824343,0.79798
0.001626,0,0.113453,0.009789,0.008075,0.049702,0.01679,0.017189,0.014015,0,0.01278,0.446331,0.949495
0,0,0.020833,0.008848,0.00679,0.00994,0.003358,0.002828,0.005505,0,0.087371,0.775762,0.959596
0.000542,0,0.027051,0.009036,0.010828,0.00994,0.003358,0.023169,0.02872,0.00078,0.037588,0.75962,0.949495
0.00542,0.003478,0.111515,0.051393,0.040741,0.079523,0.023506,0.06673,0.01289,0,0.052873,0.433048,0.89899
0,0,0.054506,0.009413,0.004404,0.029821,0.013432,0.001468,0.00286,0,0.105496,0.776948,0.959596
0.001084,0.003478,0.166021,0.021273,0.019086,0,0.003358,0.015078,0.017799,0,0.070581,0.495977,0.939394
0.015176,0,0.115068,0.031062,0.020554,0.35835,0.329752,0.166183,0.015051,0.000142,0.025393,0.486361,0.79798
0.031978,0,0.485546,0.063818,0.014682,0.753976,0.837811,0.188506,0.018212,0.00078,0.010859,0.483052,0.575758
0.01897,0.092174,0.094719,0.01186,0.010461,0.039761,0.114171,0.019265,0.012306,0.000425,0.046692,0.783053,0.939394
0.02981,0.076522,0.11418,0.039157,0.023124,0.318091,0.322364,0.154357,0.015585,0.000709,0.012529,0.485495,0.777778
0.01084,0.010435,0.241441,0.030873,0.017801,0.337475,0.321692,0.090233,0.019639,0.000213,0.020464,0.4789,0.747475
0.01355,0.013913,0.326389,0.048005,0.028079,0.138668,0.073707,0.152803,0.016258,0.000177,0.016873,0.453498,0.676768
0.023306,0.092174,0.731831,0.315889,0.273812,0.308151,0.060443,0.521786,0.625253,0.000248,0.046776,0.487971,0.59596
0.014092,0.064348,0.560158,0.037462,0.045513,0.019881,0.006716,0.041045,0.099206,0.000354,0.02272,0.452,0.848485
0.000542,0,0.099645,0.027861,0.022756,0.039761,0.006716,0.114666,0.077487,0.000496,0.013615,0.775736,0.818182
0.001084,0,0.419251,0.061182,0.041292,0.00994,0.003358,0.136248,0.166131,0.659461,0.002172,0.000008,0
0.015718,0.041739,0.126938,0.026167,0.015416,0.198807,0.073875,0.034201,0.017208,0.000709,0.009773,0.445682,0.868687
0.00542,0.008696,0.32332,0.040663,0.027344,0.188867,0.050369,0.049988,0.020135,0.000213,0.069495,0.438096,0.848485
0.015176,0.022609,0.417474,0.070971,0.051936,0.059642,0.020148,0.09492,0.072907,0.001843,0.068577,0.583744,0.848485
0.001626,0.001739,0.168685,0.03012,0.024041,0.039761,0.010074,0.013192,0.053304,0.000177,0.170481,0.47834,0.919192
0.002168,0.001739,0.060885,0.041416,0.01303,0.089463,0.03358,0.179812,0.122431,0.000921,0.581356,0.818274,0.878788
0.000542,0.001739,0.009528,0.000753,0.001468,0.019881,0.01679,0.002662,0.012044,0.000071,0.62429,0.837273,0.969697
0.015718,0.066087,0.017684,0.003389,0.002019,0.029821,0.013432,0.019474,0.003864,0.000425,0.282325,0.81104,0.969697
0.006504,0.005217,0.256218,0.054782,0.031198,0.248509,0.110813,0.062056,0.037387,0.000142,0.010692,0.492538,0.767677
0.000542,0,0.159399,0.03125,0.02294,0.049702,0.020148,0.008466,0.010876,0.000709,0.023304,0.48687,0.89899
0,0,0.252099,0.019955,0.0167,0.00994,0.003358,0.013152,0.011831,0.000283,0.031073,0.781948,0.888889
0.00271,0.001739,0.055879,0.021084,0.021655,0.00994,0.003358,0.002101,0.043173,0.000354,0.03291,0.476349,0.949495
0.000542,0.001739,0.378311,0.049322,0.023491,0.00994,0.003358,0.084534,0.123575,0.00085,0.307802,0.600434,0.919192
0,0,0.015665,0.013178,0.010094,0.00994,0.003358,0.000297,0.003775,0,0.107668,0.785424,0.989899
0.002168,0.001739,0.20155,0.020331,0.009543,0.019881,0.006716,0.011891,0.023483,0.000248,0.079435,0.480506,0.959596
0.000542,0.001739,0.003472,0.000377,0.001101,0.00994,0.003358,0.002658,0.001476,0.000071,0.534581,0.834296,1
0.002168,0.003478,0.179506,0.03125,0.020554,0.039761,0.043653,0.07055,0.031687,0.000177,0.015286,0.482717,0.868687
0.004878,0.001739,0.153828,0.03558,0.014865,0.168489,0.070349,0.23541,0.009602,0.000177,0.015202,0.456394,0.858586
0.00271,0.001739,0.152455,0.025414,0.023307,0.079523,0.063801,0.108492,0.02937,0.000177,0.041096,0.465163,0.868687
0.036856,0.116522,0.205103,0.040474,0.033034,0.049702,0.030222,0.14383,0.111147,0,0.046943,0.448462,0.828283
0.009214,0.022609,0.362645,0.079631,0.028629,0.248509,0.268637,0.107959,0.024378,0,0.008353,0.454716,0.767677
0.00271,0.006957,0.113534,0.040098,0.015232,0.00994,0.003358,0.10203,0.132457,0.001134,0.155028,0.71382,0.929293
0.033604,0.137391,0.073724,0.020143,0.01358,0.029821,0.030222,0.03885,0.015777,0,0.010358,0.452798,0.959596
0.007588,0.005217,0.435804,0.074925,0.041659,0.516899,0.157824,0.065674,0.020902,0.000213,0.008102,0.490157,0.666667
0.015176,0.003478,0.380006,0.063441,0.043494,0.318091,0.292142,0.059188,0.026673,0.000921,0.029235,0.491355,0.707071
0.079133,0.062609,0.367006,0.092056,0.061112,0.209245,0.164876,0.244143,0.136575,0,0.009021,0.453862,0.626263
0.003252,0.003478,0.090036,0.023155,0.015599,0.00994,0.003358,0.057179,0.044286,0.000638,0.127297,0.685633,0.949495
0.003252,0.006957,0.122578,0.026732,0.011378,0.049702,0.020148,0.104158,0.011706,0.000283,0.029903,0.439723,0.939394
0.035772,0.012174,0.331234,0.045557,0.027344,0.109344,0.050369,0.174273,0.048549,0.000992,0.039759,0.675716,0.848485
0.019512,0.046957,0.05499,0.016566,0.008625,0.129225,0.053727,0.016483,0.006682,0.000283,0.036418,0.778125,0.838384
0.001084,0.001739,0.280039,0.028991,0.021105,0.019881,0.006716,0.04654,0.026775,0.000496,0.150768,0.68387,0.89899
0.000542,0.001739,0.008398,0.00113,0.00312,0.00994,0.003358,0.003317,0.015023,0,0.634564,0.833592,0.989899
0.004336,0.012174,0.098514,0.029367,0.016517,0.00994,0.003358,0.101342,0.14057,0.062367,0.00284,0.000004,0
0.011924,0.010435,0.133559,0.033886,0.03285,0,0,0.035201,0.081035,0.000638,0.025977,0.681785,0.939394
0.010298,0.027826,0.172481,0.020708,0.01927,0.029821,0.023506,0.011334,0.06193,0.000425,0.066238,0.733092,0.919192
0.01626,0.071304,0.269541,0.05497,0.040191,0.119284,0.036938,0.079985,0.058591,0.000921,0.01136,0.469711,0.848485
0.007046,0.003478,0.219961,0.034262,0.030281,0.139165,0.053727,0.022504,0.054274,0.000071,0.028065,0.473769,0.868687
0.016802,0.003478,0.110707,0.030497,0.024041,0.129225,0.043653,0.048065,0.023891,0.000071,0.006515,0.476177,0.888889
0.004336,0.003478,0.225048,0.040286,0.031932,0.089463,0.013432,0.037138,0.047516,0,0.014784,0.481761,0.888889
0.017344,0.003478,0.166101,0.026544,0.017067,0.387674,0.349228,0.018525,0.01867,0.000921,0.006098,0.493319,0.757576
0.001626,0,0.122335,0.020143,0.018536,0.029821,0.013432,0.003747,0.011985,0.000354,0.093301,0.432911,0.969697
0.004878,0.008696,0.269622,0.054405,0.025876,0.019881,0.006716,0.090323,0.051134,0.000496,0.006348,0.678101,0.909091
0.001084,0.001739,0.360142,0.061747,0.034502,0.00994,0.003358,0.005444,0.04482,0.000354,0.044437,0.480174,0.878788
0.0271,0.097391,0.135497,0.018261,0.008992,0.328529,0.292646,0.114837,0.016559,0.000283,0.025894,0.482948,0.767677
0.014092,0.008696,0.42668,0.133848,0.109745,0.506958,0.100739,0.138729,0.018843,0.073352,0.000752,0.000015,0
0.003794,0.006957,0.121528,0.019955,0.012846,0.019881,0.006716,0.041055,0.032419,0.07477,0.00284,0.000004,0
0.00813,0.024348,0.172723,0.033321,0.015049,0.00994,0.003358,0.103782,0.141867,0.00078,0.266956,0.600556,0.959596
0.010298,0.050435,0.037952,0.013366,0.006423,0.00994,0.003358,0.002086,0.003882,0.000354,0.115854,0.765131,0.969697
0.000542,0,0.156977,0.012613,0.01615,0.019881,0.006716,0.013886,0.01068,0,0.009272,0.469671,0.929293
0.013008,0.038261,0.271964,0.022214,0.024959,0.089463,0.040296,0.027228,0.102263,0,0.022553,0.441097,0.858586
0.001626,0,0.31686,0.032568,0.020187,0.00994,0.003358,0.309902,0.058072,0.000921,0.211828,0.729147,0.949495
0.023848,0.083478,0.188711,0.032568,0.022022,0.069583,0.040296,0.035748,0.044517,0.000354,0.021801,0.454852,0.878788
0.000542,0,0.176518,0.051581,0.032667,0.039761,0.013432,0.070083,0.014762,0.000532,0.07718,0.502852,0.89899
