@relation kin8nm-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute theta1 numeric
@attribute theta2 numeric
@attribute theta3 numeric
@attribute theta4 numeric
@attribute theta5 numeric
@attribute theta6 numeric
@attribute theta7 numeric
@attribute theta8 numeric
@attribute y numeric

@data
0.94512,0.365453,0.100972,0.217146,0.066858,0.832293,0.888735,0.758304,0.70231
0.471723,0.277623,0.611953,0.943038,0.279172,0.944911,0.74686,0.986114,0.109011
0.669874,0.250894,0.156602,0.63388,0.260308,0.273536,0.583042,0.813239,0.582388
0.744873,0.057104,0.533772,0.47708,0.246145,0.142496,0.664764,0.564094,0.549323
0.15286,0.28197,0.255742,0.094879,0.227243,0.271917,0.990224,0.458771,0.74092
0.926615,0.307857,0.686551,0.743759,0.58456,0.92894,0.242046,0.670941,0.472728
0.48335,0.347325,0.85768,0.548643,0.371259,0.916667,0.333655,0.832398,0.243523
0.066307,0.639594,0.843033,0.417122,0.798341,0.68102,0.793871,0.323313,0.207496
0.33026,0.408683,0.697153,0.730656,0.016935,0.098851,0.598921,0.811964,0.569875
0.270263,0.801011,0.031344,0.412988,0.308865,0.901884,0.514931,0.154186,0.550339
0.963825,0.116393,0.451076,0.277947,0.258404,0.281623,0.08674,0.500155,0.316284
0.824217,0.681531,0.453273,0.456522,0.256041,0.020799,0.455602,0.664093,0.477236
0.607786,0.17194,0.37771,0.684819,0.54361,0.392261,0.07482,0.832362,0.582237
0.306721,0.182594,0.4799,0.297953,0.20897,0.068585,0.154157,0.719208,0.552102
0.66686,0.216397,0.87659,0.584022,0.505989,0.340183,0.389936,0.411349,0.449487
0.091444,0.301235,0.642434,0.817685,0.969083,0.013754,0.580506,0.266451,0.728747
0.778139,0.059837,0.428472,0.568055,0.378919,0.002978,0.059305,0.868054,0.299619
0.229758,0.221094,0.578495,0.55537,0.522137,0.945987,0.422146,0.115455,0.340974
0.242555,0.238241,0.866715,0.423628,0.342103,0.344342,0.854636,0.051711,0.220732
0.320079,0.400286,0.694248,0.029423,0.821061,0.897061,0.737942,0.55746,0.54557
0.165169,0.68016,0.210025,0.025482,0.829419,0.247857,0.720423,0.04671,0.808563
0.78678,0.145617,0.362517,0.804355,0.287787,0.654782,0.32533,0.563853,0.562472
0.438561,0.80541,0.139503,0.618254,0.031688,0.222532,0.904165,0.404724,0.180796
0.346222,0.040107,0.170352,0.949183,0.228974,0.12167,0.048294,0.016937,0.819171
0.524167,0.650225,0.617966,0.87356,0.672327,0.33005,0.378384,0.56453,0.616044
0.020388,0.063354,0.210521,0.32487,0.318489,0.736234,0.45532,0.765874,0.586956
0.630292,0.326884,0.691993,0.801538,0.985017,0.869575,0.340694,0.111809,0.08339
0.543393,0.108813,0.308216,0.296334,0.15001,0.399286,0.077637,0.828909,0.511996
0.134947,0.289002,0.558286,0.369092,0.670322,0.116041,0.486158,0.718438,0.568096
0.882783,0.476897,0.238997,0.783904,0.633922,0.734025,0.574355,0.492675,0.435073
0.844206,0.180599,0.258724,0.024042,0.923296,0.74777,0.690247,0.048602,0.600724
0.531985,0.702123,0.793783,0.609448,0.910627,0.703384,0.229269,0.341666,0.465786
0.403187,0.238709,0.999447,0.991695,0.006256,0.886963,0.6133,0.019418,0.345657
0.866662,0.280992,0.378009,0.11998,0.837328,0.5637,0.149493,0.221599,0.61563
0.918936,0.86672,0.497112,0.464428,0.212775,0.7686,0.003731,0.635343,0.467754
0.419042,0.391189,0.148702,0.516073,0.446926,0.716449,0.527296,0.004119,0.460813
0.321257,0.803849,0.768315,0.205791,0.411274,0.415695,0.88099,0.299183,0.467577
0.964228,0.813279,0.975326,0.170447,0.258104,0.841251,0.604322,0.56522,0.356448
0.583992,0.289114,0.007513,0.361262,0.20496,0.473148,0.271472,0.364051,0.477658
0.426148,0.357408,0.937503,0.230585,0.107399,0.21717,0.820284,0.95759,0.385233
0.735638,0.080326,0.351121,0.736449,0.578907,0.01722,0.451132,0.781837,0.606124
0.958826,0.548928,0.619769,0.728532,0.380033,0.245858,0.960509,0.205946,0.22062
0.809794,0.692445,0.512934,0.728755,0.256121,0.065228,0.894935,0.752309,0.37352
0.206513,0.592823,0.040834,0.469902,0.871788,0.923563,0.949265,0.307922,0.271213
0.605702,0.379971,0.929703,0.478771,0.303166,0.554237,0.946556,0.333819,0.189792
0.275811,0.271564,0.274505,0.490944,0.484768,0.769061,0.426663,0.237233,0.620891
0.21172,0.417987,0.010114,0.013336,0.355056,0.454694,0.764857,0.191912,0.653734
0.113247,0.15362,0.662026,0.736096,0.511888,0.140581,0.022541,0.07406,0.613474
0.201107,0.298151,0.691309,0.795958,0.114973,0.092184,0.621528,0.879593,0.635758
0.747466,0.236577,0.812742,0.533752,0.860573,0.873881,0.422057,0.897061,0.272305
0.734995,0.446236,0.618923,0.234249,0.84238,0.757755,0.375019,0.264756,0.531429
0.147444,0.90232,0.29647,0.295153,0.10871,0.474891,0.913731,0.402152,0.489264
0.903873,0.679161,0.147896,0.540288,0.606954,0.516115,0.801089,0.817538,0.596584
0.281254,0.354472,0.218395,0.03821,0.717812,0.196333,0.893918,0.755535,0.866624
0.689419,0.742455,0.024204,0.646768,0.706781,0.886232,0.856227,0.485781,0.398559
0.212347,0.045551,0.445959,0.010942,0.322491,0.28565,0.471053,0.279148,0.44758
0.648636,0.138147,0.460274,0.517119,0.240209,0.681154,0.734871,0.100203,0.425765
0.821594,0.266192,0.039764,0.782615,0.477892,0.35372,0.117144,0.92607,0.599148
0.517842,0.15097,0.952989,0.365885,0.802588,0.464696,0.393067,0.431868,0.428715
0.730331,0.766563,0.604352,0.90615,0.39192,0.197349,0.189753,0.869614,0.576814
0.772623,0.193542,0.410165,0.870091,0.023757,0.958628,0.568926,0.323529,0.384724
0.528134,0.21001,0.910721,0.053328,0.942647,0.764516,0.46745,0.433955,0.405867
0.685732,0.960137,0.247446,0.648343,0.105091,0.086007,0.184392,0.920808,0.758235
0.245028,0.334922,0.261346,0.468649,0.79369,0.082232,0.475523,0.066693,0.824032
0.879667,0.189089,0.864081,0.428324,0.85339,0.654293,0.851612,0.16291,0.262995
0.4701,0.369529,0.415984,0.93309,0.138037,0.014688,0.917148,0.024991,0.203419
0.390645,0.786461,0.702914,0.490506,0.450518,0.708022,0.22615,0.818453,0.521745
0.075824,0.591683,0.848644,0.649232,0.778799,0.82699,0.208244,0.117887,0.080441
0.266486,0.227009,0.995388,0.412697,0.598625,0.831504,0.302383,0.90272,0.429704
0.500609,0.655704,0.165451,0.389418,0.738942,0.688037,0.279801,0.302422,0.727647
0.106193,0.138513,0.256232,0.270923,0.809294,0.017963,0.80053,0.963838,0.686663
0.655485,0.415344,0.907116,0.44354,0.085712,0.733556,0.499286,0.702246,0.203028
0.921212,0.733472,0.67805,0.583453,0.125074,0.866347,0.183693,0.55636,0.310556
0.677547,0.09013,0.982895,0.249932,0.611413,0.152158,0.732459,0.569224,0.449667
0.697146,0.308953,0.201591,0.779033,0.641296,0.614446,0.582743,0.608375,0.689134
0.066023,0.764653,0.623471,0.18338,0.8387,0.452122,0.644607,0.106501,0.502322
0.558086,0.097969,0.735799,0.645034,0.260185,0.915406,0.25976,0.687642,0.381494
0.051624,0.054636,0.518631,0.868402,0.186935,0.495315,0.00854,0.304909,0.729299
0.573746,0.802858,0.794933,0.67545,0.188263,0.699539,0.334384,0.725064,0.345128
0.237033,0.159096,0.328504,0.890134,0.512624,0.274372,0.044236,0.76137,0.752421
0.52263,0.321299,0.514906,0.794699,0.476409,0.179137,0.199429,0.488276,0.612869
0.191175,0.256429,0.185532,0.395963,0.877747,0.952801,0.169215,0.169054,0.762268
0.835779,0.073449,0.725553,0.240674,0.446506,0.852306,0.423933,0.193676,0.428513
0.899475,0.973344,0.325215,0.239157,0.352853,0.221358,0.889805,0.697699,0.499235
0.360279,0.272905,0.236124,0.75266,0.483908,0.385085,0.729044,0.194842,0.46416
0.758953,0.954734,0.97802,0.10381,0.899473,0.49442,0.198076,0.287728,0.389726
0.782828,0.526858,0.283302,0.793856,0.561068,0.656229,0.432826,0.194637,0.379881
0.031858,0.805511,0.856502,0.217938,0.5939,0.545712,0.337898,0.837856,0.433527
0.397671,0.735403,0.052556,0.250576,0.344901,0.521267,0.09016,0.972114,0.578352
0.165764,0.524353,0.933818,0.594993,0.845889,0.774685,0.937571,0.697825,0.210669
0.778924,0.709826,0.431608,0.143504,0.076314,0.962285,0.432866,0.309037,0.536057
0.415739,0.697389,0.283572,0.689113,0.177842,0.200536,0.00577,0.064113,0.661912
0.818052,0.689087,0.398766,0.433264,0.394539,0.516952,0.788171,0.838403,0.494702
0.989831,0.162505,0.348669,0.932111,0.035384,0.25613,0.80696,0.162865,0.215544
0.869937,0.623049,0.417499,0.047418,0.351897,0.655679,0.552441,0.254327,0.532658
0.954358,0.351475,0.171108,0.360062,0.412514,0.289577,0.427403,0.266654,0.566032
0.722176,0.379379,0.331126,0.076831,0.103739,0.673098,0.202971,0.283017,0.333985
0.727228,0.328135,0.588216,0.515046,0.076733,0.983491,0.688581,0.074631,0.395243
0.624395,0.131977,0.244155,0.952218,0.217157,0.541462,0.225063,0.45903,0.566923
0.435825,0.569383,0.958502,0.856785,0.084986,0.109707,0.94134,0.015959,0.226555
0.372362,0.470956,0.257022,0.491315,0.908444,0.304333,0.764173,0.136419,0.704322
0.829096,0.330384,0.198143,0.240053,0.333301,0.623601,0.522856,0.133472,0.586244
0.591053,0.924208,0.674461,0.805754,0.912748,0.289976,0.257093,0.62837,0.612378
0.100405,0.529211,0.676451,0.123238,0.659553,0.374935,0.185805,0.901204,0.209835
0.385427,0.340894,0.118924,0.202641,0.651178,0.948377,0.217155,0.836953,0.801546
0.389698,0.553687,0.32225,0.250038,0.903846,0.513379,0.045649,0.811004,0.466281
0.175004,0.679385,0.422289,0.567016,0.047765,0.225303,0.931084,0.034863,0.26305
0.07384,0.122099,0.661769,0.095655,0.413253,0.676231,0.416572,0.614095,0.60298
0.923141,0.559803,0.369412,0.77062,0.524388,0.629876,0.19576,0.164084,0.482894
0.091814,0.470112,0.015326,0.829428,0.177282,0.724014,0.504178,0.72732,0.335056
0.992026,0.146256,0.247878,0.875184,0.975667,0.524778,0.381243,0.653146,0.911674
0.761297,0.545374,0.520632,0.619501,0.017343,0.763765,0.504616,0.976833,0.196054
0.177793,0.979172,0.424069,0.890022,0.169485,0.472793,0.752654,0.940198,0.306956
0.930766,0.232944,0.576542,0.902549,0.941251,0.258315,0.948893,0.702739,0.369164
0.237594,0.383716,0.046239,0.373378,0.659546,0.381556,0.692619,0.842078,0.865157
0.936123,0.216966,0.772029,0.786518,0.542505,0.198818,0.079328,0.890422,0.317568
0.264306,0.859007,0.399039,0.938363,0.633167,0.651972,0.908412,0.761311,0.315843
0.850052,0.769069,0.928821,0.084664,0.22349,0.005823,0.416528,0.490063,0.288443
0.774341,0.308277,0.435726,0.122379,0.514832,0.75212,0.444666,0.181875,0.612436
0.400234,0.411012,0.495361,0.76994,0.58407,0.79804,0.29647,0.513106,0.574931
0.24072,0.938769,0.726753,0.416547,0.147936,0.399958,0.916124,0.166208,0.245366
0.482654,0.236611,0.499821,0.079179,0.808198,0.405279,0.016789,0.397705,0.397301
0.366956,0.018865,0.663367,0.95898,0.659682,0.811164,0.949837,0.138191,0.4872
0.963096,0.653796,0.22058,0.462842,0.818254,0.911625,0.559891,0.889605,0.684653
0.564716,0.076143,0.751199,0.873487,0.665055,0.962189,0.632614,0.036917,0.308217
0.475682,0.243266,0.323589,0.110453,0.116646,0.586799,0.717078,0.11136,0.680693
0.19505,0.853993,0.912267,0.398185,0.96564,0.898975,0.11505,0.292095,0.352925
0.964782,0.508212,0.228205,0.574642,0.510288,0.416309,0.200503,0.536742,0.596237
0.909502,0.439785,0.890566,0.214567,0.224308,0.163759,0.216249,0.102968,0.29198
0.88303,0.476408,0.538254,0.619288,0.253464,0.554216,0.82965,0.362962,0.231952
0.990502,0.948346,0.574532,0.316796,0.226549,0.412979,0.847987,0.663418,0.410945
0.14751,0.180404,0.26596,0.166637,0.909967,0.195264,0.993186,0.49027,0.957822
0.013173,0.424072,0.397756,0.341993,0.926593,0.921475,0.022749,0.655799,0.8587
0.368117,0.425388,0.3733,0.489783,0.316751,0.473724,0.113475,0.535021,0.655861
0.477009,0.525442,0.349626,0.514712,0.780625,0.890557,0.741641,0.209575,0.155969
0.492617,0.010795,0.494103,0.333664,0.289747,0.961294,0.891379,0.71005,0.402135
0.806249,0.030373,0.570949,0.561629,0.964396,0.556453,0.181393,0.623249,0.639235
0.629365,0.062351,0.048539,0.587494,0.613893,0.996852,0.083584,0.888394,0.798809
0.951088,0.458017,0.425898,0.152518,0.329977,0.040684,0.417364,0.708322,0.309725
0.767356,0.875689,0.327029,0.123253,0.043181,0.510386,0.50531,0.602437,0.205881
0.000205,0.133583,0.722757,0.454349,0.374328,0.926802,0.403605,0.378076,0.50131
0.442048,0.569058,0.331781,0.189906,0.386022,0.98871,0.280944,0.480625,0.612857
0.954729,0.004739,0.587239,0.278021,0.899094,0.232993,0.001597,0.679965,0.325423
0.957572,0.261467,0.820891,0.697612,0.191445,0.883203,0.651049,0.373136,0.222925
0.724571,0.743408,0.566185,0.237111,0.986608,0.388001,0.503183,0.519975,0.690992
0.963087,0.058883,0.979468,0.367103,0.886225,0.485822,0.672861,0.526397,0.24407
0.417029,0.186488,0.618283,0.35941,0.932231,0.192347,0.059102,0.372675,0.447108
0.489159,0.67023,0.535735,0.119969,0.066938,0.918808,0.017463,0.782922,0.221784
0.678261,0.261004,0.239161,0.269246,0.616585,0.654662,0.285961,0.427432,0.797733
0.695424,0.959099,0.01471,0.278929,0.569116,0.201329,0.310622,0.372678,0.63551
0.124442,0.891805,0.90512,0.965382,0.839269,0.830361,0.740037,0.841446,0.22391
0.342103,0.976148,0.124368,0.022605,0.820499,0.477601,0.921793,0.277669,0.630493
0.305589,0.406794,0.811441,0.474074,0.382835,0.046251,0.278843,0.255554,0.468209
0.649204,0.049174,0.750411,0.578195,0.335974,0.066488,0.699436,0.875259,0.479331
0.369317,0.021444,0.09345,0.914231,0.829407,0.094549,0.649289,0.114339,0.909036
0.647884,0.999278,0.200569,0.631106,0.098627,0.608796,0.932918,0.318644,0.749523
0.176286,0.120469,0.433286,0.869408,0.157975,0.526521,0.237087,0.392254,0.491719
0.625102,0.181231,0.481782,0.576044,0.515183,0.054317,0.003877,0.591876,0.296903
0.321098,0.323493,0.497932,0.772084,0.474568,0.589516,0.976048,0.021156,0.303872
0.288186,0.117122,0.923229,0.44077,0.932726,0.557863,0.029415,0.417592,0.525644
0.183441,0.931955,0.459268,0.047269,0.398299,0.688561,0.13065,0.11903,0.535299
0.854414,0.720245,0.142787,0.853422,0.222778,0.813151,0.348808,0.10035,0.481577
0.082483,0.792131,0.367571,0.997468,0.546697,0.295945,0.435171,0.390637,0.661616
0.184954,0.884397,0.070202,0.107779,0.077624,0.681199,0.744513,0.442092,0.583041
0.284766,0.473255,0.489699,0.480193,0.200004,0.117651,0.138784,0.56605,0.591532
0.711374,0.962372,0.567705,0.379401,0.81591,0.789037,0.05084,0.310419,0.754337
0.181679,0.888704,0.524405,0.988276,0.27082,0.122068,0.170728,0.270156,0.661877
0.248725,0.850257,0.828821,0.661453,0.897815,0.008332,0.855747,0.086524,0.286849
0.016726,0.723365,0.83879,0.721452,0.708632,0.903963,0.406159,0.192069,0.122875
0.08291,0.233432,0.382412,0.767495,0.439591,0.224932,0.201024,0.715702,0.763781
0.35518,0.592992,0.499731,0.329345,0.146673,0.436617,0.967266,0.54208,0.44397
0.076274,0.228319,0.149842,0.00052,0.590974,0.391298,0.439729,0.758218,0.747554
0.838971,0.660363,0.917,0.425326,0.162889,0.892144,0.338034,0.549048,0.211568
0.545219,0.44137,0.771573,0.571604,0.101367,0.624426,0.382411,0.763742,0.402847
0.813761,0.11723,0.726501,0.185119,0.202513,0.149128,0.119465,0.316879,0.289643
0.883895,0.73764,0.252788,0.853886,0.996553,0.699465,0.38644,0.761039,0.759735
0.525578,0.118677,0.024904,0.784425,0.019956,0.032074,0.832471,0.925532,0.757856
0.733079,0.052008,0.214464,0.787244,0.073176,0.843871,0.254893,0.39943,0.274973
0.950805,0.642815,0.963873,0.129912,0.444413,0.497928,0.230251,0.107724,0.313242
0.017149,0.530275,0.518382,0.335746,0.169492,0.610059,0.120713,0.221104,0.467768
0.192008,0.225782,0.614992,0.53739,0.067258,0.741723,0.362265,0.316611,0.334133
0.836613,0.022487,0.231993,0.358801,0.996424,0.088165,0.572252,0.251589,0.823442
0.926357,0.517706,0.557615,0.891486,0.855489,0.337674,0.347976,0.269911,0.562074
0.144903,0.990142,0.947169,0.510204,0.404068,0.854091,0.464057,0.971969,0.336204
0.198064,0.578411,0.801099,0.59154,0.169214,0.22362,0.166535,0.255433,0.52836
0.609607,0.192278,0.94614,0.130013,0.385229,0.391329,0.387587,0.836491,0.396974
0.908079,0.973743,0.506378,0.021229,0.566925,0.407349,0.106247,0.046626,0.463397
0.970042,0.985045,0.873435,0.356909,0.01624,0.598542,0.26115,0.154505,0.236269
0.302586,0.918749,0.621004,0.099371,0.63187,0.22598,0.367554,0.86786,0.190156
0.17747,0.785722,0.270524,0.204753,0.431597,0.0586,0.462245,0.857807,0.484028
0.512775,0.1662,0.112507,0.72127,0.803725,0.558178,0.713612,0.02896,0.472731
0.57302,0.704618,0.479548,0.707378,0.501625,0.992571,0.857114,0.483298,0.278053
0.039662,0.177541,0.966692,0.317252,0.630356,0.103546,0.371617,0.576102,0.474382
0.537499,0.301729,0.907103,0.831051,0.991487,0.778516,0.740491,0.103818,0.229903
0.074552,0.371302,0.44834,0.140942,0.884191,0.334172,0.556499,0.630203,0.773786
0.898431,0.589838,0.48032,0.647338,0.753878,0.007186,0.627367,0.685104,0.566938
0.823799,0.222699,0.941034,0.581325,0.812399,0.648538,0.536506,0.67888,0.223051
0.563197,0.208721,0.700754,0.502909,0.259728,0.305564,0.650032,0.161502,0.327729
0.95982,0.298149,0.550137,0.037591,0.50289,0.305889,0.429988,0.373732,0.479947
0.515893,0.203359,0.285458,0.250962,0.88872,0.757461,0.645712,0.544799,0.683721
0.979913,0.199844,0.082449,0.076966,0.850827,0.535277,0.826865,0.410677,0.819323
0.192797,0.113269,0.327928,0.790615,0.062491,0.177973,0.047927,0.985959,0.680916
0.095501,0.16796,0.844711,0.77483,0.881478,0.386064,0.221374,0.195094,0.440497
0.960151,0.290311,0.88377,0.570478,0.157115,0.93818,0.940529,0.514669,0.279006
0.078626,0.479647,0.323057,0.265189,0.054774,0.178197,0.144907,0.413437,0.604121
0.356622,0.388228,0.974149,0.117683,0.206428,0.15266,0.93627,0.337007,0.386998
0.298872,0.03628,0.234181,0.875449,0.781578,0.050035,0.566032,0.772756,0.793433
0.767117,0.332251,0.321109,0.063113,0.316643,0.640957,0.820422,0.701435,0.549436
0.995024,0.314333,0.237773,0.045826,0.967721,0.912381,0.784773,0.940413,0.774073
0.137415,0.183699,0.685518,0.604384,0.481908,0.667901,0.714304,0.30905,0.207618
0.352577,0.790507,0.489309,0.91848,0.280675,0.66128,0.489404,0.269004,0.114638
0.331412,0.593112,0.999756,0.023647,0.521374,0.404019,0.117638,0.735322,0.357118
0.632077,0.236041,0.565682,0.96437,0.528822,0.642235,0.686467,0.042394,0.154322
0.534024,0.443751,0.530758,0.017727,0.680449,0.397529,0.706248,0.082995,0.541959
0.676075,0.141464,0.602914,0.508756,0.818341,0.596944,0.105029,0.925332,0.470457
0.96623,0.011514,0.256329,0.268994,0.126385,0.371519,0.79414,0.036179,0.665068
0.232392,0.115304,0.542015,0.042728,0.641729,0.550865,0.110083,0.715246,0.227634
0.520213,0.375644,0.790462,0.55895,0.124944,0.105709,0.737576,0.881488,0.449963
0.56729,0.54858,0.179048,0.574902,0.414812,0.133101,0.572993,0.731197,0.600559
0.741897,0.845244,0.755533,0.586409,0.719533,0.40616,0.812793,0.768377,0.552381
0.15619,0.475149,0.166572,0.917861,0.626529,0.625779,0.569273,0.16434,0.493717
0.887649,0.798502,0.090825,0.627017,0.679603,0.895402,0.294605,0.040789,0.449104
0.629139,0.961007,0.091888,0.167878,0.603057,0.366116,0.56537,0.123086,0.600777
0.158106,0.957917,0.955432,0.194784,0.227196,0.75996,0.707432,0.208302,0.172707
0.082887,0.023197,0.668407,0.244709,0.782487,0.526861,0.017773,0.313527,0.571087
0.970559,0.465632,0.9262,0.025573,0.589526,0.763539,0.493076,0.462555,0.316881
0.994054,0.865956,0.386029,0.339267,0.831294,0.670625,0.821126,0.210518,0.417117
0.837385,0.553406,0.286236,0.703127,0.799597,0.438584,0.606613,0.541231,0.718248
0.89126,0.949987,0.155042,0.888267,0.125752,0.448338,0.779445,0.497149,0.359281
0.304006,0.75754,0.315446,0.427575,0.007208,0.333109,0.173827,0.178867,0.362725
0.039825,0.552838,0.060065,0.356361,0.841565,0.139804,0.939072,0.992451,0.821063
0.282673,0.405936,0.12398,0.894297,0.414224,0.034969,0.655617,0.227024,0.686933
0.53223,0.634098,0.291653,0.7216,0.837588,0.489564,0.279444,0.742771,0.743043
0.532428,0.04175,0.195966,0.252346,0.569862,0.062253,0.797673,0.129788,0.835321
0.861375,0.246847,0.079795,0.339378,0.375107,0.940906,0.489628,0.770016,0.530442
0.06489,0.036577,0.7082,0.55823,0.47262,0.968012,0.879243,0.691149,0.116568
0.521903,0.320739,0.686175,0.473882,0.207642,0.44829,0.246607,0.199413,0.455132
0.9796,0.842849,0.531614,0.357518,0.184766,0.53024,0.980633,0.047905,0.5344
0.925727,0.238043,0.980423,0.324971,0.751924,0.546677,0.072779,0.640381,0.414644
0.558728,0.091288,0.670827,0.507346,0.97542,0.729524,0.851025,0.611315,0.369755
0.845122,0.766416,0.588394,0.58812,0.872072,0.113791,0.05525,0.480374,0.319753
0.915852,0.726651,0.225829,0.661276,0.07538,0.938807,0.273913,0.476976,0.240005
0.604163,0.446904,0.961953,0.753148,0.492618,0.698964,0.854388,0.397081,0.295694
0.42336,0.117671,0.261462,0.298879,0.278731,0.613707,0.572037,0.661619,0.543179
0.881547,0.144123,0.80814,0.143124,0.850966,0.038025,0.73425,0.277509,0.360574
0.077099,0.693759,0.271012,0.306445,0.396756,0.832741,0.679638,0.571435,0.542835
0.694216,0.68235,0.309318,0.262367,0.289805,0.467771,0.942749,0.729189,0.461653
0.837723,0.947086,0.082718,0.702093,0.955754,0.867925,0.441079,0.044825,0.413558
0.583786,0.001961,0.844385,0.526605,0.373954,0.668895,0.030965,0.910357,0.432664
0.971949,0.565546,0.408391,0.153603,0.10051,0.37285,0.170605,0.557623,0.218557
0.348973,0.977386,0.091845,0.357134,0.796821,0.911623,0.798344,0.780705,0.568887
0.749412,0.215678,0.223881,0.87794,0.467534,0.931181,0.752459,0.188371,0.469216
0.446192,0.219521,0.225936,0.913762,0.727231,0.565615,0.673989,0.608502,0.743826
0.591404,0.808661,0.76354,0.769051,0.993595,0.946306,0.020457,0.24489,0.499502
0.998212,0.684363,0.73417,0.479584,0.306278,0.703205,0.588378,0.784505,0.350021
0.711075,0.773931,0.130847,0.159798,0.783018,0.872899,0.347133,0.012784,0.464044
0.159144,0.026052,0.696806,0.443541,0.500621,0.256809,0.293688,0.820932,0.454821
0.530894,0.442941,0.196295,0.588205,0.756866,0.069173,0.1627,0.76214,0.251322
0.079239,0.524795,0.611606,0.093313,0.019366,0.212124,0.94735,0.422317,0.459057
0.65404,0.12236,0.326828,0.431338,0.165965,0.228248,0.763977,0.464103,0.477334
0.644429,0.951156,0.350751,0.584154,0.783807,0.155087,0.228759,0.217314,0.745008
0.113247,0.402269,0.407302,0.034527,0.771111,0.838816,0.054338,0.665194,0.688553
0.191691,0.003291,0.789789,0.776595,0.414246,0.552948,0.95064,0.3145,0.017234
0.507489,0.923876,0.870205,0.231372,0.204148,0.10261,0.045806,0.808236,0.314097
0.741792,0.946711,0.334699,0.961043,0.457536,0.0565,0.577632,0.539,0.636614
0.391353,0.699716,0.632977,0.127378,0.70646,0.279204,0.761209,0.034266,0.545639
0.984893,0.788595,0.492424,0.75468,0.938099,0.367886,0.714005,0.590994,0.670984
0.873396,0.457567,0.351326,0.026358,0.688929,0.503992,0.467385,0.218069,0.667547
0.094702,0.317203,0.061992,0.524998,0.327865,0.496079,0.081275,0.34739,0.678105
0.538116,0.410102,0.515217,0.148409,0.556951,0.523669,0.618918,0.143146,0.545077
0.455046,0.639469,0.418506,0.089076,0.393021,0.12092,0.548223,0.09777,0.44234
0.386008,0.301456,0.099878,0.244871,0.512165,0.726135,0.556955,0.069813,0.597796
0.164817,0.777703,0.222998,0.746145,0.764163,0.179037,0.282346,0.556487,0.692815
0.872446,0.405837,0.391141,0.638391,0.647455,0.25588,0.567858,0.697502,0.644396
0.121265,0.968134,0.201459,0.267675,0.338687,0.459744,0.504889,0.890098,0.565709
0.937915,0.724381,0.401982,0.877068,0.42256,0.987687,0.33456,0.328307,0.325554
0.371362,0.297521,0.392303,0.262197,0.92733,0.036402,0.009909,0.666098,0.471015
0.015679,0.641694,0.725965,0.847399,0.700142,0.557364,0.339661,0.50333,0.473845
0.486929,0.691708,0.248205,0.803101,0.76129,0.304551,0.71645,0.983048,0.716386
0.209163,0.219764,0.011982,0.556424,0.366851,0.272852,0.553041,0.321246,0.627844
0.141598,0.897688,0.044634,0.134934,0.722108,0.650681,0.510095,0.09724,0.70638
0.664655,0.837933,0.806479,0.700357,0.902992,0.313791,0.809367,0.164911,0.342079
0.030842,0.61979,0.369972,0.360759,0.692174,0.542345,0.00265,0.625049,0.682427
0.313022,0.584573,0.436906,0.774843,0.857718,0.950313,0.355437,0.116164,0.246727
0.567326,0.743194,0.331081,0.785569,0.861292,0.047376,0.842216,0.973008,0.598987
0.340359,0.473994,0.830826,0.002749,0.917177,0.969261,0.00798,0.708833,0.386552
0.982447,0.381881,0.543188,0.862968,0.080539,0.422061,0.913799,0.18121,0.123008
0.782235,0.363137,0.497814,0.370342,0.188574,0.807222,0.95647,0.339114,0.390431
0.063336,0.357534,0.931896,0.777683,0.73545,0.671182,0.028237,0.166858,0.318333
0.401536,0.19657,0.11597,0.51172,0.114684,0.79698,0.33624,0.322648,0.370873
0.110827,0.10373,0.680246,0.06093,0.999841,0.5747,0.238097,0.630876,0.432963
0.519373,0.860369,0.886685,0.368649,0.273625,0.596738,0.965558,0.982246,0.17444
0.457779,0.671201,0.307096,0.333915,0.044432,0.907382,0.748152,0.847005,0.421477
0.312797,0.575449,0.733304,0.782234,0.393548,0.664348,0.307479,0.619339,0.45663
0.791698,0.397639,0.5826,0.970644,0.371334,0.966096,0.914815,0.23735,0.452518
0.091358,0.188104,0.86473,0.434719,0.067983,0.238731,0.021467,0.151196,0.445371
0.329235,0.815385,0.330586,0.379988,0.18155,0.316171,0.571535,0.29642,0.321414
0.033638,0.687728,0.51302,0.842608,0.693957,0.531521,0.295094,0.160232,0.587359
0.296077,0.326261,0.497325,0.31036,0.821266,0.066285,0.798077,0.039619,0.657912
0.797141,0.641001,0.717451,0.028117,0.281573,0.687917,0.279789,0.477273,0.401781
0.564838,0.050425,0.158143,0.073254,0.60617,0.998937,0.590348,0.396526,0.633853
0.529474,0.046768,0.42374,0.409948,0.539361,0.063292,0.446592,0.342747,0.750811
0.209878,0.584033,0.04657,0.205038,0.802226,0.403874,0.669648,0.179224,0.813834
0.157769,0.661641,0.338986,0.524798,0.30071,0.207584,0.059025,0.982777,0.474133
0.418436,0.9185,0.674677,0.787173,0.215567,0.937899,0.716902,0.776649,0.173281
0.128649,0.589339,0.306119,0.95169,0.365164,0.449334,0.152469,0.078282,0.495059
0.04115,0.840394,0.319708,0.981226,0.376645,0.074912,0.017692,0.775867,0.620135
