@relation wind-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute year numeric
@attribute month numeric
@attribute day numeric
@attribute RPT numeric
@attribute VAL numeric
@attribute ROS numeric
@attribute KIL numeric
@attribute SHA numeric
@attribute BIR numeric
@attribute DUB numeric
@attribute CLA numeric
@attribute MUL numeric
@attribute CLO numeric
@attribute BEL numeric
@attribute MAL numeric

@data
0.294118,0.636364,0.233333,0.264446,0.316647,0.248609,0.136332,0.325047,0.261086,0.27165,0.276062,0.320325,0.266241,0.309586,0.230953
0.294118,0.636364,0.266667,0.552519,0.520205,0.460111,0.343992,0.498797,0.493884,0.421139,0.478764,0.474884,0.464679,0.425799,0.461667
0.294118,0.636364,0.3,0.391403,0.302774,0.42115,0.278285,0.405239,0.356651,0.574909,0.367439,0.520093,0.467519,0.415148,0.641748
0.294118,0.636364,0.333333,0.35696,0.287696,0.332406,0.260365,0.267308,0.242355,0.282516,0.154118,0.210974,0.124246,0.180355,0.209936
0.294118,0.636364,0.366667,0.164816,0.100422,0.090291,0.121574,0.176958,0.092508,0.215344,0.120656,0.147991,0.093362,0.153846,0.153093
0.294118,0.636364,0.4,0.347282,0.154403,0.261596,0.23858,0.225875,0.116208,0.318406,0.170206,0.239954,0.179269,0.267219,0.242656
0.294118,0.636364,0.433333,0.329633,0.240048,0.140383,0.104006,0.288426,0.094037,0.09483,0.182111,0.127125,0.066738,0.201183,0.193934
0.294118,0.636364,0.466667,0.173071,0.183353,0.185529,0.098032,0.109062,0.071483,0.137307,0.112613,0.114374,0.072417,0.262249,0.105565
0.294118,0.636364,0.5,0.238258,0.444813,0.337662,0.184469,0.261695,0.266055,0.292065,0.380631,0.280139,0.328364,0.504852,0.449725
0.294118,0.636364,0.533333,0.219471,0.292823,0.28726,0.165495,0.165998,0.163991,0.230491,0.118082,0.201314,0.140575,0.211834,0.171005
0.294118,0.636364,0.566667,0.11614,0.116707,0.064317,0.085032,0.082331,0.014144,0.101416,0.050837,0.037094,0.044373,0.232663,0.181992
0.294118,0.636364,0.6,0.097068,0.217129,0.123686,0.141954,0.117883,0.125765,0.152453,0.139318,0.193199,0.214412,0.186272,0.20492
0.294118,0.636364,0.633333,0.188443,0.234922,0.202226,0.11279,0.217054,0.148318,0.113928,0.189189,0.169243,0.227902,0.276923,0.242656
0.294118,0.636364,0.666667,0.261884,0.297648,0.490724,0.231202,0.243785,0.225917,0.278564,0.282819,0.249614,0.304934,0.342012,0.251732
0.294118,0.636364,0.7,0.260746,0.18848,0.522882,0.172874,0.182572,0.167431,0.216661,0.121943,0.222179,0.236777,0.249467,0.158108
0.294118,0.636364,0.733333,0.122118,0.121834,0.222944,0.065706,0.123496,0.027141,0.105696,0.06435,0.064529,0.12886,0.093491,0.108431
0.294118,0.636364,0.766667,0.094791,0.309107,0.064317,0.090654,0.20155,0.119648,0.1676,0.057593,0.080371,0.154065,0.199053,0.208025
0.294118,0.636364,0.8,0.282095,0.384499,0.180272,0.144765,0.269447,0.144878,0.210076,0.234556,0.278594,0.28257,0.302722,0.275615
0.294118,0.636364,0.833333,0.359237,0.360676,0.293754,0.209417,0.370756,0.25,0.301943,0.32722,0.34119,0.359602,0.298698,0.401003
0.294118,0.636364,0.866667,0.44008,0.448733,0.297464,0.257554,0.406576,0.344037,0.269015,0.370013,0.338099,0.329783,0.320473,0.4139
0.294118,0.636364,0.9,0.421008,0.359168,0.296228,0.23858,0.369687,0.342508,0.295028,0.309524,0.365533,0.365637,0.280947,0.411989
0.294118,0.636364,0.933333,0.306006,0.229795,0.315708,0.291286,0.316226,0.345566,0.337504,0.394144,0.362442,0.358182,0.329231,0.429663
0.294118,0.636364,0.966667,0.462568,0.369421,0.301484,0.272312,0.312751,0.210245,0.216661,0.268018,0.223725,0.247071,0.286864,0.223788
0.294118,0.636364,1,0.388841,0.242461,0.22047,0.264933,0.255012,0.200688,0.201844,0.170206,0.233385,0.211573,0.20497,0.228803
0.294118,0.727273,0,0.476516,0.492461,0.418677,0.275123,0.312751,0.291284,0.250905,0.352638,0.257728,0.247071,0.317396,0.249582
0.294118,0.727273,0.033333,0.399658,0.350422,0.35436,0.382291,0.44186,0.380734,0.41159,0.324324,0.420402,0.301739,0.27503,0.277526
0.294118,0.727273,0.066667,0.521776,0.561821,0.42115,0.367533,0.423149,0.435015,0.473164,0.392857,0.396059,0.503017,0.456331,0.435634
0.294118,0.727273,0.1,0.449473,0.398372,0.441868,0.36156,0.450949,0.423547,0.483042,0.392857,0.458655,0.477813,0.43858,0.559112
0.294118,0.727273,0.133333,0.465983,0.49608,0.460111,0.342586,0.438653,0.444572,0.51597,0.497426,0.49575,0.548811,0.568994,0.577024
0.294118,0.727273,0.166667,0.266724,0.263872,0.253865,0.270907,0.417535,0.39526,0.539348,0.374196,0.540958,0.466099,0.476213,0.708622
0.294118,0.727273,0.2,0.14119,0.12696,0.024428,0.068869,0.168137,0.14182,0.222259,0.13417,0.190108,0.238197,0.223905,0.389061
0.294118,0.727273,0.233333,0.156561,0.196019,0.162338,0.111384,0.125635,0.049312,0.126111,0.029601,0.098145,0.143415,0.177278,0.20898
0.294118,0.727273,0.266667,0.292912,0.374246,0.264069,0.232959,0.323978,0.327982,0.262101,0.344595,0.29289,0.363862,0.418935,0.328397
0.294118,0.727273,0.3,0.461429,0.356755,0.413729,0.247365,0.295108,0.315367,0.39381,0.314994,0.301005,0.43202,0.361657,0.259613
0.294118,0.727273,0.333333,0.275263,0.156815,0.34261,0.177091,0.15691,0.135321,0.130392,0.199807,0.136785,0.14661,0.35574,0.261763
0.294118,0.727273,0.366667,0.425847,0.507539,0.40569,0.314828,0.485432,0.420489,0.429371,0.364865,0.45711,0.4306,0.417988,0.389061
0.294118,0.727273,0.4,0.450612,0.389626,0.257576,0.316233,0.436514,0.401376,0.507409,0.37677,0.454019,0.397941,0.385562,0.44065
0.294118,0.727273,0.433333,0.497865,0.493667,0.494743,0.352776,0.547715,0.47133,0.599605,0.517375,0.542504,0.56514,0.539408,0.626941
0.294118,0.727273,0.466667,0.492172,0.444813,0.359617,0.392481,0.367549,0.372706,0.536385,0.375483,0.431607,0.532481,0.381538,0.580129
0.294118,0.727273,0.5,0.201537,0.207177,0.150897,0.092059,0.152366,0.170489,0.201844,0.276062,0.193199,0.29606,0.371598,0.376164
0.294118,0.727273,0.533333,0.155423,0.216224,0.172542,0.117006,0.211441,0.188073,0.067172,0.183719,0.143354,0.227902,0.253254,0.230953
0.294118,0.727273,0.566667,0.226587,0.180941,0.213976,0.062895,0.121358,0.057339,0.056306,0.02027,0.049845,0.060703,0.113373,0.093384
0.294118,0.727273,0.6,0.208654,0.15199,0.111008,0.057273,0.131248,0.069954,0.039842,0.053732,0.02898,0.078452,0.147929,0.188918
0.294118,0.727273,0.633333,0.125818,0.084138,0.077304,0.016163,0.089014,0.022171,0.056306,0.011905,0.030526,0.084487,0.144852,0.199904
0.294118,0.727273,0.666667,0.143467,0.048854,0.299011,0.026353,0.086608,0.046254,0.060257,0.037645,0.080371,0.107916,0.121183,0.13327
0.294118,0.727273,0.7,0.350982,0.143245,0.355597,0.052706,0.117883,0.073394,0.089233,0.17825,0.233385,0.154065,0.224615,0.099355
0.294118,0.727273,0.733333,0.224025,0.292823,0.136364,0.049895,0.197006,0.089067,0.119526,0.119369,0.173879,0.184949,0.181302,0.135419
0.294118,0.727273,0.766667,0.165955,0.281363,0.101732,0.089248,0.213579,0.073394,0.07672,0.093951,0.0966,0.066738,0.103432,0.153093
0.294118,0.727273,0.8,0.292912,0.290109,0.130179,0.064301,0.206897,0.11315,0.127758,0.151544,0.165765,0.180689,0.154793,0.171005
0.294118,0.727273,0.833333,0.265585,0.266285,0.202226,0.06149,0.231489,0.121177,0.061574,0.162162,0.15456,0.111111,0.145799,0.138285
0.294118,0.727273,0.866667,0.323655,0.246381,0.199753,0.090654,0.23042,0.090596,0.157721,0.120656,0.132148,0.154065,0.142959,0.167184
0.294118,0.727273,0.9,0.203814,0.035283,0.2047,0.04111,0.200214,0.10818,0.127758,0.021557,0.043663,0.102236,0.128047,0.152138
0.294118,0.727273,0.933333,0.076857,0.092883,0.089054,0.033732,0.154504,0.086009,0.013829,0.060167,0.05796,0.12886,0.183195,0.163124
0.294118,0.727273,0.966667,0.126957,0.142039,0.023191,0.076247,0.159048,0.077982,0.07672,0.096525,0.080371,0.193823,0.205917,0.208025
0.294118,0.818182,0,0.208654,0.103136,0.237168,0.141954,0.191393,0.089067,0.139941,0.013514,0.083849,0.069578,0.116213,0.144256
0.294118,0.818182,0.033333,0.173071,0.199638,0.143166,0.079058,0.195937,0.066896,0.142575,0.071107,0.059505,0.13454,0.154793,0.16599
0.294118,0.818182,0.066667,0.463706,0.722557,0.334879,0.437807,0.621492,0.501911,0.701021,0.508044,0.564915,0.616613,0.594556,0.613088
0.294118,0.818182,0.1,0.555081,0.516285,0.867038,0.452214,0.380647,0.420489,0.585775,0.379344,0.439722,0.483848,0.434793,0.523286
0.294118,0.818182,0.133333,0.316539,0.272618,0.297464,0.144765,0.245924,0.184633,0.249588,0.243887,0.233385,0.353568,0.303669,0.372104
0.294118,0.818182,0.166667,0.360376,0.268999,0.385281,0.234364,0.238172,0.243884,0.319723,0.168919,0.26391,0.291445,0.233609,0.253642
0.294118,0.818182,0.2,0.234842,0.205971,0.19697,0.062895,0.197006,0.116208,0.065854,0.071107,0.104714,0.096202,0.152663,0.171005
0.294118,0.818182,0.233333,0.237119,0.164355,0.189239,0.134575,0.161454,0.081422,0.145538,0.065637,0.127125,0.125666,0.154793,0.199904
0.294118,0.818182,0.266667,0.301167,0.309107,0.21645,0.130358,0.282812,0.222859,0.124794,0.183719,0.162674,0.226482,0.28284,0.263673
0.294118,0.818182,0.3,0.347282,0.263872,0.264069,0.139143,0.240577,0.162462,0.093184,0.12323,0.143354,0.212993,0.306509,0.268689
0.294118,0.818182,0.333333,0.200399,0.319059,0.226654,0.149332,0.278268,0.237385,0.234442,0.227799,0.212519,0.277955,0.331124,0.345116
0.294118,0.818182,0.366667,0.622545,0.563932,0.435683,0.408644,0.503341,0.474771,0.433652,0.423745,0.44745,0.492723,0.410178,0.527347
0.294118,0.818182,0.4,0.370054,0.280157,0.248609,0.177091,0.25715,0.210245,0.156404,0.217181,0.196677,0.176074,0.239527,0.292572
0.294118,0.818182,0.433333,0.337888,0.243667,0.329932,0.16409,0.222668,0.172018,0.093184,0.099099,0.15456,0.106496,0.12213,0.081443
0.294118,0.818182,0.466667,0.316539,0.186068,0.418677,0.251933,0.211441,0.098624,0.190649,0.166345,0.191654,0.219027,0.20497,0.290423
0.294118,0.818182,0.5,0.313123,0.280157,0.19697,0.128953,0.292702,0.219801,0.18538,0.175676,0.170788,0.193823,0.204024,0.228803
0.294118,0.818182,0.533333,0.483917,0.364294,0.461348,0.24877,0.395349,0.356651,0.39381,0.352638,0.320325,0.352148,0.351953,0.327203
0.294118,0.818182,0.566667,0.317677,0.232509,0.367038,0.216796,0.209302,0.14182,0.333553,0.124839,0.280139,0.383032,0.210888,0.58204
0.294118,0.818182,0.6,0.37347,0.290109,0.224181,0.281096,0.220529,0.235856,0.193612,0.167632,0.212519,0.288605,0.219882,0.364223
0.294118,0.818182,0.633333,0.134927,0.193607,0.083797,0.043921,0.168137,0.105122,0.279881,0.107143,0.149923,0.204118,0.181302,0.293528
0.294118,0.818182,0.666667,0.230003,0.170989,0.154607,0.133169,0.203689,0.213303,0.318406,0.171493,0.281685,0.257366,0.303669,0.446859
0.294118,0.818182,0.7,0.11614,0.084138,0.076067,0.024947,0.126971,0.100153,0.1946,0.021557,0.075734,0.212993,0.189112,0.313351
0.294118,0.818182,0.733333,0.238258,0.192099,0.188002,0.125791,0.151296,0.106651,0.267369,0.091055,0.215611,0.275115,0.239527,0.456652
0.294118,0.818182,0.766667,0.341588,0.34047,0.529685,0.247365,0.157979,0.065367,0.250905,0.152831,0.169243,0.245651,0.313373,0.372104
0.294118,0.818182,0.8,0.330771,0.200844,0.396722,0.204849,0.185779,0.074924,0.197563,0.079151,0.151468,0.1317,0.205917,0.312396
0.294118,0.818182,0.833333,0.394819,0.403498,0.300247,0.221012,0.252874,0.211774,0.364834,0.248069,0.365533,0.358182,0.43574,0.607834
0.294118,0.818182,0.866667,0.543126,0.511158,0.650588,0.443429,0.340551,0.355122,0.486994,0.311133,0.378284,0.503017,0.461302,0.604012
0.294118,0.818182,0.9,0.333333,0.271411,0.526902,0.28707,0.172414,0.089067,0.255186,0.083012,0.165765,0.179269,0.15574,0.296394
0.294118,0.818182,0.933333,0.239397,0.082931,0.277056,0.166901,0.14702,0.041284,0.193612,0.034749,0.15456,0.192403,0.087574,0.230953
0.294118,0.818182,0.966667,0.171933,0.107961,0.184292,0.058679,0.116814,0.038226,0.179783,0.048263,0.101236,0.13312,0.196213,0.300454
0.294118,0.818182,1,0.25733,0.246381,0.21274,0.155306,0.255012,0.248471,0.326638,0.250644,0.285162,0.304934,0.361657,0.538333
0.294118,0.909091,0,0.627384,0.634499,0.749845,0.539002,0.47768,0.455657,0.611788,0.493565,0.492658,0.571175,0.636923,0.775018
0.294118,0.909091,0.033333,0.447196,0.408323,0.799938,0.385102,0.300722,0.28211,0.454067,0.250644,0.256182,0.310614,0.242367,0.304514
0.294118,0.909091,0.066667,0.284657,0.139324,0.177798,0.085032,0.17375,0.121177,0.170234,0.175676,0.138331,0.196663,0.185325,0.369238
0.294118,0.909091,0.1,0.201537,0.330519,0.286024,0.068869,0.241647,0.192661,0.18538,0.194337,0.183539,0.301739,0.194083,0.497492
0.294118,0.909091,0.133333,0.353259,0.526538,0.513915,0.339775,0.39428,0.412462,0.581824,0.524131,0.445904,0.507277,0.590533,0.79102
0.294118,0.909091,0.166667,0.58127,0.579011,0.783241,0.491918,0.355253,0.514526,0.654264,0.472008,0.416924,0.557685,0.594556,0.720564
0.294118,0.909091,0.2,0.370908,0.295235,0.274273,0.203443,0.20262,0.189602,0.203161,0.183719,0.172334,0.291445,0.27503,0.273465
0.294118,0.909091,0.233333,0.203814,0.120627,0.136364,0.087843,0.170275,0.125765,0.243003,0.089768,0.165765,0.196663,0.247337,0.337234
0.294118,0.909091,0.266667,0.237119,0.22497,0.168831,0.111384,0.204758,0.16552,0.286796,0.119369,0.30255,0.260561,0.281893,0.495582
0.294118,0.909091,0.3,0.103046,0.147165,0.090291,0.022136,0.144614,0.135321,0.222259,0.04955,0.128671,0.165779,0.15858,0.308574
0.294118,0.909091,0.333333,0.365215,0.339264,0.286024,0.131764,0.25822,0.291284,0.262101,0.359395,0.256182,0.387646,0.444497,0.460473
0.294118,0.909091,0.366667,0.395958,0.241255,0.328386,0.181658,0.17482,0.266055,0.367797,0.269627,0.265456,0.359602,0.199053,0.241701
0.294118,0.909091,0.4,0.308284,0.252413,0.323438,0.197822,0.208233,0.286697,0.376029,0.251931,0.28323,0.412851,0.383432,0.464533
0.294118,0.909091,0.433333,0.324794,0.388118,0.199753,0.21539,0.367549,0.320336,0.399078,0.280245,0.383308,0.375932,0.413964,0.522331
0.294118,0.909091,0.466667,0.710219,0.647165,0.493506,0.636683,0.733761,0.692661,0.76029,0.685006,0.785549,0.810792,0.753373,0.860759
0.294118,0.909091,0.5,0.787361,0.729795,0.789734,0.669009,0.611334,0.692661,0.720119,0.618082,0.790572,0.844515,0.638817,0.949128
0.294118,0.909091,0.533333,0.633362,0.501206,0.595238,0.427618,0.345095,0.371177,0.458347,0.308559,0.481453,0.544196,0.44071,0.707428
0.294118,0.909091,0.566667,0.349843,0.257539,0.467532,0.283907,0.170275,0.030199,0.277247,0.093951,0.202859,0.225062,0.166627,0.260568
0.294118,0.909091,0.6,0.193282,0.124246,0.248609,0.080464,0.115744,0.006498,0.096148,0.038932,0.107805,0.143415,0.151716,0.222833
0.294118,0.909091,0.633333,0.271563,0.378166,0.234385,0.128953,0.200214,0.092508,0.116562,0.158301,0.117465,0.156905,0.221775,0.249582
0.294118,0.909091,0.666667,0.322516,0.233715,0.340136,0.156711,0.169206,0.071483,0.220942,0.174067,0.22527,0.242457,0.334201,0.486506
0.294118,0.909091,0.7,0.310561,0.111882,0.369821,0.206606,0.159048,0.025612,0.269015,0.036358,0.162674,0.109691,0.134911,0.21304
0.294118,0.909091,0.733333,0.117279,0.202352,0.13389,0.008784,0.205827,0,0.175502,0.030888,0.027434,0.035499,0.280947,0.241701
0.294118,0.909091,0.766667,0.230003,0.190893,0.180272,0.093816,0.182572,0.05581,0.262101,0.107143,0.198223,0.214412,0.281893,0.330308
0.294118,0.909091,0.8,0.276117,0.3076,0.175325,0.190091,0.276129,0.277141,0.399078,0.2574,0.318779,0.315229,0.332308,0.397898
0.294118,0.909091,0.833333,0.23228,0.282871,0.222944,0.219606,0.295108,0.331422,0.486994,0.303089,0.442813,0.380192,0.385562,0.462622
0.294118,0.909091,0.866667,0.474239,0.473764,0.338899,0.295854,0.373964,0.401376,0.551531,0.367439,0.470247,0.498758,0.47929,0.621925
0.294118,0.909091,0.9,0.471961,0.394451,0.323438,0.370344,0.293772,0.353593,0.506092,0.258687,0.50541,0.471778,0.468402,0.741342
0.294118,0.909091,0.933333,0.452889,0.419481,0.389301,0.278285,0.379578,0.423547,0.63813,0.355212,0.507342,0.503017,0.51858,0.526391
0.294118,0.909091,0.966667,0.586963,0.584138,0.378788,0.510892,0.496659,0.501911,0.716167,0.426319,0.598918,0.526802,0.524497,0.68856
0.294118,1,0,0.959294,1,0.69697,0.827126,0.895482,0.995413,1,1,0.989954,0.865105,1,0.726296
0.294118,1,0.033333,0.783945,0.819059,0.650588,0.724526,0.586742,0.61659,0.927231,0.556306,0.869397,0.820731,0.609467,1
0.294118,1,0.066667,0.387703,0.363088,0.327149,0.307449,0.298316,0.27867,0.477445,0.19852,0.38949,0.273695,0.335148,0.570098
0.294118,1,0.1,0.208654,0.161942,0.168831,0.048489,0.227212,0.188073,0.386895,0.144788,0.239954,0.223642,0.36284,0.399809
0.294118,1,0.133333,0.276117,0.336852,0.323438,0.198876,0.345095,0.345566,0.492591,0.372587,0.371716,0.442315,0.444497,0.459756
0.294118,1,0.166667,0.302306,0.281363,0.136364,0.188686,0.28602,0.219801,0.402041,0.182111,0.304096,0.257366,0.368757,0.474564
0.294118,1,0.2,0.278679,0.332931,0.278293,0.18728,0.325047,0.374235,0.496872,0.379344,0.381376,0.41569,0.475266,0.475519
0.294118,1,0.233333,0.622545,0.639626,0.390229,0.471539,0.580326,0.626147,0.827132,0.54955,0.758114,0.646432,0.663432,0.736088
0.294118,1,0.266667,0.585824,0.62696,0.40569,0.61033,0.635659,0.662462,0.782022,0.675676,0.746909,0.421725,0.59645,0.549319
0.294118,1,0.3,0.571591,0.521411,0.374768,0.477512,0.489976,0.463303,0.480079,0.380631,0.511978,0.322684,0.392426,0.455696
0.294118,1,0.333333,0.313123,0.449638,0.266852,0.193254,0.369687,0.36315,0.369114,0.295045,0.323802,0.316649,0.378698,0.348221
0.294118,1,0.366667,0.742385,0.66345,0.461348,0.619115,0.659182,0.678517,0.659862,0.633848,0.719861,0.381612,0.614201,0.257702
0.294118,1,0.4,0.430401,0.370627,0.42115,0.389318,0.312751,0.349006,0.43892,0.266731,0.455564,0.195243,0.367811,0.240745
0.294118,1,0.433333,0.182465,0.339264,0.158627,0.036543,0.265972,0.208716,0.324992,0.181145,0.186631,0.164359,0.312426,0.292572
0.294118,1,0.466667,0.573868,0.502714,0.40569,0.348559,0.38626,0.406346,0.371748,0.404762,0.431607,0.457224,0.459645,0.493671
0.294118,1,0.5,0.288073,0.317853,0.163575,0.140548,0.281743,0.280199,0.469213,0.256113,0.320325,0.356408,0.420118,0.458562
0.294118,1,0.533333,0.501566,0.563028,0.556586,0.417077,0.549051,0.678517,0.856108,0.633848,0.766229,0.770678,0.687337,0.818008
0.294118,1,0.566667,0.403074,0.345597,0.34663,0.345397,0.345095,0.385321,0.609154,0.298906,0.492658,0.460064,0.373728,0.58395
0.294118,1,0.6,0.424708,0.487636,0.426407,0.42305,0.600107,0.595948,0.758643,0.440798,0.734158,0.477813,0.547219,0.506329
0.294118,1,0.633333,0.387703,0.336852,0.364564,0.311665,0.249399,0.304281,0.414225,0.229086,0.346213,0.307774,0.302722,0.521376
0.294118,1,0.666667,0.447196,0.332931,0.206246,0.253338,0.397487,0.316896,0.565031,0.394144,0.49575,0.391906,0.412071,0.500358
0.294118,1,0.7,0.512098,0.439686,0.28355,0.415671,0.476611,0.474771,0.571946,0.512227,0.558733,0.451189,0.416095,0.466683
0.294118,1,0.733333,0.429263,0.497587,0.278293,0.365777,0.47768,0.452217,0.555812,0.403475,0.544436,0.501597,0.363787,0.627896
0.294118,1,0.766667,0.434102,0.40199,0.314471,0.357344,0.417535,0.369648,0.351334,0.285393,0.421947,0.260561,0.272189,0.415811
0.294118,1,0.8,0.284657,0.211098,0.213976,0.147927,0.284951,0.215214,0.163319,0.197233,0.199768,0.219027,0.336095,0.346071
0.294118,1,0.833333,0.547965,0.476176,0.487013,0.475755,0.413258,0.442661,0.342772,0.420849,0.49575,0.571175,0.496095,0.582995
0.294118,1,0.866667,0.29889,0.321773,0.186766,0.1539,0.277199,0.25344,0.318406,0.166345,0.257728,0.242457,0.315503,0.278481
0.294118,1,0.9,0.41503,0.37696,0.318182,0.160928,0.317295,0.326453,0.31676,0.241313,0.323802,0.411431,0.298698,0.395032
0.294118,1,0.933333,0.544264,0.52503,0.458565,0.379129,0.491045,0.410933,0.543299,0.251931,0.429675,0.273695,0.252308,0.300454
0.294118,1,0.966667,0.130373,0.121834,0.207483,0.043921,0.168137,0.128823,0.172868,0.118082,0.165765,0.13312,0.273136,0.383091
0.294118,1,1,0.350982,0.339264,0.266852,0.222769,0.31382,0.286697,0.444518,0.272201,0.425039,0.354988,0.406154,0.52042
0.352941,0,0,0.164816,0.128166,0.154607,0.11279,0.17482,0.144878,0.374712,0.12323,0.297913,0.320909,0.249467,0.483401
0.352941,0,0.033333,0.216909,0.184861,0.217687,0.06149,0.085539,0.012615,0.272967,0.018662,0.151468,0.177494,0.062012,0.401003
0.352941,0,0.066667,0.125818,0.12304,0.222944,0.016163,0.082331,0.019113,0.186368,0.008044,0.0966,0.179269,0.057041,0.365178
0.352941,0,0.1,0.286934,0.394451,0.207483,0.046732,0.227212,0.030199,0.18538,0.022844,0.072257,0.100816,0.076686,0.268689
0.352941,0,0.133333,0.291773,0.124246,0.345393,0.190091,0.163593,0.100153,0.22621,0.053732,0.188563,0.229322,0.104379,0.262718
0.352941,0,0.166667,0.296328,0.255127,0.180272,0.127547,0.234964,0.238914,0.350016,0.142214,0.299459,0.28257,0.231716,0.292572
0.352941,0,0.2,0.325932,0.40199,0.351577,0.21539,0.260358,0.234327,0.284162,0.248069,0.299459,0.291445,0.370651,0.407929
0.352941,0,0.233333,0.259607,0.187274,0.270563,0.150738,0.182572,0.097095,0.208759,0.126126,0.153014,0.118211,0.209941,0.271555
0.352941,0,0.266667,0.218047,0.094089,0.176562,0.076247,0.107993,0.054281,0.241357,0.011905,0.10626,0.096202,0.092544,0.17411
0.352941,0,0.3,0.303729,0.147165,0.179035,0.117006,0.15691,0.189602,0.3622,0.234556,0.304096,0.275115,0.288757,0.332219
0.352941,0,0.333333,0.474239,0.276538,0.251082,0.297259,0.165998,0.215214,0.315772,0.219755,0.297913,0.41711,0.23858,0.355147
0.352941,0,0.366667,0.219471,0.119421,0.13389,0.198876,0.1946,0.163991,0.314126,0.147362,0.307573,0.261626,0.208994,0.359207
0.352941,0,0.4,0.111301,0.107961,0.113482,0.077653,0.141139,0.110092,0.327955,0.040219,0.209042,0.211573,0.23858,0.371149
0.352941,0,0.433333,0.269286,0.299156,0.112245,0.11279,0.214916,0.160933,0.204478,0.21332,0.153014,0.263401,0.342959,0.264629
0.352941,0,0.466667,0.517222,0.493667,0.313234,0.377723,0.38733,0.344037,0.129075,0.370013,0.333462,0.412851,0.532544,0.393838
0.352941,0,0.5,0.586963,0.548854,0.443105,0.493324,0.43197,0.397936,0.255186,0.407658,0.362442,0.519347,0.422012,0.482684
0.352941,0,0.533333,0.501566,0.386912,0.487013,0.390724,0.322908,0.396407,0.486994,0.383526,0.463679,0.548811,0.31929,0.478624
0.352941,0,0.566667,0.37347,0.34047,0.327149,0.22558,0.326116,0.342508,0.296345,0.246782,0.27357,0.266241,0.270059,0.458562
0.352941,0,0.6,0.445773,0.370627,0.519171,0.363317,0.311681,0.312309,0.450115,0.256113,0.326893,0.411431,0.297751,0.402914
0.352941,0,0.633333,0.292912,0.257539,0.399505,0.253338,0.261695,0.246942,0.336187,0.230695,0.256182,0.354988,0.242367,0.361118
0.352941,0,0.666667,0.335611,0.355549,0.234385,0.234364,0.368618,0.291284,0.445835,0.21332,0.344668,0.353568,0.424852,0.399809
0.352941,0,0.7,0.504128,0.41345,0.387755,0.285313,0.379578,0.385321,0.437603,0.328507,0.36051,0.397941,0.354793,0.402914
0.352941,0,0.733333,0.632223,0.59047,0.42517,0.360155,0.473136,0.390291,0.331906,0.383526,0.368624,0.460064,0.367811,0.549319
0.352941,0,0.766667,0.462568,0.403498,0.27953,0.21539,0.298316,0.216361,0.220942,0.174067,0.180448,0.329783,0.219882,0.334368
0.352941,0,0.8,0.423285,0.408323,0.404453,0.326423,0.356322,0.340979,0.388212,0.32175,0.373648,0.43344,0.405207,0.393838
0.352941,0,0.833333,0.182465,0.299156,0.200989,0.115601,0.252874,0.270642,0.255186,0.209138,0.220634,0.28399,0.296805,0.325293
0.352941,0,0.866667,0.672644,0.709891,0.552876,0.570977,0.537824,0.52867,0.407639,0.566924,0.513524,0.693646,0.677396,0.633867
0.352941,0,0.9,0.559636,0.587756,0.395485,0.382291,0.408447,0.337538,0.304577,0.379344,0.323802,0.536741,0.531361,0.44471
0.352941,0,0.933333,0.736408,0.711098,0.594001,0.629656,0.573643,0.574924,0.432335,0.591377,0.600464,0.727725,0.610414,0.532123
0.352941,0,0.966667,0.434102,0.453559,0.391775,0.304638,0.396418,0.430046,0.42542,0.469112,0.431607,0.618388,0.597396,0.493671
0.352941,0,1,0.304868,0.353136,0.349103,0.216796,0.389735,0.397936,0.532433,0.313707,0.465224,0.572595,0.436686,0.485551
0.352941,0.090909,0,0.367777,0.40199,0.34261,0.267744,0.321839,0.36315,0.483042,0.352638,0.445904,0.491303,0.411124,0.37903
0.352941,0.090909,0.033333,0.447196,0.508745,0.485776,0.364371,0.500134,0.539755,0.555812,0.521557,0.552164,0.669862,0.565917,0.546214
0.352941,0.090909,0.066667,0.337888,0.338058,0.300247,0.327829,0.361935,0.439602,0.662496,0.458494,0.561824,0.532481,0.497988,0.623836
0.352941,0.090909,0.1,0.162539,0.12696,0.13791,0.117006,0.224806,0.191131,0.329272,0.17278,0.259274,0.2989,0.271006,0.367089
0.352941,0.090909,0.133333,0.139767,0.204765,0.155844,0.095221,0.225875,0.234327,0.327955,0.246782,0.260819,0.393326,0.39645,0.502508
0.352941,0.090909,0.166667,0.210931,0.297648,0.173779,0.152143,0.234964,0.213303,0.342772,0.175676,0.249614,0.325524,0.340118,0.395032
0.352941,0.090909,0.2,0.183604,0.25,0.470315,0.200632,0.241647,0.181575,0.262101,0.166345,0.183539,0.303159,0.220828,0.285407
0.352941,0.090909,0.233333,0.216909,0.147165,0.266852,0.115601,0.115744,0.004969,0.205795,0.021557,0.124034,0.205538,0.045207,0.228803
0.352941,0.090909,0.266667,0.060347,0.117913,0.101732,0.060084,0.178027,0.068425,0.186368,0.121943,0.159196,0.235357,0.252308,0.325293
0.352941,0.090909,0.3,0.206376,0.321773,0.083797,0.099438,0.236033,0.172018,0.148173,0.21332,0.167311,0.242457,0.401183,0.298543
