@relation Folds5x2_pp-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute ﻿AT numeric
@attribute V numeric
@attribute AP numeric
@attribute RH numeric
@attribute PE numeric

@data
0.519547,0.715836,0.537738,0.721582,0.391788
0.704816,0.602313,0.486513,0.429357,0.212848
0.409348,0.235231,0.572878,0.685523,0.56
0.771671,0.89395,0.612225,0.343164,0.250066
0.348159,0.419217,0.463004,0.788606,0.544106
0.506799,0.517082,0.468696,0.86193,0.400265
0.191501,0.254982,0.198466,0.996515,0.715629
0.243626,0.27847,0.673843,0.921046,0.696159
0.360907,0.309253,0.87899,0.596917,0.603311
0.840793,0.778826,0.40683,0.379893,0.072583
0.688669,0.89395,0.60678,0.626676,0.257219
0.147025,0.257117,0.608265,0.832306,0.850993
0.264589,0.282918,0.736946,0.75429,0.706093
0.352975,0.337722,0.64489,0.615013,0.671788
0.383286,0.322776,0.700074,0.722252,0.523311
0.661473,0.620463,0.453353,0.573056,0.327417
0.286402,0.27153,0.569661,0.4,0.591258
0.580453,0.745374,0.604801,0.674129,0.437219
0.782153,0.817794,0.231873,0.557239,0.227947
0.300567,0.288612,0.658253,0.814343,0.60649
0.83881,0.778826,0.407077,0.423592,0.075762
0.569122,0.672064,0.461519,0.75429,0.35947
0.793768,0.770641,0.307845,0.611126,0.185695
0.071105,0.179893,0.616432,0.843834,0.897616
0.634844,0.561032,0.517694,0.595979,0.271921
0.714731,0.410142,0.388023,0.471448,0.277483
0.62153,0.73274,0.285078,0.802681,0.216026
0.166006,0.31121,0.473398,0.908713,0.777219
0.223513,0.209609,0.492452,0.665416,0.735232
0.406516,0.009253,0.413017,0.625737,0.550993
0.160623,0.233808,0.522643,0.694236,0.902914
0.094618,0.261744,0.479584,0.506032,0.99457
0.481586,0.475445,0.318733,0.982574,0.403444
0.738527,0.887367,0.456323,0.447051,0.252583
0.320963,0.272242,0.583519,0.927614,0.618411
0.813031,0.608719,0.450136,0.487668,0.220662
0.196034,0.294662,0.903737,0.860054,0.804371
0.34051,0.287011,0.673596,0.82748,0.653113
0.37762,0.29484,0.694383,0.478552,0.65457
0.761473,0.81726,0.404108,0.573592,0.169669
0.307932,0.281139,0.673101,0.774263,0.591656
0.221813,0.270463,0.732987,0.71126,0.836159
0.761473,0.85089,0.478594,0.576542,0.14702
0.309915,0.311388,0.544667,0.842895,0.726225
0.663456,0.730961,0.457313,0.34504,0.238675
0.236827,0.262278,0.523633,0.889276,0.785695
0.25864,0,0.410294,0.999196,0.670728
0.647592,0.429537,0.512992,0.453887,0.464238
0.53711,0.474911,0.478347,0.268767,0.460397
0.612465,0.622064,0.555556,0.586863,0.352583
0.234561,0.289324,0.552339,0.951743,0.577483
0.61983,0.683452,0.5073,0.723056,0.315364
0.703683,0.877402,0.565207,0.693834,0.207152
0.332861,0.435409,0.349418,0.86193,0.610199
0.549858,0.32153,0.447167,0.476005,0.368212
0.513598,0.713523,0.613957,0.581501,0.376291
0.577904,0.649644,0.445682,0.384182,0.349139
0.445326,0.450178,0.491215,0.884048,0.490331
0.151841,0.249822,0.460035,0.868901,0.848609
0.735411,0.656584,0.445187,0.548123,0.131523
0.77847,0.85089,0.482801,0.550804,0.133113
0.349858,0.33274,0.644147,0.680697,0.591391
0.190935,0.185231,0.5756,0.640214,0.810331
0.348725,0.249822,0.374412,0.682172,0.640662
0.103683,0.237011,0.604801,0.632038,0.866755
0.481303,0.399822,0.32096,0.686461,0.445563
0.506516,0.601068,0.571641,0.600134,0.376556
0.546742,0.290214,0.483791,0.365952,0.530728
0.059773,0.283808,0.156644,0.934316,0.888609
0.27932,0.309253,0.817372,0.723995,0.721722
0.346742,0.285231,0.647612,0.576139,0.687815
0.268272,0.270285,0.330116,0.968097,0.726887
0.273938,0.223488,0.385548,0.603083,0.697219
0.443626,0.32758,0.479089,0.686595,0.478808
0.675071,0.807117,0.427369,0.783378,0.283709
0.532295,0.707473,0.560257,0.616756,0.431788
0.554108,0.576512,0.641178,0.597319,0.455629
0.529745,0.356228,0.529572,0.584182,0.551126
0.72153,0.463879,0.45954,0.346113,0.400927
0.796034,0.794662,0.427864,0.516622,0.230066
0.448725,0.653737,0.661717,0.787399,0.423046
0.678754,0.818683,0.395694,0.715818,0.174702
0.21898,0.281317,0.665677,0.536863,0.806887
0.525496,0.571886,0.531304,0.769437,0.424106
0.710482,0.56032,0.479584,0.24504,0.214305
0.326912,0.245907,0.751052,0.488204,0.650066
0.626062,0.753203,0.380846,0.551609,0.259338
0.750142,0.649466,0.469686,0.51756,0.238278
0.352975,0.286833,0.542935,0.497855,0.502384
0.727195,0.641459,0.477852,0.261394,0.423576
0.912748,0.857651,0.33655,0.341957,0.265298
0.232295,0.274377,0.762683,0.838472,0.669669
0.347875,0.290036,0.40485,0.614477,0.657881
0.66204,0.571886,0.548874,0.47185,0.380795
0.193201,0.259786,0.77951,0.990751,0.735497
0.57762,0.602313,0.618164,0.640483,0.331523
0.531728,0.252135,0.316506,0.489678,0.527682
0.440793,0.270285,0.205395,0.614745,0.539205
0.797734,0.848754,0.40881,0.706434,0.133907
0.756941,0.425979,0.270725,0.457507,0.237219
0.35949,0.242705,0.597624,0.672788,0.596821
0.05949,0.179893,0.594655,0.81059,0.906093
0.444759,0.252313,0.428854,0.61622,0.554437
0.333144,0.313701,0.361792,0.849732,0.685828
0.162606,0.226335,0.655283,0.680429,0.863974
0.351558,0.35089,0.751547,0.788874,0.612053
0.388102,0.201957,0.523633,0.634853,0.603841
0.327195,0.254093,0.430834,0.907507,0.683841
0.167705,0.221352,0.688443,0.514343,0.843444
0.083853,0.248577,0.456075,0.582038,0.988742
0.724079,0.902669,0.362039,0.852011,0.173245
0.657507,0.789858,0.4244,0.88874,0.233245
0.122663,0.27153,0.564712,0.817024,0.813245
0.347592,0.321174,0.561742,0.383244,0.61894
0.440793,0.589502,0.477852,0.879088,0.477219
0.690368,0.779004,0.337788,0.809517,0.208477
0.553541,0.58363,0.601831,0.564343,0.431391
0.633428,0.416726,0.623361,0.664611,0.274172
0.419263,0.454448,0.502103,0.800268,0.530993
0.38187,0.28452,0.332343,0.764075,0.609404
0.522946,0.671352,0.586736,0.87319,0.350861
0.269688,0.281139,0.647365,0.825335,0.643841
0.720397,0.778826,0.405593,0.607105,0.160265
0.518414,0.296797,0.44296,0.465818,0.58106
0.586119,0.608185,0.37367,0.912466,0.330596
0.572521,0.695552,0.487008,0.299062,0.458808
0.547592,0.793238,0.395447,0.726273,0.270596
0.257507,0.29484,0.546152,0.947453,0.763841
0.517564,0.432918,0.382331,0.594102,0.440795
0.790368,0.85089,0.481564,0.502681,0.089801
0.25864,0.274911,0.820094,0.740349,0.742517
0.626629,0.763701,0.303638,0.594504,0.32702
0.393201,0.222598,0.700074,0.788472,0.598013
0.245609,0.260498,0.704281,0.843968,0.776159
0.735694,0.837544,0.342242,0.656434,0.123974
0.406799,0.292349,0.31898,0.713673,0.456424
0.866289,0.967616,0.347191,0.442627,0.130596
0.63711,0.780605,0.501856,0.460456,0.268874
0.786119,0.869395,0.360307,0.427614,0.166623
0.798867,0.85089,0.478594,0.473727,0.126887
0.414448,0.331673,0.781737,0.682976,0.530728
0.256374,0.216014,0.506558,0.670241,0.708477
0.747025,0.863345,0.321703,0.668231,0.188344
0.475071,0.695552,0.415491,0.563137,0.318146
0.761473,0.754982,0.448404,0.547453,0.259735
0.298584,0.285053,0.720119,0.399732,0.724238
0.862606,0.81726,0.384063,0.308579,0.154967
0.660623,0.473132,0.310072,0.489142,0.363444
0.493201,0.653737,0.656768,0.718901,0.417748
0.879037,0.877402,0.569166,0.08378,0.140662
0.647309,0.570641,0.501856,0.620107,0.333113
0.772521,0.742171,0.317743,0.423861,0.202781
0.654674,0.633274,0.544172,0.469437,0.33351
0.592635,0.736477,0.624598,0.784182,0.23404
0.859773,0.76121,0.296214,0.163673,0.124238
0.63796,0.423488,0.261569,0.475603,0.277351
0.258924,0.264413,0.4244,0.715818,0.75457
0.513314,0.653737,0.669389,0.681635,0.401457
0.702833,0.825089,0.406583,0.731099,0.15457
0.138244,0.325445,0.674338,0.589678,0.825298
0.775354,0.819751,0.464242,0.454826,0.311126
0.683853,0.603381,0.445682,0.60134,0.316954
0.144476,0.249288,0.66048,0.609383,0.899868
0.514448,0.601068,0.573125,0.603485,0.394702
0.368272,0.253025,0.463499,0.644504,0.623311
0.646459,0.7121,0.434051,0.202681,0.343974
0.506232,0.669039,0.68102,0.760054,0.441325
0.73881,0.851423,0.208612,0.808579,0.150066
0.311898,0.322776,0.72977,0.787668,0.677483
0.719263,0.935765,0.410542,0.710054,0.173907
0.615864,0.707473,0.57758,0.550804,0.346755
0.133428,0.181673,0.803761,0.707239,0.871523
0.628895,0.679715,0.527097,0.519437,0.315762
0.573938,0.617794,0.613462,0.612198,0.427815
0.345609,0.313701,0.352141,0.591555,0.648609
0.35949,0.291815,0.768374,0.789008,0.582384
0.234561,0.209609,0.497402,0.630429,0.707285
0.705666,0.716192,0.532541,0.354558,0.294305
0.78272,0.693416,0.458055,0.485523,0.292185
0.651275,0.442527,0.587231,0.503619,0.44106
0.783003,0.763523,0.372927,0.483512,0.168212
0.639093,0.76121,0.305122,0.451877,0.264371
0.369972,0.309786,0.619896,0.663539,0.553245
0.713031,0.811032,0.37367,0.571046,0.191656
0.685836,0.608719,0.452116,0.688606,0.34755
0.554958,0.341815,0.317001,0.637131,0.328874
0.345892,0.292171,0.45459,0.309115,0.604106
0.466572,0.618149,0.416481,0.807373,0.432715
0.505099,0.342349,0.568919,0.294906,0.626093
0.480453,0.252313,0.408315,0.506568,0.50755
0.493768,0.586655,0.513734,0.803083,0.384106
0.65779,0.631317,0.613709,0.45134,0.282384
0.484703,0.383808,0.420688,0.702681,0.442384
0.226629,0.33968,0.700322,0.87118,0.676291
0.089518,0.31121,0.52289,0.847453,0.830728
0.586402,0.731851,0.536996,0.502279,0.434702
0.564873,0.435231,0.547389,0.707373,0.463841
0.70255,0.837544,0.366741,0.673727,0.097351
0.292068,0.260498,0.639198,0.789008,0.554172
0.302266,0.257829,0.495917,0.464745,0.753775
0.515581,0.556762,0.689928,0.655496,0.486755
0.548725,0.349644,0.487008,0.301475,0.415364
0.222946,0.227758,0.560505,0.725335,0.731788
0.594618,0.423488,0.334323,0.690214,0.256821
0.277904,0.2879,0.669389,0.547855,0.761457
0.566572,0.713523,0.521653,0.356568,0.323179
0.179887,0.248043,0.655778,0.801877,0.833245
0.650708,0.731851,0.437021,0.570509,0.216689
0.125779,0.260854,0.971294,0.732708,0.809536
0.572805,0.699822,0.354368,0.672788,0.273642
0.319263,0.347687,0.682504,0.816354,0.68543
0.169405,0.27847,0.769859,0.960322,0.751523
0.367139,0.245552,0.574858,0.75496,0.663974
0.608215,0.834164,0.45558,0.870509,0.184768
0.475354,0.342883,0.274684,0.813137,0.521722
0.528329,0.463879,0.356842,0.907373,0.326093
0.634278,0.606228,0.415739,0.492493,0.270199
0.470255,0.347687,0.397921,0.646783,0.435232
0.480453,0.592527,0.431824,0.826944,0.45404
0.427195,0.424377,0.551844,0.600938,0.503179
0.372238,0.248221,0.402376,0.666756,0.562384
0.854391,0.777224,0.386291,0.296649,0.277086
0.114448,0.274199,0.731255,0.7937,0.799073
0.525779,0.785053,0.449146,0.787534,0.338411
0.105099,0.248577,0.416976,0.934182,0.955364
0.58102,0.612811,0.59218,0.517694,0.409934
0.596601,0.81726,0.376392,0.637265,0.291523
0.775637,0.717972,0.518683,0.334316,0.320927
0.144476,0.215836,0.449394,0.757507,0.816159
0.64051,0.722064,0.454343,0.529223,0.256556
0.638527,0.589502,0.448899,0.60429,0.335629
0.510482,0.249644,0.515714,0.450402,0.575629
0.579037,0.631317,0.623113,0.644906,0.314305
0.343343,0.311388,0.976986,0.61059,0.643974
0.206799,0.271886,0.687701,0.822386,0.74649
0.832011,0.935765,0.54442,0.536997,0.149934
0.218697,0.231673,0.682999,0.730831,0.765166
0.173654,0.185231,0.597624,0.504826,0.796291
0.101983,0.364947,0.385548,0.964477,0.784371
0.34051,0.33968,0.707993,0.578954,0.560795
0.342493,0.264057,0.500866,0.862601,0.581589
0.590085,0.603381,0.487256,0.777346,0.343576
0.479037,0.617616,0.567186,0.603083,0.451523
0.766856,0.859786,0.553328,0.297185,0.167815
0.272238,0.268149,0.806978,0.674129,0.923974
0.119263,0.285053,0.700569,0.846515,0.931258
0.256374,0.346797,0.526107,0.841823,0.749801
0.34221,0.326335,0.550111,0.528552,0.670464
0.497734,0.525623,0.598614,0.601877,0.448212
0.196317,0.194662,0.551596,0.48807,0.243311
0.402266,0.432028,0.828013,0.699598,0.497219
0.534561,0.769573,0.453106,0.794236,0.345298
0.382153,0.291815,0.734472,0.616622,0.613642
0.343343,0.347687,0.724078,0.809249,0.666623
0.371105,0.383274,0.660728,0.972386,0.549272
0.153824,0.281317,0.679535,0.737265,0.880795
0.394901,0.20694,0.365751,0.914745,0.584371
0.235411,0.32669,0.456323,0.965952,0.699205
0.539377,0.602313,0.495174,0.675737,0.320265
0.608499,0.668149,0.50631,0.572252,0.322517
0.36204,0.184164,0.551844,0.382976,0.649801
0.79745,0.755694,0.373917,0.247855,0.170464
0.674504,0.595374,0.423905,0.599866,0.316291
0.75949,0.967616,0.376887,0.533914,0.210066
0.62068,0.731673,0.265281,0.645979,0.216689
0.54051,0.8,0.453601,0.859517,0.29457
0.283569,0.281317,0.6585,0.404558,0.733113
0.033711,0.254093,0.448156,0.731635,0.860132
0.790085,0.74395,0.356842,0.549598,0.235497
0.553541,0.576512,0.605543,0.637265,0.427947
0.719263,0.937544,0.427122,0.866488,0.136291
0.593201,0.811032,0.37466,0.755898,0.260265
0.247875,0.2879,0.668894,0.715684,0.782384
0.584136,0.686477,0.49171,0.907239,0.321457
0.234844,0.285409,0.777035,0.809383,0.715497
0.709348,0.738434,0.343727,0.587668,0.238411
0.345892,0.262278,0.561,0.762466,0.623311
0.563173,0.39306,0.363029,0.692225,0.354967
0.199717,0.264591,0.61074,0.870107,0.76543
0.886969,0.764235,0.430834,0.224263,0.276424
0.291501,0.345374,0.648602,0.674129,0.56755
0.111331,0.364947,0.459045,0.943432,0.817748
0.219263,0.286121,0.548874,0.809383,0.814437
0.115581,0.251246,0.3024,0.459383,0.856291
0.455807,0.753559,0.282356,0.858311,0.390331
0.531728,0.42331,0.706013,0.410054,0.445166
0.696034,0.792171,0.384311,0.813539,0.158808
0.731161,0.814591,0.463004,0.365147,0.191523
0.769972,0.513167,0.492452,0.219035,0.295894
0.450708,0.454448,0.473398,0.804155,0.478675
0.752125,0.620463,0.424647,0.368231,0.275762
0.599717,0.791459,0.313289,0.784718,0.228212
0.607365,0.81726,0.375155,0.613941,0.290728
0.746176,0.816548,0.188567,0.7437,0.14596
0.254958,0.342883,0.685969,0.840885,0.709934
0.591218,0.452313,0.394457,0.599732,0.363311
0.209348,0.261032,0.597872,0.896783,0.796291
0.530028,0.576512,0.597377,0.74571,0.442119
0.73966,0.764057,0.547637,0.341555,0.22543
0.661473,0.385231,0.546894,0.515282,0.428874
0.671671,0.74395,0.357337,0.798391,0.261722
0.291218,0.229359,0.512744,0.746917,0.649404
0.814448,0.829537,0.293244,0.445174,0.118411
0.621813,0.64306,0.402376,0.575871,0.276821
0.479887,0.347687,0.37367,0.672922,0.430596
0.312465,0.274733,0.842861,0.593834,0.732848
0.515581,0.769929,0.481317,0.588874,0.45351
0.22238,0.292883,0.997278,0.638472,0.760397
0.711615,0.887367,0.428112,0.49008,0.183311
0.339377,0.35089,0.7951,0.788204,0.652848
0.595184,0.793238,0.291017,0.642225,0.22596
0.534844,0.452313,0.391487,0.889946,0.361854
0.568839,0.879359,0.432071,0.734987,0.322384
0.698017,0.778826,0.213808,0.858981,0.095894
0.747025,0.92847,0.472655,0.658981,0.136291
0.205666,0.27242,0.532541,0.600938,0.850861
0.667705,0.811032,0.3707,0.643834,0.345033
0.266006,0.285053,0.711705,0.486997,0.749801
0.358074,0.487367,0.769117,0.509786,0.524371
0.765722,0.620463,0.415986,0.448257,0.232583
0.462323,0.42758,0.702796,0.763539,0.506887
0.539943,0.56637,0.336798,0.689544,0.340265
0.411048,0.31637,0.540213,0.601475,0.597616
0.666856,0.847509,0.365256,0.784584,0.212318
0.815864,0.773665,0.452611,0.361126,0.260132
0.791785,0.857651,0.37565,0.794772,0.162252
0.420113,0.31637,0.64687,0.768365,0.513113
0.423796,0.301068,0.362287,0.638472,0.59947
0.719263,0.708541,0.459787,0.289276,0.221589
0.439377,0.290214,0.503341,0.569839,0.562649
0.67932,0.710142,0.504083,0.39933,0.261987
0.489235,0.591281,0.508043,0.580697,0.407815
0.085836,0.233808,0.471913,0.751475,0.94
0.687535,0.413523,0.265281,0.432172,0.243046
0.443343,0.653737,0.669884,0.783244,0.407947
0.413598,0.389324,0.565702,0.847453,0.499073
0.243059,0.264413,0.298441,0.885925,0.744768
0.32068,0.273843,0.573125,0.741421,0.691921
0.335977,0.286833,0.609255,0.509115,0.57894
0.149575,0.316192,0.619154,0.895576,0.858013
0.246742,0.286833,0.621381,0.582172,0.656159
0.550992,0.631317,0.632022,0.714075,0.341987
0.112748,0.364947,0.429102,0.936327,0.804106
0.187252,0.271886,0.729027,0.94933,0.742119
0.650708,0.769929,0.521406,0.243164,0.373113
0.616714,0.795018,0.446919,0.680429,0.201457
0.744193,0.85516,0.47711,0.498391,0.181987
0.088952,0.297331,0.296461,0.741555,0.866358
0.633994,0.383808,0.507548,0.319437,0.344901
0.228612,0.260498,0.705518,0.891421,0.812185
0.77847,0.840214,0.358822,0.633914,0.112185
0.063173,0.179893,0.609255,0.828284,0.882119
0.15779,0.282206,0.583519,0.948123,0.867152
0.248442,0.302135,0.728285,0.91756,0.723841
0.714164,0.840214,0.40386,0.852145,0.232318
0.130028,0.258719,0.367731,0.81756,0.871126
0.245042,0.279359,0.705766,0.761126,0.810728
0.815864,0.753203,0.298936,0.293566,0.126358
0.793768,0.829537,0.282851,0.562869,0.089007
0.848725,0.902669,0.35907,0.640751,0.151391
0.185269,0.268683,0.651819,0.63941,0.722252
0.848159,0.883096,0.256372,0.372252,0.139868
0.090368,0.271886,0.696857,0.928686,0.86106
0.664306,0.871352,0.541945,0.723861,0.175232
0.12153,0.248577,0.433309,0.935389,0.941854
0.153824,0.281317,0.679535,0.737265,0.880795
0.246742,0.299288,0.544667,0.939812,0.64596
0.392351,0.28452,0.21752,0.813673,0.573642
0.243626,0.201957,0.720861,0.790885,0.714437
0.545892,0.332562,0.377134,0.629491,0.388609
0.616997,0.591815,0.616679,0.551206,0.368609
0.55864,0.581673,0.495174,0.831233,0.36649
0.250992,0.270463,0.730017,0.701877,0.822517
0.354108,0.274377,0.777283,0.681635,0.573245
0.76289,0.8,0.377629,0.273861,0.15457
0.774504,0.785053,0.390745,0.405094,0.136159
0.48272,0.342883,0.400148,0.793432,0.482914
0.145042,0.280783,0.848552,0.792359,0.778808
0.636261,0.802669,0.397674,0.707105,0.185166
0.326912,0.281139,0.456075,0.852011,0.719338
0.254674,0.247687,0.440732,0.764879,0.775364
0.571955,0.461566,0.494432,0.807373,0.396291
0.166006,0.290036,0.578075,0.689544,0.857881
0.079603,0.23274,0.574115,0.637802,0.881854
0.305382,0.255516,0.615442,0.476944,0.661192
0.614164,0.425979,0.258847,0.702413,0.298013
0.510482,0.463879,0.35808,0.885791,0.386623
0.77762,0.782562,0.417471,0.443432,0.19947
0.225779,0.261032,0.604801,0.892091,0.799073
0.401983,0.314235,0.482059,0.182842,0.60596
0.48017,0.554626,0.671863,0.818499,0.42702
0.510198,0.685765,0.502351,0.715818,0.388742
0.563456,0.420996,0.39223,0.767292,0.34702
0.72153,0.840214,0.40386,0.863271,0.145828
0.587819,0.811744,0.316011,0.943566,0.272185
0.81898,0.82242,0.422915,0.332842,0.135099
0.568272,0.42758,0.670626,0.556166,0.42
0.199433,0.264413,0.389013,0.87185,0.821722
0.276771,0.254982,0.303885,0.81756,0.65351
0.675637,0.635587,0.497649,0.61193,0.341589
0.349858,0.341993,0.689433,0.695174,0.701457
0.173088,0.252313,0.460777,0.788874,0.810331
0.64051,0.568683,0.45954,0.406971,0.313642
0.803683,0.64306,0.418461,0.150804,0.220662
0.567705,0.586655,0.498391,0.547319,0.358278
0.814448,0.836833,0.174957,0.593164,0.140265
0.169122,0.274733,0.836674,0.80496,0.904371
0.322946,0.364947,0.38827,0.80563,0.567417
0.52238,0.586655,0.503836,0.581233,0.379735
0.356374,0.309786,0.605543,0.773727,0.574702
0.569688,0.420996,0.40584,0.844504,0.305298
0.817564,0.81726,0.382826,0.355496,0.132715
0.61728,0.566014,0.419451,0.652949,0.341589
0.249575,0.296441,0.17174,0.953083,0.690728
0.226062,0.254982,0.234348,0.91555,0.680132
0.336544,0.15427,0.632517,0.538874,0.647152
0.631728,0.732206,0.555803,0.408177,0.224503
0.534561,0.296797,0.428359,0.507641,0.581192
0.693768,0.463879,0.47414,0.510188,0.291656
0.676771,0.78452,0.518931,0.420241,0.222252
0.5,0.296797,0.45558,0.467694,0.609007
0.274221,0.2879,0.67508,0.607909,0.748079
0.888385,0.801423,0.286068,0.434853,0.130861
0.330028,0.285409,0.657511,0.618901,0.624371
0.723229,0.811744,0.394209,0.614745,0.244636
0.634278,0.693416,0.451868,0.786461,0.298278
0.542493,0.785053,0.449146,0.765013,0.318543
0.765156,0.826335,0.447414,0.564075,0.217881
0.211331,0.194662,0.842366,0.624263,0.786755
0.273938,0.192527,0.597377,0.483378,0.651391
0.345326,0.274733,0.823559,0.392225,0.723311
0.317847,0.282918,0.724573,0.726944,0.606093
0.747025,0.827224,0.39322,0.768365,0.100265
0.310482,0.273132,0.538728,0.633378,0.679868
0.746176,0.828826,0.342489,0.571716,0.098411
0.590368,0.632918,0.335066,0.798525,0.268344
0.675071,0.439324,0.348429,0.565147,0.272848
0.570255,0.571886,0.538233,0.70992,0.408477
0.598867,0.754982,0.420688,0.886461,0.290464
0.096317,0.283808,0.262806,0.880295,0.876821
0.430878,0.346797,0.531799,0.497319,0.526093
0.888669,0.835053,0.411284,0.439544,0.198675
0.794334,0.649288,0.310814,0.486461,0.21457
0.701133,0.715836,0.487751,0.518633,0.309934
0.555524,0.327936,0.565949,0.234853,0.555364
0.624646,0.683452,0.537243,0.761528,0.269139
0.354958,0.311388,0.961643,0.552949,0.608079
0.808782,0.791103,0.423905,0.384182,0.248874
0.46204,0.326157,0.594407,0.367158,0.588344
0.756941,0.760142,0.504331,0.22748,0.24702
0.617847,0.649644,0.425142,0.311126,0.36649
0.594901,0.597865,0.510022,0.403485,0.432185
0.695467,0.859786,0.522148,0.816086,0.134172
0.778754,0.859609,0.315516,0.532842,0.143179
0.635977,0.785587,0.50829,0.370912,0.295364
0.709348,0.825089,0.424895,0.531903,0.128609
0.711048,0.823488,0.289532,0.777212,0.244636
0.641926,0.811032,0.37565,0.750536,0.212318
0.46034,0.713879,0.64093,0.702279,0.451391
0.686686,0.347509,0.419203,0.412869,0.303576
0.798867,0.658007,0.306607,0.493029,0.207682
0.60255,0.695374,0.54343,0.59504,0.375497
0.228045,0.304804,0.402623,0.74866,0.761854
0.272805,0.285231,0.660728,0.729088,0.771656
0.314164,0.321174,0.569908,0.450268,0.582781
0.329462,0.302135,0.621381,0.952949,0.52106
0.894051,0.955338,0.353873,0.497051,0.13457
0.765156,0.717972,0.528335,0.385255,0.383046
0.617847,0.424377,0.52487,0.321448,0.308212
0.477054,0.475445,0.311557,0.997051,0.387947
0.141643,0.234875,0.584261,0.608981,0.889934
0.488102,0.32153,0.40485,0.57882,0.437881
0.496034,0.490036,0.59317,0.571582,0.495364
0.136827,0.174911,0.666667,0.676273,0.844636
0.563739,0.710142,0.503588,0.509651,0.32649
0.415014,0.413523,0.326404,0.850402,0.388344
0.16119,0.225979,0.719376,0.776005,0.870464
0.636261,0.882028,0.490968,0.646783,0.301987
0.401983,0.319929,0.512002,0.714611,0.548874
0.438244,0.722064,0.512992,0.863405,0.456954
0.718697,0.813167,0.377877,0.814477,0.137748
0.350425,0.313701,0.353873,0.63874,0.636954
0.756091,0.91637,0.163326,0.695845,0.137219
0.869405,0.859786,0.538481,0.40429,0.097616
0.568839,0.591815,0.5756,0.657239,0.39457
0.605382,0.599288,0.459045,0.720107,0.302781
0.630595,0.855872,0.33952,0.642091,0.240397
0.665722,0.715836,0.452116,0.725871,0.274172
0.66119,0.767794,0.503836,0.626676,0.274172
0.216431,0.294662,0.90151,0.878418,0.629536
0.713881,0.758363,0.324672,0.568633,0.190596
0.515581,0.614057,0.646127,0.784987,0.372583
0.468839,0.463879,0.437515,0.866086,0.523709
0.745326,0.586655,0.512744,0.189142,0.376954
0.463739,0.649644,0.389755,0.545845,0.434967
0.62068,0.591815,0.579807,0.611394,0.355894
0.718414,0.638612,0.498391,0.601475,0.207152
0.119547,0.274377,0.807721,0.980161,0.796026
0.588385,0.582918,0.544172,0.737668,0.371656
0.62153,0.64306,0.377877,0.584182,0.292583
0.694618,0.695552,0.500619,0.237936,0.402781
0.464589,0.252313,0.418708,0.608043,0.549272
0.573654,0.32153,0.434793,0.434987,0.379603
0.44136,0.303915,0.515466,0.646515,0.546887
0.212181,0.270463,0.736204,0.678016,0.789536
0.918697,0.877402,0.577827,0,0.070464
0.151841,0.294662,0.967087,0.781501,0.858543
0.6,0.770641,0.34051,0.697855,0.349801
0.572521,0.78452,0.518436,0.672788,0.264901
0.626912,0.605516,0.530314,0.656702,0.243444
0.579887,0.596085,0.524375,0.548391,0.348212
0.302833,0.358541,0.566939,0.76756,0.654702
0.464023,0.33274,0.602574,0.712735,0.475099
0.464306,0.253915,0.30834,0.717024,0.638808
0.318697,0.335231,0.64489,0.805898,0.645828
0.222946,0.253559,0.562732,0.656032,0.725298
0.777337,0.778826,0.430092,0.560188,0.079868
0.366856,0.273132,0.605791,0.610054,0.600265
0.25864,0.254982,0.287305,0.814075,0.522252
0.470255,0.653737,0.680772,0.70429,0.488477
0.799717,0.745374,0.61074,0.168633,0.19298
0.172521,0.327936,0.575353,0.770643,0.860927
0.573371,0.614947,0.400148,0.913941,0.233642
0.775637,0.8,0.380846,0.400268,0.101192
0.633144,0.62153,0.623608,0.508445,0.343179
0.791501,0.8,0.357832,0.405362,0.091921
0.592635,0.68274,0.401633,0.92815,0.284636
0.315581,0.262278,0.554813,0.810322,0.67298
0.247309,0.29484,0.587726,0.910992,0.786623
0.287252,0.297331,0.634249,0.793164,0.631126
0.424929,0.364947,0.39124,0.971046,0.472848
0.483853,0.671352,0.633012,0.794772,0.393907
0.285552,0.271886,0.702796,0.959786,0.751391
0.342776,0.264769,0.597377,0.809249,0.609007
0.75864,0.884698,0.314031,0.465684,0.297219
0.579037,0.73274,0.29077,0.852413,0.224238
0.629745,0.473132,0.327642,0.648257,0.394834
0.681303,0.635587,0.51027,0.562198,0.389536
0.739377,0.834164,0.441722,0.606434,0.138675
0.635127,0.561032,0.480822,0.569437,0.278543
0.194901,0.274911,0.824053,0.813539,0.851523
0.792351,0.85516,0.454838,0.365013,0.335364
0.331728,0.286121,0.567186,0.541689,0.686755
0.405949,0.335409,0.679782,0.737668,0.54
0.681586,0.678114,0.461519,0.534718,0.339205
0.422096,0.370463,0.463252,0.941823,0.518411
0.482436,0.746619,0.488493,0.755094,0.383444
0.684703,0.85089,0.479832,0.807239,0.257881
0.371671,0.249644,0.530067,0.738874,0.643974
0.682153,0.869395,0.359812,0.750536,0.178411
0.198584,0.323843,0.545904,0.750402,0.827152
0.796601,0.827224,0.384558,0.55067,0.086887
0.416431,0.47153,0.729522,0.745576,0.294305
0.54136,0.794662,0.449641,0.805228,0.234437
0.599717,0.850712,0.471418,0.86555,0.241589
0.804249,0.826335,0.451373,0.470509,0.220927
