@relation 'space_ga -weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0'

@attribute ln(VOTES/POP) numeric
@attribute POP numeric
@attribute EDUCATION numeric
@attribute HOUSES numeric
@attribute INCOME numeric
@attribute XCOORD numeric
@attribute YCOORD numeric

@data
0.819924,0.499859,0.518718,0.534778,0.455827,0.533238,0.698706
0.809706,0.395624,0.399841,0.430085,0.318128,0.561988,0.659072
0.819642,0.407716,0.404091,0.430121,0.310274,0.537731,0.658644
0.817969,0.454742,0.45805,0.488035,0.390753,0.580415,0.731661
0.814954,0.542035,0.553255,0.576401,0.499038,0.583805,0.666358
0.831747,0.446689,0.466719,0.483493,0.392341,0.513567,0.769928
0.832418,0.600839,0.602629,0.624759,0.561581,0.588912,0.731794
0.808497,0.429719,0.439287,0.459927,0.369958,0.522091,0.769965
0.826601,0.487391,0.49443,0.523169,0.424752,0.571964,0.748044
0.83605,0.463701,0.477184,0.499468,0.404438,0.555284,0.756475
0.804299,0.430248,0.442844,0.461856,0.367008,0.546971,0.742661
0.808483,0.400448,0.414694,0.430228,0.32647,0.505652,0.658864
0.843536,0.423099,0.439449,0.45543,0.360718,0.526996,0.713476
0.848246,0.436851,0.450986,0.469144,0.387452,0.555263,0.728775
0.820955,0.422834,0.433685,0.457377,0.350228,0.525059,0.698517
0.826099,0.457716,0.47352,0.487941,0.402121,0.539045,0.727926
0.818397,0.432506,0.444829,0.465162,0.372851,0.538456,0.757664
0.818791,0.476159,0.484125,0.508005,0.417921,0.547305,0.72787
0.811168,0.447703,0.459351,0.479482,0.377031,0.501943,0.698668
0.814144,0.463207,0.473035,0.493185,0.401658,0.577289,0.669211
0.856788,0.413683,0.413553,0.449126,0.34615,0.563661,0.768885
0.838745,0.42385,0.437948,0.456128,0.366743,0.530331,0.744835
0.842208,0.395611,0.406424,0.425413,0.330159,0.507186,0.727943
0.843002,0.44446,0.454001,0.476257,0.386022,0.568073,0.698683
0.792734,0.472319,0.47219,0.504311,0.41297,0.594382,0.718814
0.831216,0.520808,0.530929,0.555532,0.470813,0.550642,0.698619
0.804241,0.452742,0.468262,0.475957,0.379951,0.570151,0.671098
0.843459,0.600806,0.606416,0.599037,0.555741,0.576482,0.697762
0.816176,0.467292,0.47268,0.495194,0.402487,0.584577,0.716926
0.824337,0.429082,0.439465,0.468328,0.357878,0.566043,0.683902
0.843056,0.472325,0.480387,0.501994,0.413778,0.530435,0.762667
0.801089,0.535967,0.544141,0.568377,0.486418,0.578451,0.654706
0.831758,0.657838,0.671569,0.689495,0.632078,0.576387,0.715203
0.778845,0.418187,0.427704,0.452388,0.357086,0.582275,0.678862
0.833069,0.409334,0.421111,0.446963,0.331903,0.545802,0.670848
0.85481,0.423881,0.424008,0.45543,0.358264,0.494894,0.769754
0.86372,0.424244,0.441779,0.458322,0.357577,0.533646,0.683634
0.814553,0.481281,0.482906,0.510736,0.414612,0.557841,0.683772
0.82166,0.503123,0.501489,0.530925,0.443265,0.549781,0.683804
0.834632,0.532912,0.548578,0.563001,0.489591,0.55154,0.71327
0.778557,0.429292,0.436739,0.456422,0.365318,0.505328,0.671112
0.84052,0.422813,0.433771,0.459696,0.363194,0.555344,0.769157
0.812917,0.421287,0.428623,0.453689,0.347463,0.49941,0.713986
0.812965,0.398873,0.405597,0.435441,0.322292,0.553871,0.670901
0.811083,0.434017,0.446263,0.467198,0.370144,0.513486,0.671022
0.774148,0.526788,0.530508,0.558271,0.484083,0.584894,0.690243
0.822365,0.453115,0.456902,0.486725,0.392025,0.5052,0.757567
0.798265,0.388106,0.387182,0.420132,0.322833,0.505309,0.769934
0.780952,0.465416,0.477773,0.491766,0.398077,0.513605,0.658653
0.835618,0.42578,0.43531,0.454536,0.359595,0.521904,0.75786
0.806376,0.483451,0.488103,0.510692,0.428079,0.49477,0.742922
0.851675,0.416885,0.430558,0.446993,0.356024,0.521932,0.742784
0.833889,0.711857,0.726147,0.740332,0.690545,0.541522,0.6984
0.779433,0.595659,0.600634,0.627076,0.550233,0.506606,0.684016
0.826782,0.46617,0.475091,0.488917,0.401276,0.559839,0.698977
0.858222,0.364851,0.378214,0.401336,0.270567,0.529595,0.658521
0.810836,0.437148,0.444859,0.468772,0.374134,0.514414,0.728164
0.813721,0.650279,0.660296,0.676135,0.627927,0.593567,0.696747
0.816544,0.438532,0.451397,0.466723,0.3743,0.510792,0.698327
0.83906,0.502402,0.488828,0.531453,0.440175,0.495453,0.757522
0.833192,0.591128,0.58736,0.583729,0.535547,0.543333,0.713416
0.81698,0.463876,0.472424,0.498431,0.400551,0.559835,0.71529
0.845663,0.391677,0.399917,0.427961,0.305195,0.521687,0.658478
0.803871,0.434942,0.444738,0.470044,0.364793,0.529634,0.670861
0.803483,0.391488,0.400396,0.430299,0.300844,0.57006,0.659346
0.804095,0.532132,0.536109,0.571194,0.477197,0.562004,0.670956
0.837127,0.511131,0.53001,0.545277,0.465735,0.541673,0.683753
0.768034,0.466949,0.477805,0.498043,0.407009,0.574236,0.683908
0.836442,0.391937,0.398951,0.43083,0.301474,0.545805,0.658666
0.823426,0.54229,0.551968,0.569789,0.494115,0.530752,0.730165
0.845444,0.43037,0.439157,0.46163,0.364549,0.538765,0.769976
0.799282,0.475933,0.463747,0.493895,0.400074,0.572002,0.766292
0.808384,0.611325,0.620171,0.641419,0.56665,0.497939,0.728223
0.829509,0.398297,0.409358,0.434327,0.337094,0.546881,0.769885
0.804396,0.45081,0.464834,0.481205,0.394828,0.538597,0.742765
0.782278,0.445997,0.451679,0.484498,0.376528,0.510949,0.538497
0.803757,0.393651,0.393792,0.43385,0.314056,0.51109,0.552295
0.793483,0.459194,0.463316,0.483016,0.38715,0.510697,0.607738
0.809496,0.371267,0.38724,0.405855,0.311844,0.451174,0.510498
0.812337,0.507956,0.517395,0.541725,0.457883,0.449921,0.56344
0.807062,0.450705,0.454192,0.484282,0.379316,0.518886,0.537133
0.810343,0.42266,0.43287,0.455861,0.346314,0.50632,0.620064
0.797613,0.537871,0.552222,0.572668,0.49548,0.483857,0.533656
0.828041,0.309936,0.323634,0.343168,0.228173,0.488112,0.555915
0.788346,0.349069,0.353073,0.388811,0.264334,0.494252,0.507558
0.807648,0.476951,0.474265,0.51824,0.40128,0.518976,0.50818
0.831078,0.31948,0.329038,0.359356,0.243835,0.397394,0.61829
0.866032,0.2881,0.315743,0.322901,0.21735,0.431157,0.510971
0.827688,0.405956,0.422021,0.441979,0.329623,0.478021,0.600168
0.813468,0.429757,0.442688,0.458843,0.346636,0.46934,0.605724
0.767823,0.399671,0.402656,0.434869,0.331346,0.503274,0.553214
0.854051,0.28648,0.310131,0.319737,0.21121,0.440628,0.508888
0.789124,0.523529,0.531261,0.554135,0.470067,0.483805,0.510762
0.795644,0.530299,0.529398,0.56137,0.457023,0.518877,0.522445
0.841188,0.336644,0.350458,0.371084,0.263229,0.419814,0.618463
0.788785,0.469294,0.481137,0.505268,0.402854,0.478141,0.579635
0.784363,0.397853,0.397715,0.429622,0.315266,0.513639,0.61863
0.771477,0.585184,0.579634,0.578061,0.521647,0.51118,0.580492
0.850787,0.33207,0.35147,0.368256,0.25342,0.440231,0.538288
0.812311,0.326624,0.333167,0.368954,0.23009,0.494264,0.520291
0.783655,0.493111,0.491346,0.513073,0.431617,0.440042,0.581844
0.836722,0.371467,0.386596,0.410205,0.287985,0.459643,0.572538
0.761426,0.475825,0.48242,0.502736,0.430273,0.414763,0.545172
0.784513,0.483498,0.493803,0.51053,0.430504,0.430002,0.530214
0.779285,0.476682,0.479795,0.511497,0.415979,0.511165,0.567119
0.58367,0.502094,0.496584,0.48743,0.43449,0.485349,0.585211
0.848183,0.313428,0.326754,0.353863,0.232265,0.419267,0.582035
0.860509,0.322594,0.339247,0.358033,0.248579,0.430051,0.60008
0.787365,0.364597,0.373807,0.387685,0.3119,0.404815,0.524776
0.795007,0.341681,0.348263,0.370744,0.27667,0.420447,0.532433
0.867462,0.251523,0.269025,0.283455,0.178438,0.396072,0.563137
0.821628,0.397243,0.410308,0.436009,0.318751,0.494558,0.538063
0.877927,0.282029,0.301177,0.318898,0.20006,0.396268,0.542908
0.804736,0.386939,0.401991,0.424396,0.31689,0.461885,0.509373
0.792858,0.507168,0.517996,0.531571,0.452511,0.47342,0.545076
0.800512,0.311717,0.324588,0.336172,0.243411,0.412522,0.524766
0.878251,0.273812,0.294772,0.30899,0.199336,0.429739,0.546891
0.819663,0.415665,0.434098,0.456315,0.347129,0.502155,0.603103
0.799783,0.440266,0.456343,0.480839,0.379935,0.509506,0.595007
0.866331,0.350705,0.37171,0.390089,0.260659,0.459412,0.618491
0.830425,0.699556,0.728945,0.733847,0.703738,0.519389,0.580489
0.813958,0.301259,0.311516,0.333545,0.238879,0.404755,0.542998
0.820115,0.39652,0.405669,0.428506,0.329629,0.460875,0.524669
0.835332,0.327101,0.346476,0.359279,0.255432,0.440534,0.524596
0.773682,0.488951,0.494803,0.526914,0.420416,0.510991,0.50911
0.887234,0.278933,0.30079,0.316582,0.207252,0.419713,0.563503
0.700209,0.556277,0.566649,0.564725,0.503826,0.515576,0.593901
0.870168,0.33176,0.345826,0.373299,0.243862,0.459536,0.587221
0.812828,0.389569,0.398206,0.428034,0.30984,0.519058,0.551935
0.851811,0.310044,0.323634,0.347668,0.232371,0.407687,0.581844
0.780997,0.521256,0.524566,0.537471,0.465321,0.495934,0.562666
0.795121,0.497149,0.505541,0.526889,0.439641,0.469488,0.559561
0.802995,0.437721,0.440988,0.472491,0.361769,0.479199,0.558447
0.8226,0.431389,0.441051,0.469375,0.360276,0.48924,0.618192
0.830746,0.339922,0.354522,0.3731,0.260257,0.421595,0.511157
0.774411,0.472742,0.48338,0.505549,0.418725,0.519188,0.56701
0.840914,0.387305,0.401892,0.421667,0.311819,0.459615,0.601949
0.778347,0.535519,0.539162,0.57372,0.477966,0.503147,0.50902
0.813141,0.368875,0.382072,0.404594,0.290051,0.487221,0.572152
0.857236,0.304907,0.324706,0.337262,0.240535,0.396006,0.509374
0.8489,0.413965,0.4192,0.451154,0.335564,0.498254,0.618092
0.800016,0.463031,0.47093,0.500576,0.399224,0.510926,0.524515
0.868712,0.336671,0.349479,0.376492,0.265205,0.429431,0.563248
0.84996,0.373225,0.384964,0.408373,0.294573,0.429725,0.618416
0.79366,0.442871,0.454343,0.483235,0.377132,0.503407,0.570605
0.838811,0.362659,0.374618,0.403838,0.275306,0.449711,0.600085
0.839907,0.361229,0.380794,0.400749,0.278666,0.469395,0.590915
0.81372,0.388855,0.409992,0.419455,0.32066,0.4415,0.550848
0.841458,0.380409,0.395536,0.418085,0.302653,0.439472,0.618443
0.796962,0.439343,0.452827,0.475482,0.369791,0.492689,0.601369
0.808534,0.411691,0.424889,0.44505,0.349732,0.450197,0.528348
0.854228,0.325724,0.339046,0.361192,0.24527,0.408973,0.618656
0.779798,0.574112,0.582827,0.606868,0.526894,0.461682,0.541541
0.85709,0.386435,0.404187,0.427852,0.301336,0.46944,0.620285
0.820205,0.423921,0.437321,0.45918,0.360138,0.459725,0.55785
0.624702,0.578543,0.562338,0.54209,0.503818,0.48574,0.597717
0.822876,0.373083,0.383666,0.412521,0.299893,0.439851,0.600155
0.877116,0.338468,0.347397,0.381718,0.255084,0.440149,0.565271
0.837618,0.398606,0.410667,0.439124,0.339361,0.449728,0.582086
0.804696,0.548189,0.561272,0.578607,0.503464,0.469483,0.576151
0.81133,0.351569,0.371221,0.38706,0.290938,0.41194,0.56352
0.779552,0.728294,0.738783,0.752489,0.707315,0.472764,0.529856
0.765991,0.448804,0.454643,0.474656,0.406768,0.412886,0.509102
0.80789,0.651733,0.667943,0.680182,0.620378,0.502864,0.587162
0.853701,0.307568,0.319337,0.348019,0.222518,0.420153,0.600146
0.812049,0.380949,0.394735,0.41423,0.313779,0.397571,0.600154
0.872117,0.364087,0.376846,0.406318,0.26845,0.449398,0.618452
0.848575,0.359652,0.380448,0.400504,0.282762,0.450554,0.544702
0.824093,0.267979,0.277191,0.287788,0.191417,0.396427,0.524595
0.826534,0.33396,0.354437,0.368536,0.274951,0.404658,0.50958
0.797262,0.487326,0.497629,0.524607,0.43572,0.472529,0.510717
0.854474,0.388945,0.398077,0.41727,0.325046,0.40931,0.600484
0.845069,0.327101,0.332682,0.364756,0.252497,0.430328,0.58205
0.842203,0.371194,0.386154,0.410647,0.299405,0.495048,0.58346
0.864664,0.260378,0.277998,0.294162,0.165491,0.396961,0.581526
0.831727,0.392812,0.394896,0.430299,0.309,0.479407,0.618431
0.817202,0.291255,0.299225,0.317319,0.214414,0.404148,0.56352
0.775298,0.423343,0.430558,0.464285,0.34319,0.503149,0.524604
0.81551,0.341453,0.345218,0.378204,0.247442,0.503202,0.538454
0.74683,0.658431,0.652142,0.684084,0.611512,0.520377,0.590189
0.79949,0.442543,0.392426,0.478483,0.342224,0.68789,0.505479
0.757419,0.436912,0.39696,0.468094,0.345166,0.671839,0.490566
0.775296,0.42265,0.405431,0.459464,0.353676,0.693084,0.54338
0.806184,0.394215,0.384874,0.437334,0.314081,0.622178,0.503745
0.740678,0.514878,0.484524,0.542007,0.439533,0.676481,0.499369
0.764555,0.402958,0.354859,0.428289,0.298029,0.715103,0.549115
0.761025,0.51027,0.461191,0.52844,0.422619,0.716307,0.489886
0.724255,0.534814,0.536525,0.561774,0.494365,0.697639,0.584256
0.724288,0.462841,0.451057,0.478441,0.388705,0.706799,0.551766
0.773071,0.559354,0.553705,0.589004,0.509754,0.733673,0.55832
0.737767,0.486031,0.474625,0.509433,0.422029,0.69523,0.527132
0.739133,0.380048,0.351426,0.406364,0.287657,0.709065,0.572429
0.749696,0.44332,0.393384,0.461403,0.348323,0.722503,0.522938
0.799489,0.448926,0.415313,0.486456,0.359827,0.667588,0.533615
0.725145,0.52399,0.50709,0.563736,0.466013,0.680587,0.54196
0.791716,0.411876,0.360879,0.443926,0.312699,0.663174,0.509856
0.787212,0.434503,0.41764,0.467506,0.356007,0.642162,0.507296
0.753444,0.511493,0.493733,0.532421,0.434055,0.635041,0.485051
0.749395,0.592754,0.579305,0.615527,0.543121,0.703825,0.583067
0.824684,0.352379,0.341918,0.394713,0.264966,0.622615,0.494876
0.752676,0.396862,0.372575,0.415617,0.316919,0.690606,0.571454
0.723891,0.481919,0.435395,0.51649,0.389662,0.72728,0.55696
0.778475,0.436772,0.382719,0.471185,0.322983,0.694134,0.514612
0.616647,0.57357,0.553589,0.564514,0.50015,0.648854,0.496612
0.744316,0.495111,0.485788,0.5166,0.437771,0.707947,0.541968
0.727099,0.467956,0.392948,0.486014,0.356557,0.715659,0.507637
0.851157,0.397812,0.336337,0.429478,0.266114,0.690485,0.489183
0.783562,0.399326,0.37445,0.438021,0.31281,0.638294,0.516074
0.794396,0.378117,0.313889,0.407191,0.264252,0.685993,0.491827
0.756136,0.595365,0.590011,0.62367,0.545814,0.655995,0.531894
0.813903,0.401102,0.352686,0.439702,0.293789,0.670864,0.510019
0.745096,0.363515,0.303163,0.395756,0.252593,0.726457,0.548248
0.742907,0.433637,0.391652,0.462382,0.336521,0.711151,0.530253
0.729782,0.679066,0.679302,0.679916,0.641167,0.702411,0.545004
0.747358,0.421681,0.384694,0.450842,0.326772,0.715918,0.558972
0.728832,0.541041,0.499231,0.570951,0.464776,0.732633,0.524466
0.812915,0.533909,0.534605,0.554163,0.486973,0.695008,0.553121
0.780864,0.394594,0.369561,0.418933,0.309717,0.618945,0.482203
0.759046,0.334973,0.304735,0.360049,0.251868,0.6953,0.57512
0.78883,0.413297,0.38636,0.44034,0.319373,0.701075,0.528234
0.724628,0.425334,0.405882,0.458921,0.351507,0.699699,0.570161
0.777667,0.517547,0.499936,0.555559,0.448817,0.628402,0.489369
0.78227,0.468049,0.423059,0.506231,0.376165,0.669093,0.520418
0.790109,0.415054,0.368846,0.450359,0.314428,0.683071,0.511949
0.769922,0.522676,0.514632,0.560043,0.468089,0.72959,0.566066
0.798544,0.37467,0.367834,0.411479,0.298879,0.661443,0.536538
0.587741,0.59872,0.579362,0.596407,0.531402,0.675849,0.530401
0.759241,0.52684,0.481299,0.548792,0.44952,0.72439,0.494973
0.759913,0.442239,0.419118,0.461378,0.359233,0.704658,0.561905
0.791833,0.441669,0.397195,0.472714,0.341133,0.677183,0.513397
0.732798,0.529236,0.520197,0.553466,0.480124,0.647424,0.53472
0.765829,0.426195,0.410913,0.457403,0.342404,0.690691,0.562432
0.805977,0.361917,0.352167,0.396376,0.281229,0.62265,0.487467
0.729114,0.540786,0.520165,0.573514,0.486103,0.648033,0.513998
0.755858,0.415187,0.335608,0.447022,0.296923,0.71038,0.51861
0.770494,0.784815,0.780598,0.810274,0.75706,0.68118,0.551126
0.728035,0.488327,0.477174,0.502752,0.418658,0.700241,0.537795
0.746249,0.481025,0.447202,0.511015,0.402463,0.731197,0.536635
0.738132,0.637165,0.627864,0.659385,0.595536,0.701057,0.58254
0.811241,0.447834,0.396277,0.471885,0.354798,0.728999,0.515682
0.722796,0.496988,0.447113,0.520355,0.397152,0.713143,0.496392
0.747225,0.420336,0.391402,0.457139,0.330901,0.680534,0.524365
0.744597,0.521434,0.485778,0.554364,0.439706,0.708406,0.505732
0.761269,0.430605,0.382627,0.4547,0.337079,0.732913,0.545778
0.754554,0.378419,0.329094,0.406825,0.266139,0.715511,0.525935
0.761456,0.429482,0.36209,0.450502,0.330308,0.721401,0.505008
0.667065,0.497781,0.451862,0.528983,0.411216,0.730755,0.505987
0.722903,0.430219,0.372885,0.457535,0.327115,0.721385,0.565584
0.725909,0.458907,0.414523,0.490729,0.362724,0.698881,0.520262
0.805032,0.398713,0.383727,0.441321,0.317674,0.633755,0.509956
0.717253,0.483133,0.455186,0.510102,0.403146,0.659683,0.495048
0.741991,0.375176,0.365327,0.396736,0.285169,0.638486,0.501688
0.773368,0.56954,0.570321,0.600976,0.51876,0.627216,0.503408
0.768017,0.434485,0.364463,0.46082,0.312984,0.702009,0.490052
0.759076,0.404801,0.38324,0.442446,0.324745,0.652928,0.523319
0.708372,0.559273,0.524812,0.556106,0.475983,0.705631,0.531526
0.816423,0.420514,0.35303,0.448866,0.320071,0.727045,0.530516
0.745984,0.448865,0.418403,0.476877,0.359246,0.688103,0.524405
0.790177,0.491722,0.484805,0.535632,0.426184,0.633959,0.496006
0.756787,0.42137,0.365476,0.454944,0.349028,0.736662,0.534711
0.746315,0.455761,0.43612,0.470548,0.37663,0.713595,0.568323
0.690643,0.468222,0.466933,0.469929,0.39139,0.671349,0.542328
0.716663,0.338075,0.277797,0.373828,0.218334,0.717515,0.540992
0.757878,0.461741,0.447954,0.49211,0.387703,0.695047,0.534966
0.778422,0.399246,0.345686,0.431778,0.28867,0.681743,0.500586
0.836816,0.423079,0.36725,0.452025,0.3167,0.680177,0.48882
0.728556,0.462645,0.437403,0.487144,0.382185,0.712184,0.544453
0.755844,0.416831,0.35208,0.443436,0.308452,0.723615,0.539952
0.759007,0.50796,0.478306,0.545869,0.443636,0.654955,0.510033
0.747761,0.488681,0.476208,0.519009,0.416862,0.68463,0.534977
0.722641,0.374179,0.342113,0.395704,0.279852,0.710287,0.557583
0.799386,0.47213,0.44261,0.509329,0.398918,0.660284,0.520986
0.75166,0.491394,0.499289,0.517424,0.446003,0.685023,0.559941
0.767328,0.39314,0.361779,0.42256,0.29596,0.695871,0.565422
0.708535,0.349023,0.284573,0.373167,0.206954,0.716012,0.518473
0.758779,0.408582,0.385173,0.43776,0.324144,0.704231,0.572437
0.728411,0.505727,0.45726,0.529941,0.428014,0.724211,0.511365
0.734694,0.585505,0.53823,0.618214,0.522357,0.738896,0.520769
0.760222,0.405845,0.351906,0.434666,0.305812,0.713598,0.536045
0.813544,0.540218,0.509583,0.573499,0.460304,0.700344,0.505363
0.811098,0.272293,0.240876,0.29257,0.156464,0.709613,0.564632
0.76039,0.430257,0.378762,0.463004,0.320186,0.704952,0.516303
0.695547,0.465759,0.425894,0.468539,0.365539,0.720775,0.551367
0.785507,0.433301,0.390366,0.47307,0.329154,0.691741,0.500574
0.70471,0.472818,0.457813,0.488767,0.404262,0.70029,0.555666
0.741756,0.479884,0.46926,0.50167,0.416722,0.689429,0.552373
0.730054,0.436501,0.417702,0.463302,0.363482,0.664924,0.490056
0.77104,0.354505,0.317108,0.378267,0.267357,0.687158,0.544449
0.754074,0.472549,0.440462,0.503232,0.393025,0.687036,0.51648
0.731863,0.418841,0.384181,0.44927,0.328636,0.654275,0.494301
0.844467,0.400001,0.383879,0.433164,0.316329,0.642086,0.49284
0.778726,0.359837,0.34221,0.391076,0.272622,0.686878,0.568397
0.71397,0.451889,0.431536,0.473756,0.384144,0.640686,0.528712
0.69788,0.584345,0.568065,0.596963,0.521113,0.667716,0.500688
0.792443,0.407522,0.380825,0.433986,0.319718,0.689793,0.532776
0.792043,0.448727,0.383056,0.479813,0.333648,0.695841,0.493049
0.763479,0.439462,0.41639,0.475655,0.367748,0.645498,0.522811
0.735313,0.509717,0.467629,0.534654,0.422044,0.707937,0.491033
0.817248,0.363217,0.288314,0.387231,0.246268,0.719526,0.532309
0.768353,0.452713,0.451185,0.473602,0.398322,0.697442,0.544854
0.804897,0.551995,0.509018,0.576501,0.49021,0.561977,0.218169
0.839937,0.466886,0.439529,0.500279,0.388739,0.55461,0.233538
0.821839,0.539125,0.527512,0.571949,0.490155,0.588499,0.21444
0.831024,0.464681,0.4158,0.492846,0.391852,0.585765,0.201631
0.795836,0.525969,0.483449,0.558663,0.438677,0.569184,0.251042
0.783033,0.496048,0.487165,0.526852,0.433547,0.545556,0.233434
0.845519,0.446658,0.42007,0.481205,0.359506,0.55059,0.304916
0.737718,0.586782,0.588671,0.607318,0.537863,0.540922,0.318921
0.753352,0.691826,0.685841,0.719215,0.659158,0.53603,0.314636
0.788272,0.653344,0.640812,0.6818,0.618331,0.545253,0.215492
0.815888,0.407631,0.381451,0.44767,0.326749,0.567119,0.293886
0.808054,0.393026,0.358326,0.425861,0.340264,0.548038,0.199434
0.840502,0.417571,0.381855,0.452972,0.328594,0.571959,0.276147
0.801726,0.450645,0.417806,0.480696,0.367054,0.55167,0.324608
0.805685,0.472148,0.448627,0.503931,0.398222,0.575598,0.266627
0.797118,0.485909,0.45975,0.517356,0.414137,0.538573,0.292817
0.761662,0.725457,0.725373,0.74118,0.698626,0.585241,0.228813
0.799597,0.405113,0.361272,0.422289,0.306618,0.582738,0.321169
0.764965,0.458475,0.430665,0.467883,0.363507,0.586034,0.241737
0.836436,0.504989,0.457313,0.531967,0.424761,0.561954,0.236796
0.808919,0.477386,0.44159,0.509358,0.382724,0.575013,0.296044
0.819229,0.446619,0.424143,0.48584,0.362926,0.55935,0.273042
0.806023,0.562843,0.535995,0.584826,0.515916,0.573031,0.197183
0.835472,0.503215,0.472946,0.518456,0.433763,0.580725,0.216972
0.827995,0.451161,0.43294,0.48682,0.36538,0.559452,0.302707
0.744579,0.743988,0.745257,0.763416,0.72233,0.602747,0.193992
0.791212,0.502005,0.474254,0.528101,0.438987,0.554829,0.21721
0.758325,0.644592,0.634793,0.664682,0.61693,0.568104,0.21458
0.787038,0.586903,0.55041,0.611632,0.541085,0.597509,0.18456
0.783909,0.44993,0.434868,0.491094,0.374793,0.566437,0.276566
0.710092,0.53442,0.508048,0.534608,0.452081,0.55752,0.315678
0.801467,0.555011,0.541982,0.59504,0.500016,0.591645,0.224592
0.801947,0.434718,0.403776,0.458739,0.346214,0.582606,0.305843
0.77059,0.509825,0.483242,0.541641,0.429299,0.57277,0.324706
0.758083,0.525488,0.504423,0.546218,0.445877,0.549893,0.278675
0.731228,0.764987,0.752514,0.746209,0.725223,0.605768,0.208662
0.748398,0.636333,0.626518,0.659979,0.586697,0.566484,0.310363
0.804531,0.481627,0.456915,0.501881,0.419959,0.613714,0.180214
0.82785,0.476643,0.442688,0.500279,0.401254,0.57629,0.235747
0.749064,0.634203,0.620132,0.654894,0.580015,0.559767,0.256336
0.859661,0.40283,0.368377,0.4298,0.3037,0.545727,0.294163
0.799732,0.470233,0.436136,0.497569,0.384362,0.573397,0.307817
0.777782,0.484696,0.464931,0.522706,0.403529,0.541713,0.271651
0.86555,0.568214,0.557083,0.595645,0.517002,0.616105,0.201458
0.818498,0.51409,0.503346,0.543446,0.471298,0.598255,0.202167
0.886485,0.392784,0.362167,0.427193,0.296393,0.592019,0.240478
0.858986,0.463896,0.439125,0.486744,0.39914,0.590498,0.206975
0.846125,0.49844,0.485605,0.525986,0.447634,0.595692,0.210871
0.803889,0.587388,0.545877,0.613032,0.512704,0.569171,0.231119
0.798854,0.519163,0.471922,0.549324,0.450928,0.576086,0.211358
0.760457,0.562559,0.535739,0.578558,0.521289,0.578631,0.19051
0.795667,0.613723,0.619479,0.649216,0.582136,0.605198,0.222712
0.793308,0.586639,0.559438,0.611388,0.518581,0.597455,0.232603
0.845187,0.382196,0.349881,0.408508,0.289171,0.581058,0.290324
0.731288,0.596251,0.572672,0.62153,0.557296,0.589761,0.177861
0.816575,0.470004,0.444157,0.509418,0.384586,0.562564,0.325091
0.835556,0.540456,0.505165,0.571791,0.483811,0.563772,0.198036
0.64641,0.552239,0.52877,0.544295,0.471048,0.548278,0.252604
0.828067,0.534066,0.511795,0.567805,0.457431,0.603822,0.241811
0.789737,0.536094,0.517789,0.567954,0.467863,0.545733,0.319894
0.818124,0.454225,0.429369,0.47781,0.391384,0.581366,0.225393
0.829363,0.423617,0.392261,0.462806,0.322516,0.578891,0.323348
0.665588,0.431584,0.397377,0.375591,0.30784,0.579416,0.242686
0.824431,0.45002,0.429677,0.483829,0.358977,0.557987,0.2879
0.833322,0.609895,0.600443,0.624894,0.545465,0.954117,0.803179
0.774173,0.598961,0.59277,0.621787,0.521963,0.982677,0.907856
0.846169,0.682257,0.694203,0.702455,0.636897,0.951936,0.788103
0.824195,0.492666,0.499723,0.526766,0.420937,0.949953,0.837375
0.852378,0.535373,0.550386,0.571179,0.45783,0.986604,0.820058
0.82033,0.619232,0.623952,0.644579,0.560625,0.961914,0.81362
0.828471,0.513942,0.528793,0.546268,0.439204,0.974838,0.797548
0.884271,0.490171,0.510718,0.53271,0.414192,0.966168,0.796178
0.84441,0.546212,0.554949,0.581231,0.47596,0.944363,0.816689
0.824254,0.640242,0.64285,0.660965,0.575693,0.981943,0.855342
0.848693,0.454398,0.460595,0.491112,0.366723,0.970239,0.873882
0.83347,0.497265,0.506212,0.525148,0.430635,0.960657,0.792294
0.821585,0.536091,0.539099,0.569797,0.454373,0.9586,0.859683
0.839373,0.495558,0.502818,0.532675,0.406776,0.973301,0.816532
0.803871,0.516224,0.515053,0.554737,0.424552,1,0.837044
0.84741,0.640615,0.64641,0.670799,0.587697,0.945879,0.771414
0.761875,0.595952,0.589419,0.62197,0.531969,0.804316,0.611963
0.74692,0.728593,0.732614,0.749514,0.711102,0.841763,0.585043
0.78707,0.784937,0.787785,0.802725,0.773243,0.840924,0.604019
0.729447,0.509686,0.513743,0.54405,0.46935,0.842485,0.565602
0.685125,0.479678,0.455834,0.508925,0.409895,0.854787,0.57994
0.738853,0.606534,0.604102,0.63192,0.569811,0.833734,0.609196
0.719511,0.561895,0.554769,0.587729,0.512611,0.8527,0.609283
0.730513,0.572748,0.578728,0.602053,0.542382,0.833952,0.56352
0.72472,0.508343,0.480672,0.530771,0.440974,0.85038,0.560857
0.739724,0.621744,0.619943,0.64427,0.586662,0.827149,0.605284
0.727775,0.488558,0.474928,0.51997,0.410216,0.79406,0.607697
0.753681,0.641465,0.646582,0.662019,0.61174,0.84652,0.608023
0.821266,0.623465,0.648757,0.649,0.618463,0.835316,0.595873
0.747596,0.45564,0.440382,0.47842,0.386994,0.850134,0.595096
0.820248,0.771008,0.798116,0.791146,0.791217,0.830545,0.591151
0.687699,0.780182,0.789047,0.783311,0.769945,0.836822,0.57821
