@relation pollen-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute RIDGE numeric
@attribute NUB numeric
@attribute CRACK numeric
@attribute WEIGHT numeric
@attribute DENSITY numeric
@attribute OBSERVATION_NUMBER numeric

@data
0.763688,0.580804,0.671511,0.333225,0.313314,0.253964
0.554762,0.470486,0.45961,0.482583,0.412671,0.254224
0.613059,0.700334,0.417305,0.23339,0.681347,0.254484
0.324787,0.623316,0.696727,0.646644,0.695766,0.254744
0.390613,0.541501,0.649548,0.623454,0.540412,0.255004
0.655623,0.6637,0.497314,0.439599,0.310145,0.255264
0.226404,0.515191,0.477285,0.735087,0.799615,0.255524
0.513501,0.253232,0.552747,0.6328,0.29521,0.255784
0.464842,0.33236,0.4819,0.61375,0.448311,0.256044
0.660281,0.5844,0.606581,0.384385,0.405795,0.256304
0.593005,0.434102,0.491463,0.455305,0.550025,0.256564
0.438397,0.255752,0.378782,0.552066,0.552208,0.256823
0.622748,0.662366,0.577621,0.40615,0.54965,0.257083
0.759795,0.608107,0.579003,0.282263,0.530136,0.257343
0.640707,0.405699,0.457893,0.248097,0.589324,0.257603
0.430664,0.39712,0.496974,0.475366,0.620115,0.257863
0.840055,0.71702,0.489015,0.157533,0.362562,0.258123
0.627554,0.696682,0.514413,0.414579,0.536365,0.258383
0.522059,0.300251,0.273152,0.496102,0.555142,0.258643
0.520252,0.552,0.583023,0.448093,0.618548,0.258903
0.53171,0.304103,0.605285,0.517914,0.285051,0.259163
0.555485,0.527345,0.735101,0.537384,0.32373,0.259423
0.447478,0.575238,0.660476,0.722166,0.34558,0.259683
0.730406,0.633348,0.474224,0.237869,0.548567,0.259943
0.25626,0.536875,0.699058,0.684543,0.830288,0.260203
0.518833,0.934155,0.610603,0.499589,0.576529,0.260463
0.489536,0.319353,0.475286,0.607421,0.408292,0.260723
0.694024,0.597944,0.517453,0.326718,0.436441,0.260983
0.468189,0.533725,0.639867,0.57731,0.40201,0.261243
0.677665,0.440199,0.309546,0.321962,0.453066,0.261502
0.366989,0.688299,0.638858,0.685008,0.614234,0.261762
0.531129,0.467889,0.469174,0.532896,0.425366,0.262022
0.489142,0.327287,0.481058,0.477773,0.489479,0.262282
0.491756,0.515904,0.672894,0.6407,0.415731,0.262542
0.635625,0.509254,0.644631,0.361084,0.450368,0.262802
0.52493,0.472857,0.346181,0.417032,0.59854,0.263062
0.509871,0.32209,0.569673,0.41066,0.53265,0.263322
0.511925,0.352885,0.492561,0.560083,0.527813,0.263582
0.706486,0.478747,0.551328,0.361212,0.386006,0.263842
0.691834,0.430759,0.221837,0.235607,0.51438,0.264102
0.327253,0.692219,0.301953,0.608828,0.87225,0.264362
0.527296,0.404772,0.391694,0.41619,0.586819,0.264622
0.471689,0.443528,0.433297,0.4907,0.573827,0.264882
0.404663,0.396662,0.711099,0.665291,0.58509,0.265142
0.671384,0.67835,0.460386,0.294629,0.42365,0.265402
0.316076,0.346588,0.545632,0.700182,0.562725,0.265662
0.306405,0.645541,0.523547,0.750092,0.737903,0.265921
0.473069,0.355951,0.460521,0.508895,0.523421,0.266181
0.664105,0.422804,0.464825,0.273523,0.585762,0.266441
0.58337,0.69295,0.686414,0.483742,0.490963,0.266701
0.60239,0.358798,0.619734,0.532047,0.202546,0.266961
0.333973,0.716134,0.432808,0.60721,0.869141,0.267221
0.532458,0.318993,0.340674,0.433416,0.396531,0.267481
0.525734,0.688355,0.310926,0.405961,0.745569,0.267741
0.423117,0.374135,0.73568,0.57708,0.538125,0.268001
0.659993,0.58845,0.509817,0.235012,0.646274,0.268261
0.591938,0.50208,0.529083,0.330678,0.531939,0.268521
0.723673,0.297619,0.487154,0.278613,0.424637,0.268781
0.556986,0.707522,0.472255,0.448534,0.586679,0.269041
0.485387,0.469499,0.51238,0.481499,0.59713,0.269301
0.69978,0.691119,0.339163,0.310745,0.531764,0.269561
0.720115,0.458754,0.504301,0.270002,0.466184,0.269821
0.569336,0.400591,0.509156,0.41489,0.45052,0.270081
0.249758,0.399684,0.520147,0.770954,0.593725,0.270341
0.451015,0.468587,0.376017,0.407301,0.729028,0.2706
0.316696,0.601388,0.425193,0.529968,0.879601,0.27086
0.435251,0.58262,0.678754,0.657925,0.423201,0.27112
0.356004,0.626986,0.530068,0.78168,0.450324,0.27138
0.71628,0.515078,0.662812,0.25752,0.482027,0.27164
0.356646,0.30484,0.375957,0.593602,0.615282,0.2719
0.368984,0.349547,0.40415,0.59485,0.606499,0.27216
0.817621,0.421454,0.455769,0.195906,0.412797,0.27242
0.255056,0.590387,0.703637,0.740058,0.686031,0.27268
0.646715,0.66356,0.516091,0.334547,0.511237,0.27294
0.55391,0.530631,0.393961,0.337839,0.545446,0.2732
0.736823,0.831646,0.504526,0.3464,0.381994,0.27346
0.582585,0.629809,0.51461,0.458653,0.625026,0.27372
0.643994,0.550131,0.31212,0.412016,0.476683,0.27398
0.643481,0.414049,0.416567,0.31935,0.603041,0.27424
0.432125,0.439379,0.387163,0.589728,0.585203,0.2745
0.653891,0.724829,0.363854,0.407782,0.529869,0.27476
0.231492,0.564936,0.667422,0.845468,0.715372,0.275019
0.738712,0.570442,0.302719,0.367118,0.308237,0.275279
0.341829,0.330036,0.601727,0.740784,0.528346,0.275539
0.455602,0.332389,0.494896,0.594622,0.557298,0.275799
0.617811,0.531909,0.505182,0.385015,0.527573,0.276059
0.506857,0.355529,0.383246,0.437309,0.553304,0.276319
0.448272,0.403571,0.685196,0.539732,0.523269,0.276579
0.473707,0.29459,0.523499,0.574354,0.458592,0.276839
0.420069,0.374244,0.727898,0.73694,0.366911,0.277099
0.50926,0.500565,0.507797,0.580578,0.292067,0.277359
0.717969,0.289934,0.322295,0.259353,0.493264,0.277619
0.347141,0.637425,0.560775,0.643187,0.717332,0.277879
0.467043,0.320488,0.550435,0.577233,0.512547,0.278139
0.495971,0.37825,0.405302,0.422703,0.587124,0.278399
0.716613,0.623711,0.387006,0.34391,0.337561,0.278659
0.487739,0.711804,0.567927,0.514429,0.486371,0.278919
0.560412,0.333845,0.614324,0.524268,0.235646,0.279179
0.47421,0.47883,0.799066,0.580744,0.494862,0.279439
0.412126,0.434821,0.554615,0.62912,0.571277,0.279698
0.737745,0.644913,0.500478,0.255354,0.417805,0.279958
0.521303,0.500169,0.503013,0.501705,0.520606,0.280218
0.656533,0.424833,0.677746,0.438188,0.350535,0.280478
0.468728,0.426313,0.648918,0.473725,0.581663,0.280738
0.458818,0.340683,0.513121,0.62305,0.40015,0.280998
0.850903,0.485041,0.456649,0.200253,0.347868,0.281258
0.627276,0.701234,0.539523,0.411394,0.579999,0.281518
0.535657,0.236837,0.856563,0.552046,0.260918,0.281778
0.773366,0.48447,0.323258,0.261635,0.401853,0.282038
0.65219,0.657097,0.389154,0.363892,0.504427,0.282298
0.644605,0.475526,0.482485,0.390053,0.359782,0.282558
0.517316,0.053343,0.4565,0.500093,0.450079,0.282818
0.318211,0.253134,0.354455,0.648335,0.637551,0.283078
0.39947,0.613135,0.576158,0.606983,0.646435,0.283338
0.498426,0.681547,0.56351,0.554286,0.572923,0.283598
0.445963,0.402154,0.234808,0.460698,0.639494,0.283858
0.466943,0.210122,0.345322,0.503306,0.56926,0.284117
0.479599,0.408893,0.614889,0.583069,0.438,0.284377
0.48396,0.075369,0.319622,0.436145,0.511508,0.284637
0.288515,0.623637,0.520482,0.647808,0.746778,0.284897
0.382511,0.374048,0.597392,0.675226,0.497608,0.285157
0.63646,0.470135,0.271203,0.349878,0.632998,0.285417
0.426594,0.342484,0.622296,0.620692,0.582558,0.285677
0.618205,0.497578,0.414493,0.305828,0.590573,0.285937
0.657005,0.4285,0.324013,0.344902,0.517541,0.286197
0.655417,0.390065,0.555585,0.480496,0.300794,0.286457
0.407914,0.369924,0.59504,0.619369,0.515301,0.286717
0.411557,0.153148,0.420493,0.521318,0.593668,0.286977
0.487359,0.268925,0.33956,0.486671,0.495691,0.287237
0.599297,0.25461,0.422543,0.411124,0.449281,0.287497
0.213585,0.598232,0.506467,0.702264,0.752331,0.287757
0.563299,0.285001,0.705922,0.48144,0.552169,0.288017
0.700834,0.535136,0.676141,0.413685,0.260032,0.288277
0.63972,0.557426,0.532729,0.321484,0.487829,0.288537
0.52395,0.551201,0.355811,0.519373,0.528988,0.288796
0.704414,0.56958,0.385986,0.198234,0.60212,0.289056
0.676764,0.598045,0.752323,0.375704,0.322473,0.289316
0.595742,0.385112,0.486009,0.330831,0.616679,0.289576
0.383375,0.4127,0.648676,0.591426,0.499721,0.289836
0.456294,0.384208,0.37415,0.459933,0.6153,0.290096
0.554966,0.351684,0.476937,0.391599,0.370621,0.290356
0.487106,0.673236,0.581497,0.530727,0.590023,0.290616
0.498278,0.11882,0.393745,0.603711,0.401076,0.290876
0.384804,0.564695,0.534357,0.658999,0.476788,0.291136
0.475253,0.701428,0.561,0.585615,0.598422,0.291396
0.266723,0.639196,0.631664,0.702652,0.656135,0.291656
0.345942,0.425294,0.630933,0.602607,0.522046,0.291916
0.622177,0.287497,0.317072,0.380502,0.449193,0.292176
0.564881,0.433296,0.601517,0.415212,0.53702,0.292436
0.18695,0.266024,0.70551,0.852997,0.472248,0.292696
0.337338,0.534346,0.545062,0.664283,0.58815,0.292956
0.601958,0.784671,0.307757,0.375933,0.540163,0.293215
0.396675,0.57785,0.703001,0.532416,0.761512,0.293475
0.450903,0.562633,0.647226,0.498919,0.696364,0.293735
0.59612,0.13933,0.592014,0.477534,0.348112,0.293995
0.448151,0.418896,0.550059,0.522572,0.663435,0.294255
0.421013,0.276077,0.217269,0.498588,0.568924,0.294515
0.737047,0.413054,0.443639,0.324948,0.388031,0.294775
0.697334,0.721334,0.394962,0.316341,0.432211,0.295035
0.436652,0.291161,0.3946,0.51547,0.57982,0.295295
0.503201,0.508487,0.666363,0.441709,0.766476,0.295555
0.627899,0.69002,0.490504,0.389438,0.573617,0.295815
0.462002,0.579918,0.309465,0.411948,0.762232,0.296075
0.508121,0.487564,0.50677,0.493988,0.553531,0.296335
0.433408,0.450029,0.495832,0.595925,0.47351,0.296595
0.470451,0.553308,0.601536,0.604976,0.396413,0.296855
0.57555,0.696946,0.560866,0.437248,0.526058,0.297115
0.684635,0.50101,0.466987,0.297271,0.504903,0.297375
0.552014,0.694643,0.604423,0.419945,0.615348,0.297635
0.675343,0.330443,0.501106,0.315996,0.386957,0.297894
0.489903,0.415954,0.537838,0.46584,0.648177,0.298154
0.511912,0.662526,0.664989,0.490349,0.649373,0.298414
0.488269,0.690171,0.36817,0.463689,0.687384,0.298674
0.37975,0.341182,0.644445,0.571142,0.600308,0.298934
0.428814,0.704161,0.675248,0.477567,0.798834,0.299194
0.606348,0.2593,0.40624,0.375333,0.502392,0.299454
0.574919,0.662107,0.376281,0.542945,0.563153,0.299714
0.752894,0.325819,0.627755,0.251246,0.434045,0.299974
0.465182,0.506047,0.534406,0.496067,0.706453,0.300234
0.490111,0.477695,0.51016,0.485088,0.572137,0.300494
0.449538,0.445082,0.463281,0.56124,0.570072,0.300754
0.625153,0.455735,0.343334,0.316163,0.652473,0.301014
0.685383,0.397967,0.534764,0.369078,0.354757,0.301274
0.570262,0.362159,0.415305,0.413998,0.55746,0.301534
0.353872,0.445456,0.546594,0.729072,0.49264,0.301794
0.546042,0.401212,0.426479,0.469492,0.420612,0.302054
0.567445,0.40566,0.300675,0.373108,0.527158,0.302313
0.586543,0.528352,0.30655,0.355067,0.526726,0.302573
0.532758,0.741033,0.553195,0.459816,0.606267,0.302833
0.504669,0.263148,0.665182,0.569744,0.303671,0.303093
0.567767,0.473059,0.529795,0.404596,0.511761,0.303353
0.593797,0.301173,0.269222,0.411237,0.48066,0.303613
0.689883,0.69243,0.474439,0.376019,0.556827,0.303873
0.691861,0.701567,0.469369,0.389239,0.403062,0.304133
0.606268,0.691725,0.462406,0.432232,0.495045,0.304393
0.079341,0.476634,0.604376,0.966445,0.681002,0.304653
0.396847,0.493552,0.62879,0.655573,0.557268,0.304913
0.494027,0.6287,0.48632,0.510605,0.600321,0.305173
0.335447,0.447931,0.700895,0.705357,0.572067,0.305433
0.260163,0.573167,0.536635,0.692203,0.760163,0.305693
0.48854,0.380663,0.389378,0.441552,0.52911,0.305953
0.442423,0.527371,0.811611,0.663998,0.342677,0.306213
0.393482,0.404594,0.286471,0.683363,0.496691,0.306473
0.478663,0.475244,0.470512,0.628901,0.319478,0.306733
0.610333,0.591332,0.4985,0.356166,0.538644,0.306992
0.548803,0.343304,0.342814,0.409513,0.65559,0.307252
0.363017,0.748991,0.45799,0.654774,0.664875,0.307512
0.337508,0.193449,0.338648,0.711237,0.505584,0.307772
0.199969,0.43992,0.534759,0.821805,0.713416,0.308032
0.673051,0.414343,0.50013,0.3191,0.428099,0.308292
0.695944,0.385293,0.601003,0.42479,0.270178,0.308552
0.522912,0.427407,0.210509,0.492786,0.527228,0.308812
0.240959,0.315205,0.599764,0.723132,0.77639,0.309072
0.431087,0.367371,0.772384,0.601664,0.44075,0.309332
0.43409,0.463806,0.514179,0.509834,0.634286,0.309592
0.580016,0.447275,0.440867,0.486958,0.528018,0.309852
0.377349,0.502374,0.589798,0.598897,0.490121,0.310112
0.53436,0.56449,0.339365,0.418264,0.612667,0.310372
0.486063,0.587068,0.355022,0.418277,0.676846,0.310632
0.704624,0.507836,0.555429,0.407706,0.439606,0.310892
0.408702,0.26781,0.479726,0.511933,0.530712,0.311152
0.360826,0.516281,0.718353,0.729849,0.530197,0.311411
0.570477,0.268108,0.379864,0.464158,0.47413,0.311671
0.574594,0.579336,0.546933,0.418367,0.528224,0.311931
0.558734,0.309309,0.515456,0.467343,0.410938,0.312191
0.490462,0.445108,0.480331,0.583782,0.4871,0.312451
0.560256,0.535407,0.558319,0.359615,0.628274,0.312711
0.526166,0.633214,0.325219,0.561058,0.558268,0.312971
0.299392,0.582468,0.636627,0.673324,0.663967,0.313231
0.851194,0.601745,0.486718,0.043899,0.488174,0.313491
0.302366,0.286145,0.617708,0.592252,0.804042,0.313751
0.487347,0.599879,0.675888,0.51559,0.554103,0.314011
0.389237,0.488553,0.620826,0.645013,0.48266,0.314271
0.51668,0.453702,0.369402,0.374026,0.705109,0.314531
0.46861,0.280862,0.672156,0.623029,0.305068,0.314791
0.509583,0.749018,0.339699,0.425785,0.668726,0.315051
0.48078,0.591442,0.340153,0.43314,0.703367,0.315311
0.607095,0.513218,0.502929,0.414207,0.424903,0.315571
0.318101,0.430108,0.590843,0.6821,0.507273,0.315831
0.830197,0.475413,0.67727,0.156481,0.425418,0.31609
0.60456,0.523066,0.65375,0.480743,0.298624,0.31635
0.500916,0.504972,0.668057,0.465053,0.622468,0.31661
0.7156,0.425136,0.637946,0.383588,0.318994,0.31687
0.804319,0.727331,0.433487,0.238937,0.33698,0.31713
0.417185,0.372916,0.386932,0.538618,0.614924,0.31739
0.639923,0.552392,0.461818,0.326033,0.467136,0.31765
0.322988,0.449676,0.49684,0.71606,0.599322,0.31791
0.427758,0.453967,0.417114,0.660639,0.456995,0.31817
0.451293,0.277227,0.493596,0.424328,0.720812,0.31843
0.376176,0.681851,0.658399,0.56664,0.699687,0.31869
0.520061,0.575755,0.728584,0.523668,0.532672,0.31895
0.552079,0.718752,0.517594,0.384272,0.74811,0.31921
0.324033,0.435486,0.568653,0.730306,0.552649,0.31947
0.355042,0.438981,0.646397,0.655549,0.564838,0.31973
0.432452,0.410355,0.538773,0.536573,0.627576,0.31999
0.60584,0.432839,0.924278,0.481844,0.190759,0.32025
0.614142,0.519806,0.48468,0.288183,0.588827,0.320509
0.540207,0.383867,0.424785,0.460842,0.549549,0.320769
0.598241,0.499144,0.515828,0.356459,0.563166,0.321029
0.708963,0.276776,0.431644,0.207433,0.459754,0.321289
0.541133,0.538123,0.569231,0.410403,0.51283,0.321549
0.444815,0.583033,0.644628,0.588505,0.439585,0.321809
0.21015,0.521428,0.498074,0.697383,0.833662,0.322069
0.597425,0.718122,0.685935,0.350707,0.564864,0.322329
0.645486,0.687595,0.47684,0.336924,0.537361,0.322589
0.505479,0.911202,0.498897,0.452396,0.700224,0.322849
0.416558,0.602137,0.226062,0.607951,0.559538,0.323109
0.365454,0.448211,0.76376,0.66596,0.450206,0.323369
0.600651,0.376033,0.624142,0.389736,0.564026,0.323629
0.491187,0.317065,0.515483,0.501027,0.565934,0.323889
0.52608,0.5029,0.502086,0.504091,0.515266,0.324149
0.663893,0.628026,0.408001,0.329985,0.540923,0.324409
0.634994,0.562404,0.359777,0.31619,0.485397,0.324669
0.687001,0.681782,0.660549,0.25103,0.557604,0.324929
0.406326,0.390098,0.329494,0.552006,0.627615,0.325188
0.612428,0.770387,0.592988,0.338264,0.635569,0.325448
0.763538,0.306061,0.304119,0.268977,0.32084,0.325708
0.75114,0.494779,0.433144,0.191079,0.495508,0.325968
0.442371,0.28312,0.506937,0.598578,0.43666,0.326228
0.362019,0.414034,0.254186,0.584103,0.69746,0.326488
0.635851,0.601638,0.487343,0.441294,0.421638,0.326748
0.462772,0.262506,0.57944,0.506754,0.515105,0.327008
0.379495,0.669703,0.535196,0.625071,0.702961,0.327268
0.333747,0.445331,0.676641,0.725331,0.578677,0.327528
0.623627,0.477184,0.50994,0.448972,0.408375,0.327788
0.33425,0.390903,0.374201,0.561243,0.823717,0.328048
0.62925,0.423226,0.484463,0.392968,0.465521,0.328308
0.296839,0.679105,0.551339,0.606043,0.843572,0.328568
0.551491,0.599166,0.586351,0.389292,0.46456,0.328828
0.557852,0.40347,0.637972,0.485227,0.38997,0.329088
0.55182,0.531639,0.579322,0.37455,0.558713,0.329348
0.202414,0.563584,0.598529,0.712495,0.881147,0.329607
0.624285,0.597285,0.340657,0.315715,0.512018,0.329867
0.165219,0.443804,0.463606,0.75968,0.740837,0.330127
0.460028,0.466296,0.553033,0.48518,0.645902,0.330387
0.669952,0.32105,0.347512,0.243747,0.613161,0.330647
0.616335,0.367897,0.471544,0.355786,0.576324,0.330907
0.569486,0.465898,0.241124,0.451503,0.550379,0.331167
0.668581,0.448856,0.659076,0.497344,0.308752,0.331427
0.552679,0.41128,0.317257,0.397533,0.68119,0.331687
0.260053,0.626849,0.540289,0.685939,0.833784,0.331947
0.586013,0.737149,0.819013,0.488638,0.487641,0.332207
0.695262,0.343016,0.408067,0.345245,0.362152,0.332467
0.427735,0.27,0.54201,0.60853,0.556552,0.332727
0.705409,0.416664,0.441882,0.340416,0.42245,0.332987
0.566223,0.757698,0.540404,0.394048,0.648819,0.333247
0.279487,0.465229,0.464962,0.76603,0.537156,0.333507
0.510746,0.305431,0.430147,0.47291,0.458042,0.333767
0.838516,0.530608,0.429818,0.313367,0.168529,0.334027
0.46914,0.51397,0.437556,0.532823,0.584417,0.334286
0.246175,0.516555,0.585758,0.735302,0.658676,0.334546
0.486942,0.524005,0.408914,0.492275,0.543953,0.334806
0.637545,0.59179,0.51156,0.413918,0.495167,0.335066
0.484479,0.35448,0.376517,0.542904,0.496455,0.335326
0.702066,0.478848,0.422512,0.340547,0.400185,0.335586
0.543102,0.241702,0.362705,0.382399,0.515144,0.335846
0.662036,0.509551,0.541637,0.365595,0.395994,0.336106
0.367577,0.654336,0.675452,0.564449,0.653651,0.336366
0.508068,0.493032,0.505477,0.495192,0.533873,0.336626
0.466356,0.543059,0.649922,0.537229,0.597641,0.336886
0.432855,0.38326,0.723869,0.694832,0.364841,0.337146
0.777693,0.15012,0.593454,0.229279,0.286287,0.337406
0.658471,0.518385,0.571219,0.350802,0.493552,0.337666
0.242331,0.62703,0.559615,0.691831,0.834623,0.337926
0.594824,0.538352,0.428872,0.284821,0.653896,0.338186
0.477712,0.410629,0.453368,0.454662,0.504287,0.338446
0.637001,0.233251,0.465889,0.410274,0.310865,0.338705
0.484398,0.324209,0.566604,0.632212,0.316126,0.338965
0.481984,0.45599,0.514659,0.558528,0.623485,0.339225
0.569099,0.621586,0.71632,0.557854,0.331899,0.339485
0.241492,0.569452,0.49554,0.743247,0.573709,0.339745
0.213694,0.547561,0.561086,0.779083,0.679094,0.340005
0.464703,0.442639,0.529245,0.676168,0.415993,0.340265
0.489453,0.284074,0.304704,0.465421,0.586884,0.340525
0.677104,0.570712,0.578037,0.322801,0.499446,0.340785
0.586424,0.354626,0.493433,0.389583,0.424934,0.341045
0.25287,0.571601,0.726992,0.738588,0.70331,0.341305
0.518392,0.495546,0.504278,0.499589,0.534475,0.341565
0.522731,0.505215,0.501733,0.503366,0.503842,0.341825
0.276282,0.625521,0.472482,0.74088,0.709295,0.342085
0.209035,0.496277,0.682546,0.815941,0.636447,0.342345
0.496041,0.232059,0.412698,0.543012,0.421572,0.342605
0.221832,0.303788,0.649149,0.866919,0.521893,0.342865
0.395241,0.530851,0.504452,0.673282,0.579201,0.343125
0.750775,0.240067,0.635602,0.483284,0,0.343384
0.748537,0.503343,0.34176,0.16244,0.593363,0.343644
0.51521,0.395631,0.30107,0.474043,0.506352,0.343904
0.812694,0.639663,0.507401,0.161653,0.480285,0.344164
0.693058,0.471508,0.589806,0.460202,0.302588,0.344424
0.406724,0.527306,0.641173,0.584004,0.710404,0.344684
0.502961,0.486307,0.507369,0.49179,0.55323,0.344944
0.487591,0.327225,0.391061,0.441084,0.644021,0.345204
0.46078,0.641639,0.456108,0.474435,0.67671,0.345464
0.648294,0.416346,0.487282,0.327727,0.537579,0.345724
0.542444,0.623072,0.660792,0.558759,0.469611,0.345984
0.637444,0.584524,0.600099,0.478135,0.408344,0.346244
0.360564,0.53242,0.475784,0.688251,0.627331,0.346504
0.579031,0.694994,0.477907,0.393863,0.621743,0.346764
0.54412,0.522296,0.476713,0.525204,0.414797,0.347024
0.579882,0.639713,0.517792,0.45885,0.451014,0.347284
0.292825,0.470355,0.652546,0.708848,0.694182,0.347544
0.552827,0.415776,0.366104,0.376211,0.603678,0.347803
0.437827,0.463889,0.460122,0.499096,0.738837,0.348063
0.476336,0.712821,0.369415,0.407978,0.819893,0.348323
0.561766,0.642985,0.53142,0.484632,0.480743,0.348583
0.344928,0.490999,0.560404,0.690633,0.646335,0.348843
0.465343,0.534474,0.495757,0.512957,0.601483,0.349103
0.528945,0.640376,0.576246,0.424981,0.633273,0.349363
0.447894,0.577048,0.517312,0.610176,0.496826,0.349623
0.408212,0.398523,0.424151,0.493305,0.679793,0.349883
0.408183,0.802837,0.509386,0.607648,0.519536,0.350143
0.444681,0.418483,0.500177,0.690296,0.456388,0.350403
0.582307,0.620826,0.601152,0.402095,0.611218,0.350663
0.628702,0.636834,0.601244,0.41051,0.532694,0.350923
0.408391,0.65688,0.309243,0.518411,0.731839,0.351183
0.744019,0.571152,0.598,0.445112,0.199355,0.351443
0.47347,0.346398,0.365489,0.634942,0.38209,0.351703
0.449456,0.565664,0.353597,0.484991,0.692435,0.351963
0.643987,0.491058,0.467969,0.286789,0.604844,0.352223
0.589519,0.431831,0.528375,0.40807,0.531044,0.352482
0.669118,0.609456,0.177181,0.309475,0.558399,0.352742
0.317909,0.351767,0.750539,0.695882,0.685603,0.353002
0.72069,0.60704,0.344543,0.276461,0.525037,0.353262
0.586445,0.48623,0.508701,0.381606,0.487741,0.353522
0.385297,0.521511,0.440113,0.515724,0.571543,0.353782
0.348902,0.342843,0.532856,0.696811,0.479023,0.354042
0.625426,0.383055,0.311404,0.342962,0.353438,0.354302
0.648778,0.564713,0.664974,0.435539,0.386914,0.354562
0.549016,0.597029,0.334839,0.528396,0.542394,0.354822
0.482279,0.574929,0.59226,0.525793,0.621892,0.355082
0.567029,0.35035,0.530319,0.418345,0.508308,0.355342
0.384992,0.595989,0.285036,0.537598,0.814375,0.355602
0.498276,0.572593,0.376904,0.480478,0.574761,0.355862
0.480798,0.336897,0.34515,0.351137,0.818239,0.356122
0.600512,0.327602,0.507967,0.524197,0.285056,0.356382
0.396751,0.404519,0.684096,0.544676,0.662588,0.356642
0.732896,0.579384,0.581612,0.251307,0.465115,0.356901
0.677956,0.33326,0.453299,0.34708,0.413915,0.357161
0.444992,0.481433,0.491306,0.651546,0.434481,0.357421
0.291641,0.448796,0.723637,0.714903,0.543551,0.357681
0.509965,0.277649,0.527942,0.557477,0.321006,0.357941
0.763102,0.345461,0.574979,0.318019,0.290251,0.358201
0.574111,0.325002,0.287048,0.391645,0.569893,0.358461
0.703492,0.599234,0.463057,0.172525,0.499533,0.358721
0.929535,0.066903,0.244346,0.025183,0.240182,0.358981
0.601846,0.808928,0.539965,0.348605,0.670472,0.359241
0.482035,0.655222,0.488897,0.557798,0.454986,0.359501
0.527398,0.420911,0.654929,0.614388,0.309049,0.359761
0.854378,0.570228,0.412971,0.199688,0.417744,0.360021
0.644477,0.647389,0.559043,0.396437,0.500568,0.360281
0.689722,0.470141,0.456573,0.383194,0.384238,0.360541
0.377103,0.567771,0.550921,0.689324,0.538173,0.360801
0.428673,0.60981,0.813195,0.614518,0.576987,0.361061
0.272801,0.453034,0.510899,0.708289,0.622765,0.361321
0.53267,0.509203,0.500207,0.50795,0.498804,0.36158
0.52118,0.668704,0.5022,0.421799,0.732346,0.36184
0.566398,0.336969,0.451739,0.402202,0.389027,0.3621
0.815923,0.630249,0.595902,0.316502,0.241614,0.36236
0.707083,0.468712,0.438416,0.326617,0.43525,0.36262
0.592687,0.459925,0.548784,0.427192,0.472327,0.36288
0.569166,0.463788,0.296687,0.524424,0.455689,0.36314
0.376138,0.420388,0.634732,0.53038,0.660431,0.3634
0.566129,0.236909,0.337522,0.368019,0.49866,0.36366
0.584106,0.388452,0.610549,0.381121,0.489025,0.36392
0.522784,0.499747,0.503026,0.502162,0.5235,0.36418
0.475907,0.28693,0.257432,0.511003,0.551741,0.36444
0.392077,0.291366,0.494876,0.46154,0.675239,0.3647
0.5622,0.833563,0.671163,0.530442,0.532899,0.36496
0.547072,0.494452,0.803437,0.46238,0.589385,0.36522
0.755901,0.745669,0.616587,0.237043,0.530812,0.36548
0.59448,0.388588,0.48381,0.378055,0.547899,0.36574
0.460953,0.242207,0.846448,0.662162,0.211574,0.365999
0.272044,0.220583,0.47689,0.789357,0.544167,0.366259
0.622394,0.325867,0.448896,0.436192,0.382408,0.366519
0.68419,0.425442,0.485464,0.385726,0.282711,0.366779
0.417612,0.296864,0.442206,0.685721,0.377488,0.367039
0.531795,0.478239,0.219349,0.399384,0.667403,0.367299
0.680514,0.409889,0.596788,0.371892,0.364173,0.367559
0.630526,0.37116,0.603736,0.534075,0.242605,0.367819
0.558859,0.24328,0.304415,0.462347,0.408021,0.368079
0.665441,0.430271,0.335813,0.277514,0.53647,0.368339
0.667728,0.357054,0.542737,0.448276,0.313877,0.368599
0.474432,0.543745,0.412454,0.440378,0.797214,0.368859
0.450982,0.380312,0.436103,0.583595,0.378964,0.369119
0.553874,0.525547,0.603676,0.318864,0.616889,0.369379
0.50155,0.380785,0.329257,0.505536,0.559516,0.369639
0.485269,0.611364,0.54466,0.579399,0.533585,0.369899
0.471823,0.36883,0.670312,0.541158,0.617133,0.370159
0.574205,0.65787,0.625723,0.469169,0.516672,0.370419
0.447487,0.416281,0.454005,0.5259,0.651329,0.370678
0.225316,0.32463,0.423772,0.821274,0.526089,0.370938
0.775019,0.726761,0.512346,0.250528,0.481324,0.371198
0.383688,0.315662,0.485822,0.519141,0.595799,0.371458
0.673,0.457913,0.620309,0.426255,0.249673,0.371718
0.599676,0.322063,0.403975,0.417379,0.531148,0.371978
0.793867,0.426708,0.390938,0.323638,0.362318,0.372238
0.610358,0.338621,0.552462,0.469621,0.396924,0.372498
0.844083,0.453399,0.2423,0.113666,0.379964,0.372758
0.248066,0.479163,0.643731,0.814101,0.489994,0.373018
0.557396,0.37272,0.390674,0.485839,0.426758,0.373278
0.785221,0.799526,0.418255,0.210241,0.53475,0.373538
0.318893,0.538655,0.550296,0.66237,0.561284,0.373798
