@relation bank32nh

@attribute a1cx numeric
@attribute a1cy numeric
@attribute a1sx numeric
@attribute a1sy numeric
@attribute a1rho numeric
@attribute a1pop numeric
@attribute a2cx numeric
@attribute a2cy numeric
@attribute a2sx numeric
@attribute a2sy numeric
@attribute a2rho numeric
@attribute a2pop numeric
@attribute a3cx numeric
@attribute a3cy numeric
@attribute a3sx numeric
@attribute a3sy numeric
@attribute a3rho numeric
@attribute a3pop numeric
@attribute temp numeric
@attribute b1x numeric
@attribute b1y numeric
@attribute b1call numeric
@attribute b1eff numeric
@attribute b2x numeric
@attribute b2y numeric
@attribute b2call numeric
@attribute b2eff numeric
@attribute b3x numeric
@attribute b3y numeric
@attribute b3call numeric
@attribute b3eff numeric
@attribute mxql numeric
@attribute rej numeric

@data
0.893485,0.677178,0.019653,0.044105,0.273622,0.021694,0.639743,0.973291,0.330929,0.127265,0.697498,0.143013,0.945061,0.65148,0.062108,0.077493,0.842804,0.075595,0.463322,0.933636,0.905573,0,0.711825,0.737432,0.990694,0.5,0.907428,0.365952,0.437003,1,0.24136,1,0.024753
0.575226,0.609233,0.001178,0.060977,0.413714,0.398519,0.034189,0.085067,0.140737,0.019135,0.913871,0.018359,0.395904,0.907993,0.16644,0.082944,0.330795,0.035049,0.523324,0.302878,0.228842,0.166667,0.65978,0.938222,0.242215,0.333333,0.933888,0.559702,0.816937,0.333333,0.023112,0.25,0.312295
0.243097,0.413319,0.246944,0.085704,0.23802,0.00897,0.881368,0.917002,0.243167,0.13622,0.353349,0.175063,0.277087,0.799183,0.12291,0.016749,0.254932,0.002725,0.236844,0.866832,0.580413,0.166667,0.552161,0.72583,0.10567,0.5,0.367485,0.700826,0.588856,0.833333,0.18032,1,0.009458
0.571744,0.078802,0.130987,0.117978,0.916692,0.006649,0.189153,0.372078,0.000296,0.064924,0.105451,0.01624,0.955329,0.813143,0.194297,0.015279,0.08113,0.094031,0.049391,0.457718,0.609743,0.166667,0.084222,0.335882,0.847068,0.333333,0.538839,0.254074,0.054547,0.5,0.004622,0.5,0
0.473858,0.921443,0.039528,0.026337,0.661656,0.203539,0.502361,0.77043,0.023865,0.132458,0.947431,0.106405,0.512931,0.046199,0.036148,0.221657,0.716983,0.232945,0.438414,0.695005,0.83418,0.166667,0.483248,0.162046,0.541238,0.5,0.062157,0.067336,0.903793,0,0.579688,0.75,0.455728
0.493945,0.869319,0.052539,0.145114,0.409233,0.0304,0.946748,0.209137,0.093076,0.00349,0.104856,0.053901,0.924466,0.001283,0.021621,0.001413,0.148422,0.010702,0.395511,0.221429,0.855681,0.333333,0.128909,0.015542,0.472335,0,0.253236,0.375822,0.2276,0.166667,0.470191,0.5,0
0.643711,0.455379,0.341004,0.091507,0.225613,0.199656,0.425339,0.838753,0.080405,0.065517,0.386162,0.058622,0.579816,0.61773,0.059233,0.201188,0.122668,0.001209,0.414057,0.261441,0.828275,0,0.964294,0.240603,0.380661,0,0.376225,0.547644,0.649511,0.166667,0.299226,0,0.019182
0.163597,0.484195,0.095257,0.004863,0.689148,0.058364,0.307422,0.512458,0.034687,0.037885,0.202813,0.095871,0.544265,0.663617,0.04836,0.04227,0.376491,0.011256,0.947506,0.397883,0.949318,0,0.725149,0.675723,0.197916,0.333333,0.543367,0.398624,0.323783,0.166667,0.622382,0.5,0
0.880688,0.644474,0.030594,0.526626,0.791534,0.047371,0.473265,0.600627,0.254978,0.076443,0.902796,0.260788,0.403377,0.759051,0.025256,0.068964,0.166746,0.034898,0.640469,0.083255,0.31458,0.666667,0.809066,0.793871,0.443466,0.333333,0.525349,0.094739,0.830387,0,0.092981,0.75,0.024963
0.836133,0.998394,0.000411,0.036415,0.440334,0.030288,0.35109,0.478022,0.161419,0.069739,0.437305,0.168051,0.748341,0.253307,0.10317,0.132659,0.243115,0.096423,0.366804,0.949717,0.673047,0.833333,0.339218,0.171237,0.29349,0.5,0.927387,0.222808,0.987984,0.666667,0.134358,0.75,0.124099
0.010273,0.040329,0.009207,0.077629,0.131628,0.036814,0.865094,0.129386,0.135981,0.072155,0.661851,0.052109,0.138568,0.283272,0.063303,0.230259,0.559887,0.592047,0.492137,0.921011,0.414063,0.5,0.484497,0.973389,0.771025,0.166667,0.154003,0.5377,0.749381,0.666667,0.679716,0.75,0.568627
0.635661,0.572038,0.046174,0.0606,0.048599,0.14232,0.103908,0.763071,0.15285,0.147353,0.752107,0.075112,0.266632,0.592216,0.022866,0.118655,0.320208,0.056843,0.369371,0.499085,0.261247,0.5,0.03922,0.734281,0.586443,0.166667,0.612441,0.609631,0.024491,0.166667,0.747387,0.25,0.003399
0.75479,0.915442,0.269911,0.117689,0.347718,0.19401,0.764373,0.529409,0.235327,0.044845,0.396236,0.014721,0.853793,0.022858,0.021858,0.052952,0.021042,0.306182,0.869127,0.910283,0.272513,0.5,0.433473,0.228996,0.451269,0.166667,0.732411,0.924123,0.618712,0,0.077217,1,0.009702
0.565871,0.283395,0.194882,0.128039,0.237617,0.037118,0.416566,0.713796,0.0259,0.011946,0.090477,0.05523,0.364439,0.512346,0.042504,0.033672,0.003622,0.028813,0.569467,0.878909,0.731298,0.166667,0.081387,0.173589,0.811927,0.333333,0.053504,0.002436,0.344285,0.333333,0.064414,0.75,0
0.946413,0.228831,0.119252,0.057234,0.214063,0.099536,0.235673,0.916083,0.030597,0.103285,0.858706,0.027922,0.0539,0.622108,0.105981,0.015824,0.33211,0.018074,0.280866,0.580381,0.991645,0.666667,0.506657,0.907863,0.890639,0.166667,0.787299,0.515023,0.374584,0.5,0.61168,0.5,0.005335
0.084951,0.005945,0.084683,0.001438,0.221875,0.027945,0.66118,0.662585,0.000887,0.068339,0.033716,0.048565,0.479829,0.543004,0.021594,0.213953,0.200699,0.113191,0.686765,0.980839,0.688784,0.5,0.505525,0.254811,0.65746,0.333333,0.267022,0.473272,0.991811,0.5,0.170764,0.75,0.001214
0.38471,0.521088,0.045672,0.004058,0.61122,0.448761,0.677576,0.085174,0.095001,0.059854,0.968594,0.067376,0.5959,0.199499,0.079746,0.023599,0.758819,0.049612,0.433997,0.703387,0.591044,0.166667,0.765172,0.8734,0.986316,0.5,0.572972,0.949378,0.95542,0.666667,0.81336,0.5,0.108272
0.836601,0.426076,0.001368,0.04397,0.600804,0.072028,0.682954,0.244146,0.017379,0.012726,0.338654,0.025786,0.504885,0.302557,0.356103,0.119014,0.643953,0.215992,0.126631,0.088619,0.322431,0.333333,0.960452,0.74367,0.230243,0.5,0.03094,0.012069,0.885423,0.333333,0.935466,0.25,0.042975
0.649493,0.636807,0.063179,0.289393,0.898808,0.115944,0.072803,0.049383,0.070967,0.072577,0.808242,0.122802,0.868175,0.466789,0.101532,0.041781,0.375202,0.070488,0.640803,0.367872,0.333488,0.666667,0.725111,0.741634,0.318787,0.166667,0.636224,0.833693,0.865954,0.5,0.305178,0.75,0.001454
0.134753,0.719002,0.008155,0.075655,0.814121,0.085498,0.746293,0.133644,0.12219,0.142391,0.761452,0.180163,0.557974,0.215789,0.044566,0.032898,0.911982,0.000986,0.651174,0.018476,0.355811,0.333333,0.704906,0.602286,0.780487,0.166667,0.782625,0.658446,0.054073,0.333333,0.25362,1,0
0.517103,0.934733,0.003815,0.053716,0.414281,0.074427,0.343835,0.804654,0.018266,0.025467,0.819935,0.233054,0.963464,0.306853,0.475804,0.205512,0.811869,0.002251,0.406996,0.85158,0.637833,0,0.64446,0.761202,0.579327,0,0.824335,0.105556,0.115263,0.666667,0.730372,0.5,0.382622
0.134815,0.497421,0.008918,0.086292,0.881983,0.051805,0.832953,0.859236,0.230591,0.029011,0.032807,0.01483,0.4061,0.881946,0.183183,0.003516,0.280159,0.110546,0.661034,0.146074,0.550328,0.5,0.515434,0.68835,0.710937,0,0.975034,0.868892,0.997194,0.5,0.138515,0.25,0
0.562183,0.083716,0.092427,0.030523,0.430901,0.104135,0.25938,0.927579,0.313583,0.092074,0.185733,0.142966,0.022271,0.522686,0.016283,0.01705,0.638511,0.1357,0.629823,0.839636,0.813149,0.166667,0.253931,0.569591,0.480545,0.333333,0.102631,0.812175,0.644253,0,0.686356,0.75,0.053817
0.26181,0.442202,0.007985,0.019228,0.119661,0.023235,0.571429,0.216655,0.143885,0.134212,0.666665,0.014223,0.902391,0.100143,0.035564,0.01805,0.010189,0.091326,0.619571,0.870476,0.227153,0.333333,0.607348,0.212731,0.517233,0,0.823703,0.509822,0.719902,0.333333,0.645255,1,0
0.402517,0.603832,0.057162,0.192113,0.343443,0.083348,0.199835,0.525564,0.13785,0.005955,0.618784,0.040288,0.741136,0.41253,0.239262,0.076765,0.616766,0.029662,0.53692,0.58143,0.425641,0.5,0.266602,0.815503,0.783294,0,0.037992,0.394063,0.564952,0.5,0.81794,0.5,0.01806
0.859101,0.927289,0.069525,0.006694,0.52163,0.069532,0.706065,0.231198,0.195059,0.062264,0.054609,0.192903,0.352585,0.02562,0.003167,0.014383,0.475481,0.000968,0.767897,0.974713,0.811253,0.333333,0.873077,0.673671,0.730425,0.5,0.447577,0.761054,0.95487,0.833333,0.282969,0.75,0.026094
0.07444,0.594176,0.053883,0.025843,0.558689,0.029316,0.735398,0.046608,0.205683,0.049036,0.444591,0.330615,0.508741,0.961383,0.139817,0.066271,0.188011,0.019926,0.72174,0.702403,0.88666,0.333333,0.423215,0.098978,0.95314,1,0.039529,0.492847,0.204758,0.5,0.114826,1,0.139807
0.90555,0.487066,0.096113,0.066172,0.628382,0.016062,0.499573,0.675111,0.122633,0.038317,0.757274,0.035769,0.292199,0.209482,0.163711,0.158443,0.838271,0.083697,0.532137,0.902191,0.953434,0,0.685097,0.000858,0.974137,0.333333,0.481913,0.829389,0.478553,0,0.03737,0,0.017117
0.505079,0.792329,0.017339,0.022855,0.29395,0.022393,0.374225,0.021905,0.036726,0.184386,0.933282,0.078318,0.008203,0.713261,0.221423,0.280943,0.110863,0.047477,0.197831,0.303154,0.40964,0.333333,0.13157,0.36948,0.75809,0.166667,0.807242,0.46363,0.971101,0.166667,0.649175,0.25,0.000939
0.703585,0.919751,0.011272,0.051909,0.357835,0.309046,0.792293,0.625955,0.098774,0.021296,0.293,0.053586,0.527664,0.798069,0.05333,0.155917,0.203107,0.051026,0.612536,0.900792,0.985988,0.333333,0.401689,0.010413,0.477954,0.333333,0.049154,0.475207,0.729737,0.166667,0.357327,0.5,0.01139
0.228734,0.907017,0.062375,0.046285,0.676962,0.075761,0.641043,0.731864,0.006194,0.014038,0.477008,0.41146,0.096103,0.559127,0.234749,0.100311,0.110278,0.022074,0.740912,0.73528,0.239135,0.166667,0.433285,0.800821,0.306616,0.333333,0.826874,0.328667,0.438204,0.833333,0.536861,1,0.230305
0.466472,0.632642,0.016199,0.020817,0.133422,0.075324,0.19386,0.553003,0.066062,0.032312,0.628986,0.050629,0.492127,0.143453,0.03574,0.26846,0.746171,0.20506,0.22371,0.737789,0.771284,0.166667,0.739003,0.294496,0.790119,0.333333,0.412982,0.357414,0.568787,0,0.111113,0,0.02436
0.395287,0.64227,0.078366,0.068058,0.775111,0.311421,0.501781,0.266643,0.028484,0.004175,0.38529,0.04204,0.317321,0.701676,0.066924,0.164321,0.789192,0.181979,0.465702,0.550737,0.154903,0.166667,0.708319,0.495582,0.604352,0.333333,0.631234,0.013194,0.75938,0.333333,0.826002,0,0.252363
0.893174,0.975561,0.133281,0.087115,0.824658,0.165895,0.292445,0.918464,0.161533,0.164701,0.034149,0.026627,0.541604,0.206562,0.007078,0.251829,0.584522,0.030167,0.785063,0.528542,0.210783,0.666667,0.662769,0.743,0.962557,0.666667,0.757484,0.59703,0.614744,0,0.862845,1,0.003672
0.762629,0.98476,0.245109,0.0482,0.852356,0.125292,0.834719,0.239172,0.050618,0.303039,0.644368,0.496497,0.20009,0.946177,0.219173,0.021904,0.271941,0.157777,0.682649,0.469941,0.429009,0,0.673632,0.012581,0.270201,0.166667,0.275408,0.410611,0.503616,0,0.837798,1,0.097198
0.386473,0.715504,0.00932,0.015198,0.037088,0.013156,0.649674,0.873326,0.055663,0.010506,0.884735,0.047488,0.055705,0.372686,0.009173,0.033713,0.063745,0.272986,0.543151,0.324794,0.789697,0.833333,0.946479,0.517248,0.760489,0.166667,0.429376,0.788244,0.742716,0,0.082503,1,0.011317
0.487112,0.532561,0.043667,0.019343,0.584142,0.084028,0.912074,0.507953,0.003129,0.118788,0.139878,0.100313,0.563885,0.959141,0.1027,0.035367,0.795519,0.079232,0.153369,0.213956,0.138721,0.166667,0.635493,0.228615,0.374004,0,0.375568,0.2953,0.001031,0.333333,0.731392,0,0.005386
0.297005,0.9667,0.049526,0.019422,0.486467,0.098048,0.192026,0.067918,0.196041,0.026093,0.554554,0.10953,0.230455,0.423892,0.136237,0.09541,0.182652,0.034719,0.432819,0.997735,0.283125,0,0.608314,0.22115,0.715428,0,0.718939,0.420225,0.851949,0.333333,0.179773,0.25,0.016465
0.855251,0.613992,0.154422,0.029131,0.091417,0.37426,0.467065,0.079045,0.01572,0.107732,0.427471,0.048256,0.709835,0.731871,0.089283,0.442683,0.415356,0.064594,0.447592,0.516967,0.844142,0.333333,0.349457,0.74888,0.103117,0.166667,0.1121,0.707046,0.706638,0.166667,0.570795,0,0.34315
0.442981,0.536588,0.066622,0.209363,0.314673,0.122104,0.719722,0.274071,0.104263,0.094246,0.825223,0.058763,0.72752,0.478508,0.078737,0.035327,0.915363,0.17388,0.467905,0.889015,0.166118,0.333333,0.335788,0.437086,0.048867,1,0.088012,0.408679,0.959246,0.666667,0.702177,1,0.346609
0.174187,0.52599,0.035728,0.006687,0.854349,0.118107,0.306206,0.157241,0.139056,0.015281,0.762918,0.05114,0.007705,0.115233,0.672105,0.015761,0.966702,0.040625,0.285613,0.147422,0.763449,0.666667,0.247602,0.693888,0.482148,0.666667,0.634508,0.62982,0.936835,0.333333,0.948146,0.75,0.109744
0.482343,0.88558,0.025835,0.367976,0.889655,0.327243,0.853546,0.587104,0.246131,0.041355,0.119662,0.002383,0.356694,0.107761,0.213389,0.352094,0.965881,0.090876,0.521868,0.867778,0.591213,0,0.110533,0.931014,0.667488,0,0.232514,0.881215,0.517286,0,0.620241,0,0.248173
0.186688,0.826623,0.004439,0.222164,0.328977,0.080085,0.86123,0.791047,0.012412,0.075906,0.474205,0.362457,0.689464,0.004923,0.107609,0.004548,0.544888,0.030369,0.382244,0.013216,0.524524,0,0.31154,0.502157,0.797011,0.666667,0.618625,0.445749,0.527548,0.666667,0.607845,0.75,0.166091
0.613796,0.730233,0.044844,0.197735,0.38339,0.115773,0.631734,0.080576,0.101168,0.07912,0.49079,0.062222,0.427338,0.231141,0.169923,0.111038,0.584585,0.107951,0.18667,0.809687,0.862482,0.166667,0.839744,0.476894,0.449564,0.5,0.165916,0.698386,0.378728,0.5,0.678574,0.5,0.073495
0.591308,0.215043,0.037804,0.061966,0.481275,0.133613,0.814847,0.134484,0.001211,0.14595,0.405518,0.075398,0.516886,0.645267,0.074382,0.091838,0.682098,0.024694,0.633879,0.02014,0.656507,0.5,0.545007,0.314451,0.314317,0.5,0.445371,0.266441,0.301853,0.666667,0.80118,0.5,0.010209
0.492645,0.684754,0.093326,0.275383,0.486534,0.329807,0.348108,0.611736,0.112296,0.107156,0.304008,0.256759,0.281146,0.846616,0.021729,0.045665,0.783414,0.024613,0.932682,0.548544,0.479844,0,0.279665,0.42398,0.68463,0.166667,0.374414,0.325803,0.98336,0.833333,0.983022,0.75,0.454337
0.793309,0.333763,0.014609,0.263851,0.471917,0.185049,0.534543,0.625936,0.033003,0.171795,0.829447,0.027235,0.185115,0.270797,0.049022,0.396266,0.178401,0.21842,0.49101,0.973436,0.740553,0.166667,0.429223,0.847295,0.824136,0.666667,0.918489,0.052955,0.45064,0.833333,0.82814,1,0.008345
0.087105,0.826111,0.037734,0.052997,0.844294,0.005487,0.216805,0.831642,0.00805,0.039222,0.240589,0.075473,0.393537,0.007501,0.177813,0.210413,0.537345,0.04348,0.530158,0.593912,0.005227,0.166667,0.148069,0.853792,0.30785,0.333333,0.639984,0.716063,0.233662,0.166667,0.815868,0.75,0
0.396762,0.53786,0.272424,0.042711,0.259477,0.090824,0.645038,0.282687,0.008183,0.058693,0.576406,0.157766,0.147393,0.981705,0.295206,0.11373,0.924951,0.059,0.625446,0.771071,0.109096,0.166667,0.871746,0.846009,0.330863,0.166667,0.540465,0.898708,0.601771,0.666667,0.603428,0.5,0.030819
0.947321,0.24366,0.06093,0.134276,0.771834,0.034837,0.002224,0.499356,0.023662,0.094747,0.660803,0.102449,0.748747,0.731795,0.103562,0.183491,0.941213,0.076384,0.427295,0.462786,0.059923,0.333333,0.678873,0.1811,0.823299,0,0.275355,0.489899,0.256514,1,0.545374,1,0.041138
0.35966,0.89171,0.322124,0.14216,0.925673,0.118425,0.583449,0.948452,0.024323,0.111409,0.239512,0.052242,0.975478,0.883901,0.057756,0.012747,0.102941,0.046909,0.580017,0.320193,0.868813,0,0.706468,0.74844,0.574539,0.5,0.764917,0.099665,0.037334,0,0.977779,0.25,0.055293
0.967077,0.148552,0.037125,0.155532,0.622489,0.111119,0.346304,0.183034,0.003802,0.011857,0.93394,0.067421,0.833992,0.559526,0.134093,0.00154,0.636416,0.035571,0.597873,0.949849,0.036054,0.166667,0.872007,0.575151,0.045455,0.666667,0.180222,0.802528,0.485474,0.5,0.157499,0.5,0.044255
0.0069,0.457409,0.057851,0.260674,0.960217,0.022228,0.626896,0.117911,0.042947,0.006812,0.29276,0.096995,0.187613,0.242146,0.078734,0.016397,0.612624,0.15927,0.712429,0.82031,0.309996,0.166667,0.020072,0.857716,0.735614,0.333333,0.927712,0.694052,0.207313,0.333333,0.814553,0,0.111324
0.354433,0.639671,0.169525,0.157769,0.774695,0.009969,0.87302,0.211781,0.013347,0.035887,0.484313,0.000719,0.904752,0.110883,0.005514,0.053607,0.425558,0.098615,0.324011,0.311195,0.361998,0,0.810804,0.785911,0.652165,0.166667,0.327433,0.619288,0.40932,0,0.288075,0,0
0.167819,0.621192,0.0166,0.052076,0.443627,0.034688,0.534692,0.241411,0.097146,0.117039,0.377536,0.046697,0.16539,0.72883,0.185538,0.089903,0.126978,0.064287,0.908867,0.661833,0.783627,0.333333,0.179791,0.546761,0.732541,0.5,0.959841,0.414683,0.102633,0,0.869161,0.5,0.002008
0.86609,0.852156,0.025292,0.03376,0.380784,0.167688,0.406988,0.524262,0.016501,0.005543,0.798975,0.021526,0.753911,0.849537,0.003867,0.064204,0.76198,0.030352,0.630977,0.979894,0.303193,0.333333,0.172405,0.700709,0.746062,0,0.405706,0.119437,0.411891,0.5,0.154696,0.75,0
0.795349,0.86143,0.128345,0.372616,0.490884,0.049005,0.840991,0.298859,0.04731,0.181804,0.012391,0.200553,0.668221,0.470285,0.473305,0.018772,0.685478,0.057487,0.533604,0.764262,0.724496,0,0.993395,0.184196,0.057733,0.5,0.894668,0.782476,0.003732,0.333333,0.106306,0.25,0.033761
0.59688,0.654617,0.007678,0.083568,0.948815,0.001612,0.554656,0.121518,0.082627,0.029589,0.030323,0.060892,0.127915,0.913698,0.148151,0.000947,0.355011,0.010884,0.923372,0.22071,0.62039,0.333333,0.31437,0.207491,0.933413,0.5,0.748231,0.887846,0.335307,0.333333,0.285364,0.25,0
0.56122,0.393473,0.042912,0.013859,0.59859,0.02574,0.355873,0.3111,0.445553,0.043686,0.090496,0.025299,0.101491,0.192161,0.277816,0.125339,0.303703,0.03088,0.280115,0.957842,0.285013,0,0.73859,0.741882,0.371348,0.166667,0.361352,0.574454,0.736587,0.166667,0.643986,0,0.003604
0.922048,0.317451,0.048131,0.025997,0.288283,0.173963,0.707024,0.999498,0.14009,0.148467,0.621893,0.069319,0.747332,0.700928,0.346278,0.144361,0.356831,0.108568,0.646406,0.415524,0.18264,0.166667,0.778724,0.530374,0.719779,0.333333,0.400736,0.089664,0.048436,0.166667,0.652398,0,0.168219
0.457645,0.585061,0.117029,0.008248,0.864367,0.22343,0.981725,0.312035,0.241855,0.017638,0.248685,0.002233,0.56718,0.040141,0.375603,0.220623,0.080966,0.01054,0.379825,0.004112,0.6314,0,0.098773,0.346301,0.291812,0.166667,0.755506,0.979648,0.547593,0.166667,0.58982,0.25,0.008095
0.310765,0.430442,0.2043,0.062536,0.46973,0.045637,0.338435,0.908456,0.062148,0.030723,0.833354,0.070403,0.087966,0.602818,0.297007,0.09846,0.115485,0.100228,0.379197,0.649688,0.860916,0.333333,0.254982,0.255204,0.810892,0,0.021655,0.226498,0.21526,0.333333,0.409645,0.75,0.005169
0.968365,0.368964,0.188241,0.079681,0.263856,0.028427,0.144207,0.314394,0.005957,0.084269,0.903711,0.121743,0.641124,0.779418,0.005814,0.05093,0.836341,0.069192,0.531848,0.982977,0.972598,0.333333,0.213358,0.776611,0.385819,0,0.323245,0.062198,0.590871,0.5,0.059462,0.75,0.011224
0.764826,0.82347,0.083903,0.034984,0.776202,0.047803,0.188696,0.422576,0.111344,0.066586,0.196475,0.321693,0.724271,0.201577,0.154116,0.060711,0.780593,0.029136,0.554887,0.09789,0.722091,0,0.085751,0.17504,0.720677,0.166667,0.12977,0.213243,0.82016,0.333333,0.443129,0,0.133351
0.382078,0.997487,0.386568,0.094133,0.921485,0.312379,0.444709,0.4416,0.211212,0.293308,0.91976,0.026386,0.896526,0.438128,0.244039,0.029698,0.4543,0.166881,0.1586,0.168944,0.60998,0,0.73782,0.403545,0.230186,0.5,0.965839,0.453041,0.174312,0.166667,0.357389,1,0.277264
0.569655,0.48821,0.1444,0.047394,0.349708,0.00845,0.863158,0.255368,0.212133,0.045657,0.769044,0.048043,0.266191,0.158334,0.03859,0.025219,0.527514,0.061882,0.743642,0.902778,0.142263,0.333333,0.617943,0.422631,0.544282,0.5,0.457886,0.682773,0.27297,0.166667,0.078098,0.5,0.012531
0.785116,0.299333,0.080656,0.013138,0.394074,0.004044,0.546468,0.036275,0.18366,0.045931,0.240796,0.29301,0.333587,0.485038,0.0638,0.135,0.603054,0.010704,0.908512,0.809741,0.885911,0.166667,0.560408,0.517737,0.013129,0.666667,0.445346,0.836341,0.189803,0.5,0.817249,1,0.007352
0.847096,0.304857,0.013351,0.018767,0.567656,0.016415,0.826897,0.711124,0.02023,0.048618,0.736885,0.073866,0.497133,0.681337,0.070846,0.075864,0.305858,0.139259,0.491016,0.879239,0.360649,0,0.301653,0.836318,0.370692,0.333333,0.289996,0.498475,0.478499,0.333333,0.903028,0,0.0488
0.677169,0.03985,0.088437,0.21304,0.479204,0.02377,0.831225,0.850235,0.125559,0.023135,0.934918,0.001504,0.543376,0.326281,0.041246,0.028963,0.196116,0.096994,0.371222,0.120277,0.223097,0.333333,0.35286,0.863117,0.724221,0.166667,0.842429,0.440144,0.539982,0.5,0.794737,0.75,0.010024
0.179116,0.802977,0.03988,0.090382,0.095663,0.034372,0.350949,0.897519,0.063398,0.228375,0.387725,0.251878,0.376357,0.833295,0.281201,0.064184,0.336368,0.019328,0.767838,0.219362,0.733995,0,0.49197,0.667773,0.686321,0.666667,0.115969,0.33238,0.318537,0.666667,0.445943,0.75,0.042815
0.98483,0.45871,0.040322,0.092309,0.81629,0.054272,0.265966,0.620629,0.368175,0.041837,0.712437,0.000076,0.706544,0.845943,0.038795,0.021455,0.673308,0.034567,0.389074,0.55439,0.33721,0,0.810597,0.801821,0.799985,0.166667,0.72436,0.075317,0.02723,0.166667,0.768742,0,0.002235
0.336456,0.687383,0.073869,0.025589,0.995821,0.110789,0.004115,0.881143,0.057291,0.024365,0.304331,0.079028,0.164477,0.236771,0.15421,0.065849,0.844243,0.383341,0.632439,0.238522,0.372411,0,0.672615,0.367677,0.831804,0.333333,0.059731,0.733364,0.818138,0.166667,0.842319,0,0.157902
0.340888,0.125775,0.055035,0.033424,0.548321,0.223604,0.30441,0.531418,0.093253,0.017962,0.431001,0.302834,0.64078,0.456605,0.045878,0.052221,0.0628,0.124006,0.363318,0.555295,0.240363,0.333333,0.57813,0.717174,0.127371,0,0.430538,0.096505,0.832517,0,0.126957,0.25,0.278005
0.564597,0.472933,0.109785,0.046399,0.658081,0.361767,0.558438,0.219496,0.105896,0.116819,0.855354,0.219311,0.472069,0.536181,0.429342,0.108631,0.995697,0.017167,0.797867,0.48471,0.668876,0.333333,0.132002,0.716737,0.329708,0.5,0.096943,0.956229,0.734851,0.833333,0.007105,0.75,0.297382
0.257058,0.126316,0.035477,0.145874,0.663396,0.042746,0.392696,0.441125,0.033535,0.023873,0.635607,0.019577,0.363628,0.899493,0.127401,0.463455,0.66969,0.003725,0.736616,0.12451,0.025335,0.333333,0.907379,0.514234,0.477959,0,0.777955,0.138405,0.501445,0.333333,0.508694,0.25,0
0.880791,0.798507,0.258761,0.000626,0.634452,0.066341,0.527614,0.823513,0.036175,0.008453,0.660121,0.067309,0.000105,0.624282,0.222559,0.040595,0.628438,0.054034,0.605547,0.141647,0.362285,0,0.569437,0.914004,0.802577,0.333333,0.385387,0.047128,0.578399,0,0.470016,0.5,0.004853
0.454298,0.995089,0.072043,0.147104,0.677456,0.020229,0.750344,0.132308,0.129126,0.050231,0.620927,0.045974,0.909615,0.027629,0.14803,0.002775,0.888623,0.04568,0.582301,0.840519,0.965803,0.166667,0.998401,0.247375,0.466267,0.166667,0.253404,0.625084,0.537014,0.166667,0.940171,0.25,0
0.846737,0.01393,0.34517,0.005652,0.709371,0.060803,0.218488,0.321412,0.133225,0.315187,0.512806,0.032358,0.679971,0.954183,0.028778,0.08762,0.013933,0.020023,0.626091,0.016605,0.112531,0.5,0.72182,0.625048,0.989439,0.166667,0.53467,0.681105,0.774862,0.166667,0.926755,0.75,0
0.850898,0.48439,0.095452,0.155796,0.949361,0.021656,0.947686,0.326965,0.046051,0.084513,0.436457,0.354176,0.96075,0.593071,0.045903,0.100837,0.867892,0.056459,0.352255,0.963101,0.871244,0.333333,0.857629,0.048543,0.748967,0.666667,0.25924,0.63071,0.505822,0.333333,0.870904,0.75,0.289789
0.762239,0.610842,0.173548,0.171049,0.994456,0.022922,0.945789,0.590927,0.046038,0.004483,0.989236,0.185606,0.553651,0.838922,0.060888,0.008946,0.777929,0.092948,0.695744,0.585146,0.427295,0.666667,0.787338,0.867985,0.024142,0.166667,0.519532,0.730845,0.927073,0.833333,0.12086,1,0.001008
0.356829,0.433096,0.064377,0.089846,0.339997,0.167278,0.268937,0.024722,0.264996,0.001037,0.420511,0.005059,0.81893,0.089153,0.039733,0.027205,0.612958,0.080309,0.684959,0.964625,0.210127,0.5,0.310297,0.946501,0.605568,0,0.680726,0.224403,0.049355,0,0.315845,0.25,0.058345
0.879035,0.514406,0.015764,0.162311,0.13751,0.092254,0.032054,0.608643,0.147555,0.01223,0.229491,0.196535,0.617315,0.045713,0.150966,0.02799,0.751645,0.225474,0.230815,0.182503,0.942599,0,0.831547,0.999157,0.261128,0.5,0.576384,0.827181,0.107807,0.166667,0.633712,0.25,0.218695
0.33698,0.647068,0.139975,0.055783,0.611269,0.222831,0.358222,0.759842,0.121326,0.076896,0.891802,0.019494,0.03542,0.655541,0.088655,0.090248,0.734006,0.121739,0.691681,0.53322,0.218631,0.833333,0.046316,0.558697,0.345802,0.166667,0.982535,0.367719,0.39689,0.666667,0.401387,1,0.140915
0.503757,0.892131,0.164971,0.082526,0.571409,0.197456,0.744782,0.906967,0.029185,0.023119,0.542524,0.144897,0.271453,0.870295,0.152393,0.047836,0.203511,0.025406,0.583099,0.817708,0.623565,0,0.192418,0.209232,0.144771,0.333333,0.747603,0.77844,0.442098,0,0.628254,0,0.187579
0.425305,0.203365,0.007072,0.132691,0.324963,0.04207,0.202155,0.632439,0.360177,0.172353,0.859663,0.124085,0.841147,0.37196,0.087122,0.013483,0.434076,0.171318,0.188848,0.659292,0.727753,0.5,0.158093,0.348489,0.035066,0.5,0.012085,0.763177,0.294699,0.666667,0.06875,0.5,0.055618
